Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250723_204418_508,-45,NO_RADIO,63,45.0,18.30071595923583,-84.2543888092041,-84.2543888092041,0.1033346652984619,0.1023030281066894,63,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204419_653,-44,63,63,45.0,16.98475255433661,-85.63424797058106,-85.63424797058106,0.1061501502990722,0.1584138870239257,63,63.0,YOLO,1,32,0.0,16.98475255433661,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204421_056,-43,NO_RADIO,62,43.5,16.717974252876388,-85.78691101074219,-85.78691101074219,0.1002304553985595,0.158400297164917,62,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204421_991,-42,61,61,42.1,16.700453196088333,-85.82900581359863,-85.82900581359863,0.0985689163208007,0.1583509445190429,61,61.0,YOLO,1,32,0.0,16.700453196088333,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204422_454,-41,NO_RADIO,61,42.1,15.73865872649762,-86.63702392578125,-86.63702392578125,0.1014833450317382,0.1583600044250488,61,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204424_114,-40,NO_RADIO,60,40.6,15.881754663329389,-86.58103942871094,-86.58103942871094,0.1021087169647216,0.1021082401275634,60,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204424_319,-39,60,60,40.6,15.000528169225008,-87.50747680664062,-87.50747680664062,0.102442979812622,0.158604621887207,60,60.0,YOLO,1,32,0.0,15.000528169225008,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204426_088,-38,58,58,37.7,17.26566931646792,-85.15500335693359,-85.15500335693359,0.1019024848937988,0.1584417819976806,58,58.0,YOLO,1,59,39.2,17.26566931646792,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204426_815,-37,NO_RADIO,58,37.7,15.61075475607953,-86.6182861328125,-86.6182861328125,0.1029024124145507,0.1020829677581787,58,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204427_749,-36,57,57,36.3,15.132779223370264,-87.11184692382812,-87.11184692382812,0.1019277572631836,0.1020958423614502,57,57.0,YOLO,1,32,0.0,15.132779223370264,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204428_687,-35,56,56,34.8,17.504388909525375,-84.93376884460449,-84.93376884460449,0.1020381450653076,0.102158784866333,56,56.0,YOLO,1,32,0.0,17.504388909525375,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204429_363,-34,56,56,34.8,15.485080092890088,-86.86843872070312,-86.86843872070312,0.0990021228790283,0.1585750579833984,56,56.0,YOLO,1,32,0.0,15.485080092890088,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204430_294,-33,56,56,34.8,14.66592294597534,-87.46069030761718,-87.46069030761718,0.099574327468872,0.1584572792053222,56,56.0,YOLO,1,32,0.0,14.66592294597534,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204431_397,-32,55,55,33.4,16.28418933376952,-86.02086639404297,-86.02086639404297,0.1038053035736084,0.1022071838378906,55,55.0,YOLO,1,55,33.4,16.28418933376952,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204432_540,-31,54,54,31.9,13.91662710610781,-86.11039772033692,-86.11039772033692,0.1012046337127685,0.5224740505218506,54,53.0,NeighborSearch,2,54,31.9,16.127851529596285,-1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1]"
20250723_204433_634,-30,53,53,30.5,15.107389822768424,-87.21868782043457,-87.21868782043457,0.1025493144989013,0.1584658622741699,53,53.0,YOLO,1,54,31.9,15.107389822768424,0.0,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]"
20250723_204434_998,-29,53,53,30.5,17.162854485814677,-85.11892967224121,-85.11892967224121,0.1004395484924316,0.1020777225494384,53,53.0,YOLO,1,53,30.5,17.162854485814677,0.0,"[0, 0, -1, 0, 0, 0, 0, 0, -1, 0]"
20250723_204435_464,-28,52,52,29.0,16.811081772787247,-85.53549308776856,-85.53549308776856,0.1036782264709472,0.1020104885101318,52,52.0,YOLO,1,53,30.5,16.811081772787247,0.0,"[-1, 0, 0, 0, 0, 0, -1, 0, 0, 0]"
20250723_204437_074,-27,51,51,27.6,16.859817005808537,-85.54662322998047,-85.54662322998047,0.0994284152984619,0.1583831310272216,51,51.0,YOLO,1,53,30.5,16.859817005808537,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204438_165,-26,50,50,26.1,16.821528268682215,-85.634619140625,-85.634619140625,0.1026773452758789,0.1584682464599609,50,50.0,YOLO,1,51,27.6,16.821528268682215,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]"
20250723_204439_157,-25,49,49,24.7,14.921240466753872,-87.4222640991211,-87.4222640991211,0.0980892181396484,0.1021397113800048,49,49.0,YOLO,1,50,26.1,14.921240466753872,0.0,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0]"
20250723_204439_359,-24,49,49,24.7,16.319877083060547,-85.91223907470703,-85.91223907470703,0.0977606773376464,0.1584594249725341,49,49.0,YOLO,1,50,26.1,16.319877083060547,0.0,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]"
20250723_204440_290,-23,NO_RADIO,49,24.7,15.319898987553998,-86.88829803466797,-86.88829803466797,0.0990347862243652,0.1584599018096923,49,,CenterFallback,1,32,0.0,,,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0]"
20250723_204441_648,-22,48,48,23.2,14.783260306215624,-87.46182250976562,-87.46182250976562,0.1044914722442627,0.102048635482788,48,48.0,YOLO,1,49,24.7,14.783260306215624,0.0,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]"
20250723_204442_490,-21,47,47,21.8,14.550322597506325,-86.31083297729492,-86.31083297729492,0.102076768875122,0.5302221775054932,47,46.0,NeighborSearch,2,47,21.8,16.14316091909282,-1.0,"[0, 0, 0, -1, 0, 0, 0, 0, 0, -1]"
20250723_204443_329,-20,47,47,21.8,10.629364892415282,-85.00702209472657,-85.00702209472657,0.103480577468872,0.7841150760650635,47,45.0,NeighborSearch,4,47,21.8,17.363651749187426,-2.0,"[0, -1, 0, 0, 0, 0, 0, -1, 0, -2]"
20250723_204444_845,-19,46,46,20.3,11.028638229868193,-87.4222640991211,-87.4222640991211,0.104560375213623,0.5224785804748535,46,45.0,NeighborSearch,2,46,20.3,14.909951602297395,-1.0,"[0, 0, 0, 0, 0, -1, 0, -2, -1, -1]"
20250723_204445_473,-17,47,47,21.8,8.066054224234861,-87.33180236816406,-87.33180236816406,0.1020212173461914,1.0466089248657229,47,44.0,NeighborSearch,6,47,21.8,14.913598641448033,-3.0,"[0, 0, 0, 0, -1, 0, -2, -1, -1, -3]"
20250723_204446_623,-16,46,46,20.3,7.182030564152399,-87.43917846679688,-87.43917846679688,0.1024327278137207,1.0462543964385986,46,43.0,NeighborSearch,6,46,20.3,14.8022480843196,-3.0,"[0, 0, 0, -1, 0, -2, -1, -1, -3, -3]"
20250723_204447_774,-15,46,46,20.3,7.09850807977341,-85.78691101074219,-85.78691101074219,0.1041605472564697,1.046945095062256,46,42.0,NeighborSearch,6,45,18.9,16.603993463890077,-3.0,"[0, 0, -1, 0, -2, -1, -1, -3, -3, -3]"
20250723_204448_926,-14,46,46,20.3,7.10212143620231,-86.35661087036134,-86.35661087036134,0.1047756671905517,1.308682918548584,46,41.0,NeighborSearch,8,45,18.9,15.99909977642274,-4.0,"[0, -1, 0, -2, -1, -1, -3, -3, -3, -4]"
20250723_204450_341,-12,45,45,18.9,9.804130120442636,-86.24149208068847,-86.24149208068847,0.1011240482330322,1.3083224296569824,45,40.0,NeighborSearch,8,44,17.4,15.911819656727443,-4.0,"[-1, 0, -2, -1, -1, -3, -3, -3, -4, -4]"
20250723_204451_752,-11,45,45,18.9,9.588984317671972,-84.88253479003906,-84.88253479003906,0.1024198532104492,1.3084321022033691,45,39.0,NeighborSearch,8,43,16.0,17.450822273589694,-4.0,"[0, -2, -1, -1, -3, -3, -3, -4, -4, -4]"
20250723_204453_165,-9,45,45,18.9,8.055982412170621,-86.68898010253906,-86.68898010253906,0.1024250984191894,1.5728790760040283,45,38.0,NeighborSearch,10,43,16.0,15.687487314460668,-5.0,"[-2, -1, -1, -3, -3, -3, -4, -4, -4, -5]"
20250723_204454_842,-7,45,45,18.9,6.780733425979349,-84.96305084228516,-84.96305084228516,0.1046040058135986,1.5714049339294434,45,37.0,NeighborSearch,10,42,14.5,17.55450099229087,-5.0,"[-1, -1, -3, -3, -3, -4, -4, -4, -5, -5]"
20250723_204456_519,-6,44,44,17.4,6.910109619177092,-86.52486610412598,-86.52486610412598,0.1032822132110595,1.570202112197876,44,36.0,NeighborSearch,10,41,13.1,15.395880614131144,-5.0,"[-1, -3, -3, -3, -4, -4, -4, -5, -5, -5]"
20250723_204458_194,-4,44,44,17.4,7.434496209832247,-85.02350769042968,-85.02350769042968,0.1038031578063964,2.0958690643310547,44,34.0,NeighborSearch,14,41,13.1,17.28560414931836,-7.0,"[-3, -3, -3, -4, -4, -4, -5, -5, -5, -7]"
20250723_204500_395,-1,44,44,17.4,7.553868019510688,-85.4591163635254,-85.4591163635254,0.1025958061218261,2.3633265495300293,44,32.0,NeighborSearch,16,40,11.6,16.832716947515067,-8.0,"[-3, -3, -4, -4, -4, -5, -5, -5, -7, -8]"
