Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),YOLO Time (s),Beam Sweep Time (s)
20250722_220625_217,-32,NO_RADIO,32,0.0,7.790931072012057,0.1075329780578613,0.0041365623474121
20250722_220625_331,-32,NO_RADIO,32,0.0,7.790931072012057,0.1064949035644531,0.0041582584381103
20250722_220625_444,-32,NO_RADIO,32,0.0,7.790931072012057,0.1008780002593994,0.0021345615386962
20250722_220625_548,-32,NO_RADIO,32,0.0,7.790931072012057,0.1033217906951904,0.0040671825408935
20250722_220625_658,-31,NO_RADIO,32,0.0,7.87817690350245,0.1031482219696044,0.0036022663116455
20250722_220625_767,-31,NO_RADIO,32,0.0,7.87817690350245,0.1012868881225586,0.0044996738433837
20250722_220625_876,-31,NO_RADIO,32,0.0,7.87817690350245,0.1093966960906982,0.0019786357879638
20250722_220625_989,-31,NO_RADIO,32,0.0,7.87817690350245,0.1024320125579834,0.0041766166687011
20250722_220626_098,-31,NO_RADIO,32,0.0,7.87817690350245,0.1018743515014648,0.0028820037841796
20250722_220626_205,-30,NO_RADIO,32,0.0,7.37175304663414,0.1042006015777587,0.0022151470184326
20250722_220626_312,-30,NO_RADIO,32,0.0,7.37175304663414,0.1063017845153808,0.0026638507843017
20250722_220626_423,-30,51,51,27.6,19.539869176009503,0.1041274070739746,0.0044200420379638
20250722_220626_534,-30,51,51,27.6,19.539869176009503,0.1111261844635009,0.0041978359222412
20250722_220626_652,-29,51,51,27.6,18.956136952667435,0.1026263236999511,0.0020031929016113
20250722_220626_758,-29,51,51,27.6,18.956136952667435,0.1091723442077636,0.0041913986206054
20250722_220626_874,-29,51,51,27.6,18.956136952667435,0.1039404869079589,0.0045869350433349
20250722_220626_985,-29,51,51,27.6,18.956136952667435,0.1115474700927734,0.0045030117034912
20250722_220627_104,-29,51,51,27.6,18.956136952667435,0.1081650257110595,0.0041267871856689
20250722_220627_219,-28,51,51,27.6,19.701811141590525,0.1021928787231445,0.0042006969451904
20250722_220627_328,-28,50,50,26.1,19.579450919391192,0.1052081584930419,0.0042488574981689
20250722_220627_441,-28,50,50,26.1,19.579450919391192,0.111361026763916,0.0041079521179199
20250722_220627_559,-28,50,50,26.1,19.579450919391192,0.1094863414764404,0.0044384002685546
20250722_220627_675,-27,50,50,26.1,18.84561229096579,0.115079641342163,0.0040521621704101
20250722_220627_797,-27,50,50,26.1,18.84561229096579,0.1137952804565429,0.0041306018829345
20250722_220627_918,-27,49,49,24.7,19.926110779462466,0.1118245124816894,0.0041172504425048
20250722_220628_036,-27,49,49,24.7,19.926110779462466,0.1073114871978759,0.0044405460357666
20250722_220628_151,-26,49,49,24.7,18.75428503364457,0.1019086837768554,0.0026004314422607
20250722_220628_256,-26,49,49,24.7,18.75428503364457,0.1039700508117675,0.0044808387756347
20250722_220628_367,-26,49,49,24.7,18.75428503364457,0.1094467639923095,0.0042858123779296
20250722_220628_484,-26,49,49,24.7,18.75428503364457,0.1094076633453369,0.0040853023529052
20250722_220628_600,-26,49,49,24.7,18.75428503364457,0.1088440418243408,0.0044863224029541
20250722_220628_716,-25,49,49,24.7,19.3191430230404,0.1107113361358642,0.0044646263122558
