Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_043710_722,-45,NO_RADIO,32,0,7.041505889892591,-96.04537200927734,-96.04537200927734,0.12190890312194824,0.10217142105102539,32,,CenterFallback,1,32,0,,
20250721_043710_951,-45,NO_RADIO,32,0,7.164094290934756,-95.9241714477539,-95.9241714477539,0.22955012321472168,0.15613055229187012,32,,CenterFallback,1,32,0,,
20250721_043711_338,-45,NO_RADIO,32,0,6.9952526473159935,-96.04537200927734,-96.04537200927734,0.09256935119628906,0.10182881355285645,32,,CenterFallback,1,32,0,,
20250721_043711_534,-45,NO_RADIO,32,0,7.148578035453156,-95.9241714477539,-95.9241714477539,0.0849297046661377,0.15839648246765137,32,,CenterFallback,1,32,0,,
20250721_043711_779,-45,NO_RADIO,32,0,6.552707130142281,-96.25521850585938,-96.25521850585938,0.08795046806335449,0.10183072090148926,32,,CenterFallback,1,32,0,,
20250721_043711_970,-45,NO_RADIO,32,0,7.031659172750679,-96.25521850585938,-96.25521850585938,0.0929415225982666,0.1583714485168457,32,,CenterFallback,1,32,0,,
20250721_043712_222,-45,NO_RADIO,32,0,6.986094507982671,-96.25521850585938,-96.25521850585938,0.09301328659057617,0.10170745849609375,32,,CenterFallback,1,32,0,,
20250721_043712_419,-45,NO_RADIO,32,0,7.054036479831865,-96.12810516357422,-96.12810516357422,0.09086370468139648,0.15821576118469238,32,,CenterFallback,1,32,0,,
20250721_043712_669,-45,NO_RADIO,32,0,7.073154173796212,-95.91634559631349,-95.91634559631349,0.0901796817779541,0.10179471969604492,32,,CenterFallback,1,32,0,,
20250721_043712_862,-45,NO_RADIO,32,0,6.95706877607509,-96.29843139648438,-96.29843139648438,0.09229183197021484,0.15805459022521973,32,,CenterFallback,1,32,0,,
20250721_043713_114,-45,NO_RADIO,32,0,6.654860619418116,-96.12810516357422,-96.12810516357422,0.08347964286804199,0.10175323486328125,32,,CenterFallback,1,32,0,,
20250721_043713_301,-45,NO_RADIO,32,0,6.996510851410406,-96.25521850585938,-96.25521850585938,0.08652520179748535,0.15814900398254395,32,,CenterFallback,1,32,0,,
20250721_043713_547,-45,NO_RADIO,32,0,7.026742754909463,-96.25521850585938,-96.25521850585938,0.09085583686828613,0.10176324844360352,32,,CenterFallback,1,32,0,,
20250721_043713_741,-45,NO_RADIO,32,0,6.646063836242476,-96.38617706298828,-96.38617706298828,0.10660099983215332,0.1581876277923584,32,,CenterFallback,1,32,0,,
20250721_043714_007,-45,NO_RADIO,32,0,6.715767280219495,-96.29843139648438,-96.29843139648438,0.09939265251159668,0.10170865058898926,32,,CenterFallback,1,32,0,,
20250721_043714_210,-45,NO_RADIO,32,0,7.061663792769679,-96.29843139648438,-96.29843139648438,0.0910947322845459,0.15820717811584473,32,,CenterFallback,1,32,0,,
20250721_043714_461,-45,NO_RADIO,32,0,6.718760984851102,-96.3817897796631,-96.3817897796631,0.09235787391662598,0.10179686546325684,32,,CenterFallback,1,32,0,,
20250721_043714_656,-44,NO_RADIO,32,0,7.320729033991867,-95.9241714477539,-95.9241714477539,0.09298920631408691,0.15813755989074707,32,,CenterFallback,1,32,0,,
20250721_043714_909,-44,NO_RADIO,32,0,6.722268265710383,-96.29843139648438,-96.29843139648438,0.08737325668334961,0.10176849365234375,32,,CenterFallback,1,32,0,,
20250721_043715_099,-44,NO_RADIO,32,0,7.0729399650997635,-96.12810516357422,-96.12810516357422,0.09109044075012207,0.15809893608093262,32,,CenterFallback,1,32,0,,
20250721_043715_350,-44,NO_RADIO,32,0,7.080513725269185,-96.29843139648438,-96.29843139648438,0.08950233459472656,0.10176372528076172,32,,CenterFallback,1,32,0,,
20250721_043715_543,-44,NO_RADIO,32,0,6.749333207700985,-96.12810516357422,-96.12810516357422,0.09564757347106934,0.1581718921661377,32,,CenterFallback,1,32,0,,
20250721_043715_798,-44,NO_RADIO,32,0,6.760566234912957,-96.25521850585938,-96.25521850585938,0.0902092456817627,0.10174202919006348,32,,CenterFallback,1,32,0,,
20250721_043715_991,-44,NO_RADIO,32,0,7.208821172500507,-96.04537200927734,-96.04537200927734,0.09640860557556152,0.15815973281860352,32,,CenterFallback,1,32,0,,
