Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_043802_621,-32,NO_RADIO,51,27.6,20.364432539825827,-82.93544425964356,-82.93544425964356,0.0895361900329589,0.1580629348754882,51,,CenterFallback,1,32,0,,
20250721_043802_870,-32,NO_RADIO,51,27.6,20.47877560379999,-82.98153343200684,-82.98153343200684,0.0895102024078369,0.1017885208129882,51,,CenterFallback,1,32,0,,
20250721_043804_391,-32,NO_RADIO,51,27.6,20.35626108818585,-82.98214721679688,-82.98214721679688,0.0932064056396484,0.1581673622131347,51,,CenterFallback,1,32,0,,
20250721_043803_758,-32,NO_RADIO,51,27.6,20.36619810820648,-82.99227142333984,-82.99227142333984,0.0876572132110595,0.1017205715179443,51,,CenterFallback,1,32,0,,
20250721_043803_319,-32,NO_RADIO,51,27.6,20.363486391295098,-82.96719665527344,-82.96719665527344,0.0853605270385742,0.1016850471496582,51,,CenterFallback,1,32,0,,
20250721_043805_522,-32,NO_RADIO,51,27.6,20.46331670956681,-82.88983192443848,-82.88983192443848,0.0843434333801269,0.1017153263092041,51,,CenterFallback,1,32,0,,
20250721_043806_143,-32,NO_RADIO,51,27.6,20.038100980640507,-83.19958686828613,-83.19958686828613,0.0948522090911865,0.1581161022186279,51,,CenterFallback,1,32,0,,
20250721_043805_954,-32,NO_RADIO,51,27.6,20.168881281252013,-82.96679496765137,-82.96679496765137,0.0862457752227783,0.1017415523529052,51,,CenterFallback,1,32,0,,
20250721_043805_082,-32,NO_RADIO,51,27.6,19.992324726449795,-83.27686500549316,-83.27686500549316,0.0858685970306396,0.1017069816589355,51,,CenterFallback,1,32,0,,
20250721_043803_062,-32,NO_RADIO,51,27.6,20.310018608125617,-83.04944610595703,-83.04944610595703,0.0970485210418701,0.158097505569458,51,,CenterFallback,1,32,0,,
20250721_043804_644,-32,NO_RADIO,51,27.6,20.27335398632508,-83.06591796875,-83.06591796875,0.0865969657897949,0.1017379760742187,51,,CenterFallback,1,32,0,,
20250721_043806_398,-32,NO_RADIO,51,27.6,20.161294773493893,-83.11572265625,-83.11572265625,0.0888168811798095,0.1017985343933105,51,,CenterFallback,1,32,0,,
20250721_043803_507,-32,NO_RADIO,51,27.6,20.30938606186888,-82.98153343200684,-82.98153343200684,0.0914816856384277,0.1582558155059814,51,,CenterFallback,1,32,0,,
20250721_043805_271,-32,NO_RADIO,51,27.6,20.322012462685024,-82.94385528564453,-82.94385528564453,0.0908019542694091,0.1581408977508545,51,,CenterFallback,1,32,0,,
20250721_043804_198,-32,NO_RADIO,51,27.6,19.90634816418581,-83.38919067382812,-83.38919067382812,0.0900909900665283,0.1018853187561035,51,,CenterFallback,1,32,0,,
20250721_043804_833,-32,NO_RADIO,51,27.6,19.9049050790742,-83.29999122619628,-83.29999122619628,0.0891809463500976,0.1582417488098144,51,,CenterFallback,1,32,0,,
20250721_043805_709,-32,NO_RADIO,51,27.6,20.344026726049226,-83.02444038391113,-83.02444038391113,0.0855393409729003,0.1581978797912597,51,,CenterFallback,1,32,0,,
20250721_043803_949,-32,NO_RADIO,51,27.6,19.971122084525906,-83.31208801269531,-83.31208801269531,0.0877032279968261,0.1584203243255615,51,,CenterFallback,1,32,0,,
20250721_043813_828,-30,50,50,26.1,19.841513626645096,-83.40846061706543,-83.40846061706543,0.1024363040924072,0.1582245826721191,50,50.0,YOLO,1,32,0,19.841513626645096,0.0
20250721_043812_022,-30,50,50,26.1,20.16197946992574,-83.07966003417968,-83.07966003417968,0.1023831367492675,0.1581342220306396,50,50.0,YOLO,1,32,0,20.16197946992574,0.0
20250721_043811_825,-30,51,51,27.6,19.2235549948427,-84.12623596191406,-84.12623596191406,0.0943114757537841,0.1016857624053955,51,51.0,YOLO,1,32,0,19.2235549948427,0.0
20250721_043810_911,-30,50,50,26.1,19.4499268672214,-83.63800315856933,-83.63800315856933,0.0997638702392578,0.1018640995025634,50,50.0,YOLO,1,32,0,19.4499268672214,0.0
20250721_043812_284,-30,51,51,27.6,20.1534795176438,-83.1010311126709,-83.1010311126709,0.0882511138916015,0.1017196178436279,51,51.0,YOLO,1,32,0,20.1534795176438,0.0
20250721_043812_728,-30,50,50,26.1,19.44233436271665,-83.81085891723633,-83.81085891723633,0.0951540470123291,0.101797342300415,50,50.0,YOLO,1,32,0,19.44233436271665,0.0
20250721_043811_114,-30,50,50,26.1,20.05542071442084,-83.11780548095703,-83.11780548095703,0.0987482070922851,0.1581227779388427,50,50.0,YOLO,1,32,0,20.05542071442084,0.0
20250721_043813_180,-30,51,51,27.6,18.9584237366859,-84.18990325927734,-84.18990325927734,0.0926148891448974,0.1016924381256103,51,51.0,YOLO,1,32,0,18.9584237366859,0.0
20250721_043813_629,-30,51,51,27.6,20.20144297719426,-83.0482162475586,-83.0482162475586,0.0956168174743652,0.1017405986785888,51,51.0,YOLO,1,32,0,20.20144297719426,0.0
20250721_043812_476,-30,51,51,27.6,19.47136100344943,-83.74547119140625,-83.74547119140625,0.0923452377319336,0.1581504344940185,51,51.0,YOLO,1,32,0,19.47136100344943,0.0
20250721_043810_464,-30,NO_RADIO,51,27.6,20.00859898764357,-83.24492645263672,-83.24492645263672,0.0913653373718261,0.1017475128173828,51,,CenterFallback,1,32,0,,
20250721_043811_373,-30,50,50,26.1,20.124749782408472,-83.14629364013672,-83.14629364013672,0.0952086448669433,0.101769208908081,50,50.0,YOLO,1,32,0,20.124749782408472,0.0
20250721_043814_090,-30,51,51,27.6,19.94820536624715,-83.24342651367188,-83.24342651367188,0.0950911045074462,0.1017215251922607,51,51.0,YOLO,1,32,0,19.94820536624715,0.0
20250721_043814_288,-30,50,50,26.1,20.13855673444152,-83.20000457763672,-83.20000457763672,0.0937380790710449,0.1580762863159179,50,50.0,YOLO,1,32,0,20.13855673444152,0.0
20250721_043811_571,-30,51,51,27.6,19.11025232408269,-84.07961235046388,-84.07961235046388,0.094139814376831,0.1581649780273437,51,51.0,YOLO,1,32,0,19.11025232408269,0.0
20250721_043813_376,-30,50,50,26.1,20.20138294759309,-83.12972106933594,-83.12972106933594,0.0932352542877197,0.1582002639770507,50,50.0,YOLO,1,32,0,20.20138294759309,0.0
20250721_043812_926,-30,51,51,27.6,19.024922099201305,-84.1575538635254,-84.1575538635254,0.0948679447174072,0.1581034660339355,51,51.0,YOLO,1,32,0,19.024922099201305,0.0
20250721_043810_659,-30,NO_RADIO,51,27.6,19.36837514751868,-83.79424285888672,-83.79424285888672,0.0928418636322021,0.1581323146820068,51,,CenterFallback,1,32,0,,
20250721_043818_330,-29,50,50,26.1,19.532515521612083,-83.60763587951661,-83.60763587951661,0.0984399318695068,0.158066987991333,50,50.0,YOLO,1,32,0,19.532515521612083,0.0
20250721_043814_737,-29,50,50,26.1,19.63866110362196,-83.51547241210938,-83.51547241210938,0.0976567268371582,0.1580808162689209,50,50.0,YOLO,1,32,0,19.63866110362196,0.0
20250721_043815_630,-29,50,50,26.1,19.766358549139568,-83.46215057373047,-83.46215057373047,0.0996971130371093,0.1580696105957031,50,50.0,YOLO,1,32,0,19.766358549139568,0.0
20250721_043814_541,-29,50,50,26.1,20.03380452842329,-83.1915054321289,-83.1915054321289,0.0926270484924316,0.1017448902130127,50,50.0,YOLO,1,32,0,20.03380452842329,0.0
20250721_043816_799,-29,50,50,26.1,19.736602285316053,-83.54383354187011,-83.54383354187011,0.0905697345733642,0.1017181873321533,50,50.0,YOLO,1,32,0,19.736602285316053,0.0
20250721_043816_085,-29,50,50,26.1,19.49892072574478,-83.63800315856933,-83.63800315856933,0.0934162139892578,0.1581795215606689,50,50.0,YOLO,1,32,0,19.49892072574478,0.0
20250721_043815_435,-29,50,50,26.1,19.55725939132309,-83.68581352233886,-83.68581352233886,0.0923788547515869,0.1017229557037353,50,50.0,YOLO,1,32,0,19.55725939132309,0.0
20250721_043817_243,-29,50,50,26.1,19.721321226073584,-83.48037910461426,-83.48037910461426,0.0890214443206787,0.1016814708709716,50,50.0,YOLO,1,32,0,19.721321226073584,0.0
20250721_043816_338,-29,50,50,26.1,19.32707058533836,-83.74089050292969,-83.74089050292969,0.0955429077148437,0.1016428470611572,50,50.0,YOLO,1,32,0,19.32707058533836,0.0
20250721_043815_184,-29,50,50,26.1,19.61917358420904,-83.63847351074219,-83.63847351074219,0.0911910533905029,0.1581723690032959,50,50.0,YOLO,1,32,0,19.61917358420904,0.0
20250721_043815_889,-29,50,50,26.1,19.66724911009392,-83.54532623291016,-83.54532623291016,0.0920686721801757,0.1017220020294189,50,50.0,YOLO,1,32,0,19.66724911009392,0.0
20250721_043816_992,-29,50,50,26.1,19.63100325852733,-83.62672424316406,-83.62672424316406,0.0910940170288086,0.1580541133880615,50,50.0,YOLO,1,32,0,19.63100325852733,0.0
20250721_043814_994,-29,50,50,26.1,19.38435489229471,-83.77148323059082,-83.77148323059082,0.0866270065307617,0.1016697883605957,50,50.0,YOLO,1,32,0,19.38435489229471,0.0
20250721_043818_138,-29,50,50,26.1,19.75832650338592,-83.39898872375488,-83.39898872375488,0.0893881320953369,0.101680040359497,50,50.0,YOLO,1,32,0,19.75832650338592,0.0
20250721_043817_435,-29,50,50,26.1,19.90910279032805,-83.28813934326172,-83.28813934326172,0.0927555561065673,0.1587946414947509,50,50.0,YOLO,1,32,0,19.90910279032805,0.0
20250721_043817_688,-29,50,50,26.1,19.970186293896504,-83.31208801269531,-83.31208801269531,0.0898408889770507,0.101743459701538,50,50.0,YOLO,1,32,0,19.970186293896504,0.0
20250721_043817_881,-29,50,50,26.1,19.71041720863228,-83.38830337524413,-83.38830337524413,0.0973916053771972,0.1581423282623291,50,50.0,YOLO,1,32,0,19.71041720863228,0.0
20250721_043816_536,-29,50,50,26.1,19.62558033693629,-83.57073974609375,-83.57073974609375,0.1028549671173095,0.1581943035125732,50,50.0,YOLO,1,32,0,19.62558033693629,0.0
20250721_043822_174,-28,49,49,24.7,19.828331540629208,-83.37245025634766,-83.37245025634766,0.0937602519989013,0.1017501354217529,49,49.0,YOLO,1,32,0,19.828331540629208,0.0
20250721_043819_672,-28,49,49,24.7,19.544475644427123,-83.61968231201172,-83.61968231201172,0.0982677936553955,0.1581294536590576,49,49.0,YOLO,1,32,0,19.544475644427123,0.0
20250721_043820_829,-28,50,50,26.1,19.12953328077572,-84.03978958129883,-84.03978958129883,0.0945358276367187,0.1016595363616943,50,50.0,YOLO,1,32,0,19.12953328077572,0.0
20250721_043820_125,-28,50,50,26.1,19.08493742890363,-84.10508575439454,-84.10508575439454,0.0967683792114257,0.1581091880798339,50,50.0,YOLO,1,32,0,19.08493742890363,0.0
20250721_043818_588,-28,NO_RADIO,50,26.1,19.652809982078665,-83.5448657989502,-83.5448657989502,0.0893087387084961,0.1017224788665771,50,,CenterFallback,1,32,0,,
20250721_043819_029,-28,49,49,24.7,19.014603318806465,-84.12413902282715,-84.12413902282715,0.0877149105072021,0.1016457080841064,49,49.0,YOLO,1,32,0,19.014603318806465,0.0
20250721_043821_027,-28,50,50,26.1,18.98245601144908,-84.24639892578125,-84.24639892578125,0.0908925533294677,0.1581621170043945,50,50.0,YOLO,1,32,0,18.98245601144908,0.0
20250721_043821_278,-28,50,50,26.1,19.06221821244385,-84.08429718017578,-84.08429718017578,0.091949462890625,0.1017711162567138,50,50.0,YOLO,1,32,0,19.06221821244385,0.0
20250721_043819_930,-28,49,49,24.7,19.58530197801284,-83.5518928527832,-83.5518928527832,0.092320442199707,0.1017448902130127,49,49.0,YOLO,1,32,0,19.58530197801284,0.0
20250721_043822_371,-28,50,50,26.1,18.83534792622183,-84.33114624023438,-84.33114624023438,0.0948703289031982,0.1581089496612548,50,50.0,YOLO,1,32,0,18.83534792622183,0.0
20250721_043821_922,-28,49,49,24.7,19.892346199760283,-83.39898910522462,-83.39898910522462,0.0919437408447265,0.1582293510437011,49,49.0,YOLO,1,32,0,19.892346199760283,0.0
20250721_043819_475,-28,49,49,24.7,19.74249990814264,-83.42680358886719,-83.42680358886719,0.09340500831604,0.1017773151397705,49,49.0,YOLO,1,32,0,19.74249990814264,0.0
20250721_043821_730,-28,49,49,24.7,19.421668408816828,-83.6009750366211,-83.6009750366211,0.0885734558105468,0.101715087890625,49,49.0,YOLO,1,32,0,19.421668408816828,0.0
20250721_043820_381,-28,50,50,26.1,19.1028457051122,-84.03141174316406,-84.03141174316406,0.0893542766571044,0.1017024517059326,50,50.0,YOLO,1,32,0,19.1028457051122,0.0
20250721_043820_574,-28,50,50,26.1,19.285735105777235,-83.8206687927246,-83.8206687927246,0.0957508087158203,0.1581499576568603,50,50.0,YOLO,1,32,0,19.285735105777235,0.0
20250721_043818_781,-28,50,50,26.1,18.88777654226807,-84.20060729980469,-84.20060729980469,0.0891964435577392,0.1581099033355713,50,50.0,YOLO,1,32,0,18.88777654226807,0.0
20250721_043821_473,-28,49,49,24.7,19.6828267740552,-83.53508529663085,-83.53508529663085,0.0980310440063476,0.158198595046997,49,49.0,YOLO,1,32,0,19.6828267740552,0.0
20250721_043819_220,-28,49,49,24.7,19.66011999310335,-83.5518928527832,-83.5518928527832,0.0955255031585693,0.1581430435180664,49,49.0,YOLO,1,32,0,19.66011999310335,0.0
20250721_043823_508,-27,49,49,24.7,19.37922762073832,-83.79412078857422,-83.79412078857422,0.0880990028381347,0.1016886234283447,49,49.0,YOLO,1,32,0,19.37922762073832,0.0
20250721_043823_069,-27,49,49,24.7,19.342908314052067,-83.9123306274414,-83.9123306274414,0.0844624042510986,0.1016921997070312,49,49.0,YOLO,1,32,0,19.342908314052067,0.0
20250721_043824_145,-27,49,49,24.7,19.30490240251497,-83.90044403076172,-83.90044403076172,0.0988774299621582,0.1581509113311767,49,49.0,YOLO,1,32,0,19.30490240251497,0.0
20250721_043822_625,-27,50,50,26.1,19.0109216098426,-84.21348342895507,-84.21348342895507,0.0926799774169921,0.1015992164611816,50,50.0,YOLO,1,32,0,19.0109216098426,0.0
20250721_043823_950,-27,49,49,24.7,19.034357996099388,-84.27260780334473,-84.27260780334473,0.0916056632995605,0.1018593311309814,49,49.0,YOLO,1,32,0,19.034357996099388,0.0
20250721_043825_043,-27,49,49,24.7,19.028582752305923,-84.07219047546387,-84.07219047546387,0.0961637496948242,0.1587810516357422,49,49.0,YOLO,1,32,0,19.028582752305923,0.0
20250721_043824_848,-27,49,49,24.7,19.30668532578622,-83.79412078857422,-83.79412078857422,0.0913903713226318,0.1021091938018798,49,49.0,YOLO,1,32,0,19.30668532578622,0.0
20250721_043824_404,-27,49,49,24.7,19.163974479481624,-84.004052734375,-84.004052734375,0.0921943187713623,0.101783275604248,49,49.0,YOLO,1,32,0,19.163974479481624,0.0
20250721_043825_300,-27,49,49,24.7,19.10205216902679,-83.9921688079834,-83.9921688079834,0.0863428115844726,0.1024339199066162,49,49.0,YOLO,1,32,0,19.10205216902679,0.0
