Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),TX Beam Index,TX Beam Angle,Adjustment Method,Beams Checked in Search,SNR (dB),Offset Error,Beam Offset History
20250713_202211_454,-90,NO_RADIO,32,0,7.191062927246094,-95.76765441894531,-95.76765441894531,0.08763837814331055,0.10779285430908203,32,,,,CenterFallback,1,,,[]
20250713_202211_653,-90,NO_RADIO,32,0,7.187053509841604,-95.6165771484375,-95.6165771484375,0.09386491775512695,0.15969061851501465,32,,,,CenterFallback,1,,,[]
20250713_202211_908,-90,NO_RADIO,32,0,6.968076633330725,-95.65385437011719,-95.65385437011719,0.08803248405456543,0.10941529273986816,32,,,,CenterFallback,1,,,[]
20250713_202212_106,-90,NO_RADIO,32,0,6.962646996468578,-95.76196441650391,-95.76196441650391,0.08418154716491699,0.2059488296508789,32,,,,CenterFallback,1,,,[]
20250713_202212_398,-90,NO_RADIO,32,0,6.993908305162492,-96.04537200927734,-96.04537200927734,0.07997536659240723,0.10736680030822754,32,,,,CenterFallback,1,,,[]
20250713_202212_586,-90,NO_RADIO,32,0,7.129452243581937,-95.65385437011719,-95.65385437011719,0.08045387268066406,0.16322803497314453,32,,,,CenterFallback,1,,,[]
20250713_202212_831,-90,NO_RADIO,32,0,6.960022081628722,-95.76765441894531,-95.76765441894531,0.07722353935241699,0.21793317794799805,32,,,,CenterFallback,1,,,[]
20250713_202213_127,-90,NO_RADIO,32,0,7.149064418213456,-95.65385437011719,-95.65385437011719,0.07730603218078613,0.21328473091125488,32,,,,CenterFallback,1,,,[]
20250713_202213_419,-90,13,13,-27.6,6.925412119615714,-83.06581497192383,-83.06581497192383,0.11050701141357422,0.2947554588317871,13,13,13,27.6,OffsetCorrected,2,20.06834515145539,0,[0]
20250713_202213_825,-90,13,13,-27.6,20.06572302068659,-83.02484893798828,-83.02484893798828,0.10126280784606934,0.16764426231384277,13,13,13,27.6,YOLO,1,20.06572302068659,0,"[0, 0]"
20250713_202214_095,-90,13,13,-27.6,20.115848114192815,-83.01667785644531,-83.01667785644531,0.09974312782287598,0.1646575927734375,13,13,13,27.6,YOLO,1,20.115848114192815,0,"[0, 0, 0]"
20250713_202214_361,-90,13,13,-27.6,19.98238693072554,-83.1915054321289,-83.1915054321289,0.09930539131164551,0.10765385627746582,13,13,13,27.6,YOLO,1,19.98238693072554,0,"[0, 0, 0, 0]"
20250713_202214_569,-90,NO_RADIO,13,-27.6,20.851205664012525,-82.20807647705078,-82.20807647705078,0.06629276275634766,0.16381287574768066,13,,,,CenterFallback,1,,,"[0, 0, 0, 0]"
20250713_202214_800,-90,NO_RADIO,13,-27.6,20.971541047282543,-82.04113998413087,-82.04113998413087,0.080718994140625,0.10732126235961914,13,,,,CenterFallback,1,,,"[0, 0, 0, 0]"
20250713_202214_989,-90,NO_RADIO,13,-27.6,22.963281626810513,-80.03206024169921,-80.03206024169921,0.0733499526977539,0.2024838924407959,13,,,,CenterFallback,1,,,"[0, 0, 0, 0]"
20250713_202215_267,-90,13,13,-27.6,23.46156627283527,-79.36996459960938,-79.36996459960938,0.10747671127319336,0.13920927047729492,13,13,13,27.6,YOLO,1,23.46156627283527,0,"[0, 0, 0, 0, 0]"
20250713_202215_514,-90,14,14,-26.1,23.452868128444663,-79.50597457885742,-79.50597457885742,0.10117530822753906,0.2073221206665039,14,14,14,26.1,YOLO,1,23.452868128444663,0,"[0, 0, 0, 0, 0, 0]"
20250713_202215_824,-90,15,15,-24.7,23.64614084449697,-79.08408660888672,-79.08408660888672,0.10370659828186035,0.3351404666900635,15,15,15,24.7,YOLO,1,23.64614084449697,0,"[0, 0, 0, 0, 0, 0, 0]"
20250713_202216_264,-90,15,15,-24.7,24.09855819550691,-78.76931648254394,-78.76931648254394,0.1022500991821289,0.1983952522277832,15,15,15,24.7,YOLO,1,24.09855819550691,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
20250713_202216_566,-90,15,15,-24.7,24.398612482873517,-78.39309158325196,-78.39309158325196,0.13097620010375977,0.14750337600708008,15,15,15,24.7,YOLO,1,24.398612482873517,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_202216_845,-90,16,16,-23.2,22.69571653979318,-79.9783203125,-79.9783203125,0.10184693336486816,0.2045302391052246,16,16,16,23.2,YOLO,1,22.69571653979318,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_202217_153,-90,17,17,-21.8,22.67754224658802,-80.10171470642089,-80.10171470642089,0.10150408744812012,0.1415872573852539,17,17,17,21.8,YOLO,1,22.67754224658802,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_202217_397,-90,17,17,-21.8,22.974468327526353,-79.76916046142578,-79.76916046142578,0.09714174270629883,0.16237616539001465,17,17,17,21.8,YOLO,1,22.974468327526353,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_202217_658,-90,18,18,-20.3,23.408118790264623,-79.30735359191894,-79.30735359191894,0.09855151176452637,0.1348285675048828,18,18,18,20.3,YOLO,1,23.408118790264623,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_202217_892,-90,18,18,-20.3,23.156102851541036,-79.59096870422363,-79.59096870422363,0.09887456893920898,0.21379494667053223,18,18,18,20.3,YOLO,1,23.156102851541036,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
