Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_035335_602,-32,NO_RADIO,32,0.0,8.224750452756524,-94.0195770263672,-94.0195770263672,0.0943632125854492,0.1581945419311523,32,,CenterFallback,1,32,0,,
20250721_035335_856,-31,NO_RADIO,32,0.0,8.058780323436011,-93.99395751953124,-93.99395751953124,0.0910384654998779,0.1018846035003662,32,,CenterFallback,1,32,0,,
20250721_035336_050,-30,NO_RADIO,32,0.0,7.4571700346310195,-94.68326110839844,-94.68326110839844,0.0935680866241455,0.1582460403442382,32,,CenterFallback,1,32,0,,
20250721_035336_303,-28,51,51,27.6,7.334710661517036,-82.10548400878906,-82.10548400878906,0.093698501586914,0.2675418853759765,51,51.0,NeighborSearch,1,32,0,20.439080681783054,0.0
20250721_035336_666,-28,50,50,26.1,19.878620255313606,-82.78047180175781,-82.78047180175781,0.0922455787658691,0.1017513275146484,50,50.0,YOLO,1,32,0,19.878620255313606,0.0
20250721_035336_862,-27,49,49,24.7,21.31367667360148,-81.24144096374512,-81.24144096374512,0.0928950309753418,0.1581912040710449,49,49.0,YOLO,1,32,0,21.31367667360148,0.0
20250721_035337_114,-26,49,49,24.7,21.583848434699348,-81.00285339355469,-81.00285339355469,0.092984914779663,0.1018776893615722,49,49.0,YOLO,1,32,0,21.583848434699348,0.0
20250721_035337_310,-25,48,48,23.2,20.9196553285458,-81.58969993591309,-81.58969993591309,0.091543436050415,0.1580703258514404,48,48.0,YOLO,1,32,0,20.9196553285458,0.0
20250721_035337_562,-24,47,47,21.8,21.06499763812664,-81.48544311523438,-81.48544311523438,0.0915384292602539,0.1017427444458007,47,47.0,YOLO,1,32,0,21.06499763812664,0.0
20250721_035337_756,-23,47,47,21.8,19.52601009372212,-82.96719665527344,-82.96719665527344,0.0976550579071044,0.158125638961792,47,47.0,YOLO,1,32,0,19.52601009372212,0.0
20250721_035338_014,-22,46,46,20.3,19.395552016919492,-83.09905242919922,-83.09905242919922,0.0918011665344238,0.1017568111419677,46,46.0,YOLO,1,32,0,19.395552016919492,0.0
20250721_035338_209,-21,46,46,20.3,17.96199660080333,-84.49947242736816,-84.49947242736816,0.0926117897033691,0.1580860614776611,46,46.0,YOLO,1,32,0,17.96199660080333,0.0
20250721_035338_461,-20,45,45,18.9,17.241286298846035,-85.29129028320312,-85.29129028320312,0.0877935886383056,0.101818561553955,45,45.0,YOLO,1,32,0,17.241286298846035,0.0
20250721_035338_652,-19,45,45,18.9,18.45627580658261,-84.01918449401856,-84.01918449401856,0.094757080078125,0.1582174301147461,45,45.0,YOLO,1,32,0,18.45627580658261,0.0
20250721_035338_906,-19,44,44,17.4,17.559712757281588,-84.9217300415039,-84.9217300415039,0.0907695293426513,0.1017844676971435,44,44.0,YOLO,1,32,0,17.559712757281588,0.0
20250721_035339_100,-18,43,43,16.0,19.621937007905203,-82.88014221191406,-82.88014221191406,0.0864570140838623,0.1580879688262939,43,43.0,YOLO,1,32,0,19.621937007905203,0.0
20250721_035339_346,-17,42,42,14.5,19.66050802908421,-82.81869888305664,-82.81869888305664,0.0931899547576904,0.1018738746643066,42,42.0,YOLO,1,32,0,19.66050802908421,0.0
20250721_035339_543,-16,42,42,14.5,19.86867653874532,-82.53567771911621,-82.53567771911621,0.0975103378295898,0.1582479476928711,42,42.0,YOLO,1,32,0,19.86867653874532,0.0
20250721_035339_800,-15,41,41,13.1,19.632037713490448,-82.70008850097656,-82.70008850097656,0.0913059711456298,0.1017470359802246,41,41.0,YOLO,1,32,0,19.632037713490448,0.0
20250721_035339_994,-14,41,41,13.1,17.552893594546703,-84.69901008605957,-84.69901008605957,0.0921704769134521,0.1582458019256591,41,41.0,YOLO,1,32,0,17.552893594546703,0.0
20250721_035340_246,-13,40,40,11.6,16.964615625860617,-85.35914878845215,-85.35914878845215,0.0946075916290283,0.1017901897430419,40,40.0,YOLO,1,32,0,16.964615625860617,0.0
20250721_035340_444,-12,40,40,11.6,19.4714012629926,-83.01005783081055,-83.01005783081055,0.0951020717620849,0.1582789421081543,40,40.0,YOLO,1,32,0,19.4714012629926,0.0
20250721_035340_699,-12,39,39,10.2,18.70936433062093,-83.64070587158203,-83.64070587158203,0.0891218185424804,0.1018238067626953,39,39.0,YOLO,1,32,0,18.70936433062093,0.0
20250721_035340_891,-10,38,38,8.7,20.934636409568583,-81.46669998168946,-81.46669998168946,0.0951755046844482,0.1581618785858154,38,38.0,YOLO,1,32,0,20.934636409568583,0.0
20250721_035341_146,-10,38,38,8.7,19.993659903743406,-82.33121490478516,-82.33121490478516,0.0911331176757812,0.1018509864807128,38,38.0,YOLO,1,32,0,19.993659903743406,0.0
20250721_035341_341,-9,37,37,7.3,19.81156269187497,-82.49442405700684,-82.49442405700684,0.0944886207580566,0.1581563949584961,37,37.0,YOLO,1,32,0,19.81156269187497,0.0
