Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s)
20250719_030341_687,-32,NO_RADIO,32,0.0,7.629999465033592,-94.93123626708984,0.1009516716003418,0.1577837467193603
20250719_030341_947,-31,NO_RADIO,32,0.0,7.8850501778553905,-94.68475341796876,0.0990593433380127,0.1014196872711181
20250719_030342_148,-30,NO_RADIO,32,0.0,6.8437067340938,-95.4295696258545,0.0985770225524902,0.1577186584472656
20250719_030342_405,-29,51,51,27.6,7.208983208848025,-95.4295696258545,0.1012742519378662,0.1013979911804199
20250719_030342_609,-28,51,51,27.6,18.39686572004612,-84.37443656921387,0.0984876155853271,0.1577160358428955
20250719_030342_866,-27,50,50,26.1,18.41776839161649,-84.37443656921387,0.098435640335083,0.1014187335968017
20250719_030343_067,-26,49,49,24.7,19.066088859187172,-83.6782054901123,0.0972328186035156,0.1578779220581054
20250719_030343_323,-25,48,48,23.2,19.01499854601184,-83.68343963623047,0.1031892299652099,0.101365327835083
20250719_030343_528,-24,48,48,23.2,18.743661154783798,-83.94909172058105,0.1010503768920898,0.1578421592712402
20250719_030343_788,-23,47,47,21.8,18.62199561023368,-84.01867179870605,0.1010501384735107,0.1014084815979003
20250719_030343_991,-22,47,47,21.8,17.656946641608727,-84.98129386901856,0.0986452102661132,0.1578903198242187
20250719_030344_249,-22,46,46,20.3,16.459849907867763,-85.98031616210938,0.1081218719482421,0.1014225482940673
20250719_030344_459,-20,45,45,18.9,18.972077772001384,-83.62637214660644,0.0972094535827636,0.1577491760253906
20250719_030344_715,-20,45,45,18.9,18.102992087528264,-84.48857879638672,0.0954413414001464,0.1014258861541748
20250719_030344_913,-19,44,44,17.4,18.80862934598248,-83.72128982543946,0.0962038040161132,0.157841682434082
20250719_030345_168,-18,43,43,16.0,18.75018262009486,-83.83099365234375,0.0987093448638916,0.1014225482940673
20250719_030345_369,-17,43,43,16.0,17.274287642265804,-85.32933807373047,0.0964007377624511,0.1578049659729004
