Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History,Received Jetson inference Time,Set TX Beam Time (s),Set RX Beam Time (s),Stabilize Beam Time (s),Measure SNR Time (s)
20250724_025752_068,-40,63,63,45.0,19.845766214415548,-86.63702392578125,-86.63702392578125,0.1027476787567138,0.2695183753967285,63,63.0,OffsetFailed,2,63,45.0,16.197081186849715,0.0,[],0.1024122238159179,0.0504934787750244,0.0504894256591796,0.0004098415374755,0.0006942749023437
20250724_025752_814,-39,NO_RADIO,63,45.0,23.41981379303347,-79.56914520263672,-79.56914520263672,0.0868759155273437,0.1021020412445068,63,,CenterFallback,1,32,0.0,,,[],0.0865554809570312,0.050499677658081,0.0504868030548095,0.0004055500030517,0.0006563663482666
20250724_025753_004,-38,62,62,43.5,13.36518402925907,-79.82598457336425,-79.82598457336425,0.0987439155578613,0.2609975337982178,62,62.0,OffsetFailed,2,57,36.3,23.126482398508628,-5.0,[],0.0984432697296142,0.0504398345947265,0.0504572391510009,0.0567286014556884,0.0006411075592041
20250724_025753_731,-37,61,61,42.1,13.956019219305633,-78.55381851196289,-78.55381851196289,0.1024153232574462,0.2610025405883789,61,56.0,OffsetCorrected,2,56,34.8,24.415648880242955,-5.0,[],0.1021094322204589,0.0504500865936279,0.0505087375640869,0.0567946434020996,0.000655174255371
20250724_025754_096,-36,61,61,42.1,13.56465883292961,-79.87933464050293,-79.87933464050293,0.1009209156036377,0.2616856098175049,61,61.0,OffsetFailed,2,56,34.8,22.81324770906282,-5.0,[],0.1005597114562988,0.0505025386810302,0.0504963397979736,0.0567531585693359,0.00077486038208
20250724_025754_831,-35,NO_RADIO,60,40.6,13.07206204628649,-89.63325500488281,-89.63325500488281,0.1017050743103027,0.158369779586792,60,,CenterFallback,1,32,0.0,,,[],0.1002931594848632,0.0504436492919921,0.050478458404541,0.0567378997802734,0.0006558895111083
20250724_025755_297,-34,59,59,39.2,13.132153159704655,-81.07327384948731,-81.07327384948731,0.1030459403991699,0.2609410285949707,59,59.0,OffsetFailed,2,55,33.4,21.66205325799565,-4.0,[],0.1027367115020752,0.0504899024963378,0.0505082607269287,0.0567338466644287,0.0006546974182128
20250724_025755_663,-33,59,59,39.2,12.627514342677555,-82.19658432006837,-82.19658432006837,0.0999035835266113,0.261143684387207,59,59.0,OffsetFailed,2,55,33.4,20.85609463657397,-4.0,[],0.0995965003967285,0.0505166053771972,0.0505092144012451,0.05684494972229,0.0006890296936035
20250724_025756_026,-32,58,58,37.7,10.012706911267514,-82.4065990447998,-82.4065990447998,0.1075303554534912,0.2610132694244385,58,58.0,OffsetFailed,2,54,31.9,20.576969396950943,-4.0,[],0.10722017288208,0.0504531860351562,0.0505084991455078,0.0567634105682373,0.0006616115570068
20250724_025756_759,-31,57,57,36.3,9.213331940753704,-85.15483703613282,-85.15483703613282,0.1015186309814453,0.2610292434692383,57,57.0,OffsetFailed,2,54,31.9,17.811414364358797,-3.0,[],0.1011586189270019,0.0505635738372802,0.0504622459411621,0.0567150115966796,0.0006823539733886
