Timestamp,Boresight,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),Beam Sweep Time (s)
20251222_153628_540,-38,24,-11.6,59,-39.2,7.177207682690465,7.859808921813965
20251222_153636_403,-30,52,29.0,31,1.5,20.68690508280841,7.901184797286987
20251222_153644_305,-22,1,-45.0,34,-2.9,7.2995795137561,7.904512405395508
20251222_153652_211,-14,44,17.4,31,1.5,15.606220172338752,7.900408744812012
20251222_153700_113,-6,37,7.3,30,2.9,19.219180328043947,7.902472496032715
20251222_153708_017,2,32,0,30,2.9,17.672418074389043,7.902486324310303
20251222_153715_920,10,27,-7.3,30,2.9,15.972140347096897,7.900826692581177
20251222_153723_822,18,20,-17.4,31,1.5,18.6748650966465,7.91049861907959
20251222_153731_734,26,16,-23.2,30,2.9,15.12473159510779,7.902667045593262
20251222_153739_638,34,14,-26.1,29,4.4,8.318927159766744,7.904671907424927
20251222_153747_544,41,5,-39.2,30,2.9,17.087589917050465,7.902279376983643
20251222_153755_447,49,54,31.9,31,1.5,7.55627398926498,7.9068522453308105
