Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250720_235119_654,-32,NO_RADIO,51,27.6,20.05073723451256,0.0923497676849365,0.0043535232543945,51,,CenterFallback,1,32,0,,,[]
20250720_235119_358,-32,NO_RADIO,51,27.6,20.05073723451256,0.0977799892425537,0.0043568611145019,51,,CenterFallback,1,32,0,,,[]
20250720_235119_260,-32,NO_RADIO,51,27.6,20.05073723451256,0.092181921005249,0.0041162967681884,51,,CenterFallback,1,32,0,,,[]
20250720_235120_356,-32,NO_RADIO,51,27.6,20.05073723451256,0.0947275161743164,0.0044071674346923,51,,CenterFallback,1,32,0,,,[]
20250720_235118_135,-32,NO_RADIO,51,27.6,20.05073723451256,0.0971753597259521,0.004267930984497,51,,CenterFallback,1,32,0,,,[]
20250720_235118_965,-32,NO_RADIO,51,27.6,20.05073723451256,0.0898704528808593,0.0044505596160888,51,,CenterFallback,1,32,0,,,[]
20250720_235121_467,-32,NO_RADIO,51,27.6,20.05073723451256,0.0904531478881836,0.0042726993560791,51,,CenterFallback,1,32,0,,,[]
20250720_235120_459,-32,NO_RADIO,51,27.6,20.05073723451256,0.1009705066680908,0.0044987201690673,51,,CenterFallback,1,32,0,,,[]
20250720_235121_672,-32,NO_RADIO,51,27.6,20.05073723451256,0.0881290435791015,0.0044436454772949,51,,CenterFallback,1,32,0,,,[]
20250720_235118_341,-32,NO_RADIO,51,27.6,20.05073723451256,0.0929474830627441,0.00407075881958,51,,CenterFallback,1,32,0,,,[]
20250720_235120_254,-32,NO_RADIO,51,27.6,20.05073723451256,0.0943212509155273,0.0045125484466552,51,,CenterFallback,1,32,0,,,[]
20250720_235118_646,-32,NO_RADIO,51,27.6,20.05073723451256,0.1004927158355712,0.0043661594390869,51,,CenterFallback,1,32,0,,,[]
20250720_235119_063,-32,NO_RADIO,51,27.6,20.05073723451256,0.0911898612976074,0.0043919086456298,51,,CenterFallback,1,32,0,,,[]
