Timestamp,Boresight,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),Beam Sweep Time (s)
20251224_120527_106,10,23,-13.1,30,2.9,20.10751085624489,7.918784141540527
20251224_120535_026,11,23,-13.1,30,2.9,19.40203725741776,7.926493167877197
20251224_120542_954,11,1,-45.0,34,-2.9,7.347384221543962,7.920572280883789
20251224_120550_875,12,22,-14.5,30,2.9,19.477341309593868,7.9342360496521
20251224_120558_811,13,22,-14.5,30,2.9,18.83823863767969,7.918578624725342
20251224_120606_731,13,21,-16.0,30,2.9,19.990067764075743,7.934295177459717
20251224_120614_666,14,20,-17.4,30,2.9,20.106949618818803,7.932692527770996
20251224_120622_600,15,22,-14.5,30,2.9,15.418771815417172,7.926288843154907
20251224_120630_528,15,21,-16.0,30,2.9,18.80118899283504,7.932376861572266
20251224_120638_462,16,21,-16.0,31,1.5,17.348457349667925,7.928561449050903
20251224_120646_391,17,18,-20.3,30,2.9,19.255726400160142,7.934476613998413
20251224_120654_327,17,2,-43.5,30,2.9,8.411832912937868,7.930579900741577
20251224_120702_259,18,21,-16.0,31,1.5,13.956221678845708,7.9323694705963135
20251224_120710_192,18,17,-21.8,30,2.9,19.54232921499947,7.930591583251953
20251224_120718_124,19,1,-45.0,30,2.9,7.808976850840565,7.930478572845459
20251224_120726_056,20,16,-23.2,31,1.5,19.4767066410672,7.93843150138855
20251224_120733_996,20,2,-43.5,30,2.9,7.689293712090631,7.932568788528442
20251224_120741_929,21,15,-24.7,30,2.9,19.989633188821728,7.932490348815918
20251224_120749_863,22,1,-45.0,31,1.5,7.437469796800855,7.9286720752716064
20251224_120757_793,22,11,-30.5,30,2.9,17.609509691105544,7.93245267868042
