Timestamp,Boresight,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),Beam Sweep Time (s)
20251224_115636_959,-32,2,-43.5,26,8.7,7.013276841572264,7.910168409347534
20251224_115644_870,-32,52,29.0,30,2.9,20.06899169333309,7.904515027999878
20251224_115652_776,-31,51,27.6,30,2.9,20.27195182442584,7.90426754951477
20251224_115700_681,-30,53,30.5,30,2.9,16.933257437216852,7.904446601867676
20251224_115708_587,-30,51,27.6,30,2.9,20.276221700148028,7.906198740005493
20251224_115716_495,-29,52,29.0,30,2.9,18.077189303432704,7.904738664627075
20251224_115724_401,-28,52,29.0,30,2.9,18.0517300665404,7.90308690071106
20251224_115732_306,-28,48,23.2,30,2.9,20.040756793402167,7.90437912940979
20251224_115740_211,-27,50,26.1,30,2.9,19.25776137492332,7.90230131149292
20251224_115748_115,-27,50,26.1,30,2.9,19.349531473250337,7.906383037567139
20251224_115756_023,-26,50,26.1,30,2.9,18.03550516604641,7.901934623718262
20251224_115803_926,-25,50,26.1,30,2.9,16.507928537220565,7.902125120162964
20251224_115811_830,-25,50,26.1,30,2.9,17.100700653160132,7.904506206512451
20251224_115819_736,-24,46,20.3,30,2.9,19.92426329082633,7.90774941444397
20251224_115827_645,-23,46,20.3,30,2.9,19.804316977939465,7.910243272781372
20251224_115835_556,-23,46,20.3,30,2.9,19.88784160762664,7.902443885803223
20251224_115843_460,-22,2,-43.5,53,-30.5,6.959831150773923,7.906454801559448
20251224_115851_368,-21,45,18.9,30,2.9,20.396386948027622,7.904460906982422
20251224_115859_274,-21,46,20.3,30,2.9,17.558759778475192,7.905779600143433
20251224_115907_181,-20,46,20.3,30,2.9,16.496152732045857,7.912343025207519
20251224_115915_095,-20,45,18.9,30,2.9,18.81118399005703,7.902508020401001
20251224_115922_998,-19,43,16.0,30,2.9,20.523543053060195,7.906398296356201
20251224_115930_907,-18,1,-45.0,62,-43.5,7.287819773837924,7.909875154495239
20251224_115938_818,-18,42,14.5,30,2.9,20.424727392249796,7.904482841491699
20251224_115946_723,-17,40,11.6,30,2.9,20.289926711256285,7.906322479248047
20251224_115954_631,-16,40,11.6,30,2.9,20.207613542374048,7.908403396606445
20251224_120002_541,-16,1,-45.0,33,-1.5,6.963503995520924,7.906311988830566
20251224_120010_448,-15,42,14.5,30,2.9,18.9368877272169,7.906399965286255
20251224_120018_356,-14,40,11.6,30,2.9,20.755945086038977,7.910388946533203
20251224_120026_268,-14,39,10.2,30,2.9,20.72692592137298,7.908389568328857
20251224_120034_177,-13,2,-43.5,30,2.9,7.464648433559319,7.910449981689453
20251224_120042_089,-13,39,10.2,30,2.9,20.7242602955737,7.904438972473144
20251224_120049_995,-12,40,11.6,30,2.9,19.166551626703978,7.906418800354004
20251224_120057_902,-11,36,5.8,30,2.9,20.31288346927312,7.906407833099365
20251224_120105_810,-11,1,-45.0,31,1.5,7.289670202520313,7.910600662231445
20251224_120113_722,-10,38,8.7,30,2.9,19.449001223267672,7.910404682159424
20251224_120121_633,-9,38,8.7,30,2.9,19.39806580534446,7.908377170562744
20251224_120129_543,-9,35,4.4,30,2.9,20.688778946367663,7.910491228103638
20251224_120137_455,-8,38,8.7,30,2.9,16.435630424105113,7.912554740905762
20251224_120145_369,-8,37,7.3,30,2.9,18.606736438198965,7.919576644897461
20251224_120153_290,-7,1,-45.0,31,1.5,7.675069424818872,7.90458607673645
20251224_120201_196,-6,52,29.0,30,2.9,7.4688520987836,7.912453889846802
20251224_120209_109,-6,32,0.0,30,2.9,19.81563423218085,7.908680915832519
20251224_120217_019,-5,31,-1.5,30,2.9,19.47283991533652,7.914289474487305
20251224_120224_935,-4,33,1.5,31,1.5,19.91375266556686,7.912274360656738
20251224_120232_849,-4,58,37.7,13,27.6,7.293610626692157,7.91634202003479
20251224_120240_767,-3,34,2.9,31,1.5,16.722644777172405,7.925994634628296
20251224_120248_694,-2,33,1.5,30,2.9,18.870765877279453,7.92057728767395
20251224_120256_616,-2,33,1.5,30,2.9,18.049540957450372,7.9205162525177
20251224_120304_537,-1,34,2.9,30,2.9,11.40725112443468,7.90847110748291
20251224_120312_447,-1,31,-1.5,31,1.5,19.89668333768664,7.912343025207519
20251224_120320_361,0,1,-45.0,30,2.9,7.429688476223916,7.912587165832519
20251224_120328_274,1,41,13.1,31,1.5,8.799941410235121,7.918596506118774
20251224_120336_194,1,27,-7.3,30,2.9,19.76268058001547,7.922708749771118
20251224_120344_118,2,30,-2.9,30,2.9,18.166188953573595,7.919931173324585
20251224_120352_040,3,28,-5.8,30,2.9,20.574075816255583,7.926361083984375
20251224_120359_967,3,29,-4.4,30,2.9,19.046330999307077,7.914620399475098
20251224_120407_883,4,27,-7.3,30,2.9,20.135333179394053,7.912193298339844
20251224_120415_797,5,1,-45.0,30,2.9,7.343527230895091,7.914395809173584
20251224_120423_712,5,28,-5.8,30,2.9,18.72321434818689,7.91446328163147
20251224_120431_628,6,25,-10.2,31,1.5,20.089688700769003,7.920460224151611
20251224_120439_550,6,2,-43.5,30,2.9,7.603380484794656,7.91843318939209
20251224_120447_469,7,25,-10.2,30,2.9,19.85835072290084,7.93039345741272
20251224_120455_401,8,2,-43.5,30,2.9,7.96419417249885,7.928662776947021
20251224_120503_331,8,25,-10.2,30,2.9,19.25602649604147,7.918111324310303
20251224_120511_251,9,25,-10.2,30,2.9,18.186838352986086,7.930453538894653
20251224_120519_182,10,1,-45.0,32,0.0,7.347083080071727,7.922197580337524
