Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_063840_314,-32,NO_RADIO,51,27.6,20.34178082301723,-83.03456840515136,-83.03456840515136,0.0950846672058105,0.1581017971038818,51,,CenterFallback,1,32,0,,
20250721_063840_569,-32,NO_RADIO,51,27.6,20.194133680393307,-83.14681816101074,-83.14681816101074,0.0937561988830566,0.1018950939178466,51,,CenterFallback,1,32,0,,
20250721_063840_766,-32,NO_RADIO,51,27.6,20.222207303653175,-83.18090057373047,-83.18090057373047,0.0886335372924804,0.1582174301147461,51,,CenterFallback,1,32,0,,
20250721_063841_014,-32,NO_RADIO,51,27.6,20.10813104687186,-83.27729797363281,-83.27729797363281,0.0902612209320068,0.1017110347747802,51,,CenterFallback,1,32,0,,
20250721_063841_207,-32,NO_RADIO,51,27.6,20.496089271877764,-82.82514190673828,-82.82514190673828,0.0908465385437011,0.1581850051879882,51,,CenterFallback,1,32,0,,
20250721_063841_458,-32,NO_RADIO,51,27.6,20.58442433978385,-82.88201942443848,-82.88201942443848,0.0829455852508544,0.1018207073211669,51,,CenterFallback,1,32,0,,
20250721_063841_644,-32,NO_RADIO,51,27.6,20.47399406542587,-82.99176483154297,-82.99176483154297,0.0869219303131103,0.1581401824951172,51,,CenterFallback,1,32,0,,
20250721_063841_890,-32,NO_RADIO,51,27.6,20.56881072274956,-82.86386489868164,-82.86386489868164,0.0879518985748291,0.1018314361572265,51,,CenterFallback,1,32,0,,
20250721_063842_082,-32,NO_RADIO,51,27.6,20.184558741720053,-83.18090057373047,-83.18090057373047,0.0929369926452636,0.1580321788787841,51,,CenterFallback,1,32,0,,
20250721_063842_334,-32,NO_RADIO,51,27.6,20.012866847849335,-83.40924072265625,-83.40924072265625,0.0902717113494873,0.1018190383911132,51,,CenterFallback,1,32,0,,
20250721_063842_528,-32,NO_RADIO,51,27.6,20.5221911840012,-82.86386489868164,-82.86386489868164,0.0993616580963134,0.1582214832305908,51,,CenterFallback,1,32,0,,
