Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250721_011739_089,-32,NO_RADIO,32,0.0,7.921201246125278,-94.68475341796876,-94.68475341796876,0.0888011455535888,0.1019229888916015,32,,CenterFallback,1,32,0,,,[]
20250721_011738_838,-32,NO_RADIO,32,0.0,7.937518934079321,-94.6549072265625,-94.6549072265625,0.0906524658203125,0.1581771373748779,32,,CenterFallback,1,32,0,,,[]
20250721_011739_281,-31,NO_RADIO,32,0.0,7.7593281956921345,-94.68475341796876,-94.68475341796876,0.092719554901123,0.1582264900207519,32,,CenterFallback,1,32,0,,,[]
20250721_011739_533,-31,NO_RADIO,32,0.0,7.557755305281958,-94.93123626708984,-94.93123626708984,0.0855934619903564,0.1018047332763671,32,,CenterFallback,1,32,0,,,[]
20250721_011739_972,-30,NO_RADIO,32,0.0,7.290612428840106,-95.32933807373048,-95.32933807373048,0.0914609432220459,0.1017954349517822,32,,CenterFallback,1,32,0,,,[]
20250721_011740_167,-30,50,50,26.1,20.64852162611004,-82.2412208557129,-82.2412208557129,0.0932719707489013,0.1581974029541015,50,50.0,YOLO,1,32,0,20.64852162611004,0.0,[0]
20250721_011740_620,-29,50,50,26.1,20.014293813724763,-82.83813743591308,-82.83813743591308,0.0961830615997314,0.158198595046997,50,50.0,YOLO,1,32,0,20.014293813724763,0.0,"[0, 0, 0]"
20250721_011740_420,-29,50,50,26.1,20.708448359831408,-82.05386695861816,-82.05386695861816,0.0971121788024902,0.1018092632293701,50,50.0,YOLO,1,32,0,20.708448359831408,0.0,"[0, 0]"
20250721_011740_876,-28,50,50,26.1,20.096284658956364,-82.75649147033691,-82.75649147033691,0.0898313522338867,0.1017911434173584,50,50.0,YOLO,1,32,0,20.096284658956364,0.0,"[0, 0, 0, 0]"
20250721_011741_069,-28,50,50,26.1,19.62391309934628,-83.23204040527344,-83.23204040527344,0.0974435806274414,0.1580359935760498,50,50.0,YOLO,1,32,0,19.62391309934628,0.0,"[0, 0, 0, 0, 0]"
20250721_011741_521,-27,49,49,24.7,19.540183416780977,-83.18058280944824,-83.18058280944824,0.0967664718627929,0.1582098007202148,49,49.0,YOLO,1,32,0,19.540183416780977,0.0,"[0, 0, 0, 0, 0, 0, 0]"
20250721_011741_326,-27,50,50,26.1,18.95302058687919,-83.82300262451172,-83.82300262451172,0.0920281410217285,0.1017584800720214,50,50.0,YOLO,1,32,0,18.95302058687919,0.0,"[0, 0, 0, 0, 0, 0]"
