Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_072749_290,-32,NO_RADIO,32,0.0,7.790931072012057,0.0788631439208984,0.0044360160827636,32,,CenterFallback,1,32,0,,
20250721_072749_376,-32,NO_RADIO,32,0.0,7.790931072012057,0.0838611125946044,0.0044567584991455,32,,CenterFallback,1,32,0,,
20250721_072749_468,-31,NO_RADIO,32,0.0,7.87817690350245,0.0877084732055664,0.0043196678161621,32,,CenterFallback,1,32,0,,
20250721_072749_563,-31,NO_RADIO,32,0.0,7.87817690350245,0.0921788215637207,0.0043089389801025,32,,CenterFallback,1,32,0,,
20250721_072749_662,-31,NO_RADIO,32,0.0,7.87817690350245,0.0883889198303222,0.0044155120849609,32,,CenterFallback,1,32,0,,
20250721_072749_758,-30,NO_RADIO,32,0.0,7.37175304663414,0.0807790756225586,0.0045423507690429,32,,CenterFallback,1,32,0,,
20250721_072749_847,-30,NO_RADIO,32,0.0,7.37175304663414,0.0881972312927246,0.004526138305664,32,,CenterFallback,1,32,0,,
20250721_072749_943,-29,51,51,27.6,19.539869176009503,0.0955631732940673,0.0045909881591796,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072750_046,-29,51,51,27.6,18.956136952667435,0.0963470935821533,0.0111124515533447,51,50.0,NeighborSearch,2,32,0,19.98581286382988,-1.0
20250721_072750_156,-29,51,51,27.6,18.956136952667435,0.1043524742126464,0.0078091621398925,51,50.0,NeighborSearch,2,32,0,19.98581286382988,-1.0
20250721_072750_270,-28,50,50,26.1,19.579450919391192,0.0900671482086181,0.0045063495635986,50,50.0,YOLO,1,32,0,19.579450919391192,0.0
20250721_072750_368,-28,50,50,26.1,19.579450919391192,0.0974109172821044,0.0044703483581542,50,50.0,YOLO,1,32,0,19.579450919391192,0.0
20250721_072750_473,-27,50,50,26.1,18.84561229096579,0.0974721908569336,0.0112552642822265,50,49.0,NeighborSearch,2,32,0,19.926110779462466,-1.0
20250721_072750_584,-27,50,50,26.1,18.84561229096579,0.0898389816284179,0.0093908309936523,50,49.0,NeighborSearch,2,32,0,19.926110779462466,-1.0
20250721_072750_685,-27,49,49,24.7,19.926110779462466,0.0826902389526367,0.0043632984161376,49,49.0,YOLO,1,32,0,19.926110779462466,0.0
20250721_072750_775,-26,49,49,24.7,18.75428503364457,0.0838029384613037,0.0116481781005859,49,48.0,NeighborSearch,2,32,0,19.95282059303496,-1.0
20250721_072750_874,-26,49,49,24.7,18.75428503364457,0.0927627086639404,0.0116772651672363,49,48.0,NeighborSearch,2,32,0,19.95282059303496,-1.0
20250721_072750_981,-25,48,48,23.2,19.579417836185343,0.0924923419952392,0.0043942928314208,48,48.0,YOLO,1,32,0,19.579417836185343,0.0
20250721_072751_081,-25,48,48,23.2,19.579417836185343,0.0875065326690673,0.0043911933898925,48,48.0,YOLO,1,32,0,19.579417836185343,0.0
20250721_072751_177,-25,48,48,23.2,19.579417836185343,0.0901892185211181,0.0042464733123779,48,48.0,YOLO,1,32,0,19.579417836185343,0.0
20250721_072751_274,-24,48,48,23.2,19.10065982777984,0.0877661705017089,0.0044355392456054,48,48.0,YOLO,1,32,0,19.10065982777984,0.0
20250721_072751_369,-24,47,47,21.8,19.37886170750444,0.0881242752075195,0.0044095516204833,47,47.0,YOLO,1,32,0,19.37886170750444,0.0
20250721_072751_465,-23,47,47,21.8,19.21457609187693,0.0921263694763183,0.0045061111450195,47,47.0,YOLO,1,32,0,19.21457609187693,0.0
20250721_072751_566,-23,47,47,21.8,19.21457609187693,0.1023616790771484,0.0043742656707763,47,47.0,YOLO,1,32,0,19.21457609187693,0.0
20250721_072751_676,-23,46,46,20.3,20.508420822578245,0.085895299911499,0.0042059421539306,46,46.0,YOLO,1,32,0,20.508420822578245,0.0
20250721_072751_769,-22,46,46,20.3,20.10090523937108,0.0900592803955078,0.0043985843658447,46,46.0,YOLO,1,32,0,20.10090523937108,0.0
20250721_072751_867,-22,46,46,20.3,20.10090523937108,0.0927729606628418,0.0043816566467285,46,46.0,YOLO,1,32,0,20.10090523937108,0.0
20250721_072751_967,-21,45,45,18.9,20.14010516567308,0.0949056148529052,0.0043683052062988,45,45.0,YOLO,1,32,0,20.14010516567308,0.0
20250721_072752_069,-21,45,45,18.9,20.14010516567308,0.0914239883422851,0.0041048526763916,45,45.0,YOLO,1,32,0,20.14010516567308,0.0
20250721_072752_168,-21,45,45,18.9,20.14010516567308,0.0906159877777099,0.0043268203735351,45,45.0,YOLO,1,32,0,20.14010516567308,0.0
20250721_072752_266,-20,45,45,18.9,17.9838315715202,0.0967469215393066,0.0116994380950927,45,44.0,NeighborSearch,2,32,0,19.929988490551903,-1.0
20250721_072752_378,-20,44,44,17.4,19.929988490551903,0.0876948833465576,0.0043392181396484,44,44.0,YOLO,1,32,0,19.929988490551903,0.0
20250721_072752_473,-19,44,44,17.4,19.725712090300703,0.1040794849395752,0.0040857791900634,44,44.0,YOLO,1,32,0,19.725712090300703,0.0
20250721_072752_584,-19,44,44,17.4,19.725712090300703,0.0902082920074462,0.0044310092926025,44,44.0,YOLO,1,32,0,19.725712090300703,0.0
20250721_072752_681,-19,43,43,16.0,20.44929433344545,0.0889132022857666,0.0044538974761962,43,43.0,YOLO,1,32,0,20.44929433344545,0.0
20250721_072752_778,-18,43,43,16.0,20.02549559143135,0.0867383480072021,0.0042684078216552,43,43.0,YOLO,1,32,0,20.02549559143135,0.0
20250721_072752_872,-18,43,43,16.0,20.02549559143135,0.0900933742523193,0.0044138431549072,43,43.0,YOLO,1,32,0,20.02549559143135,0.0
20250721_072752_970,-17,42,42,14.5,19.98588872229529,0.0975182056427002,0.0041263103485107,42,42.0,YOLO,1,32,0,19.98588872229529,0.0
