Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_072309_885,-45,NO_RADIO,32,0,6.587617577283098,0.2560739517211914,0.00931239128112793,32,,CenterFallback,1,32,0,,
20250721_072310_155,-45,NO_RADIO,32,0,6.587617577283098,0.08179116249084473,0.0041391849517822266,32,,CenterFallback,1,32,0,,
20250721_072310_244,-45,NO_RADIO,32,0,6.587617577283098,0.07887601852416992,0.004347324371337891,32,,CenterFallback,1,32,0,,
20250721_072310_330,-45,NO_RADIO,32,0,6.587617577283098,0.09825587272644043,0.004304409027099609,32,,CenterFallback,1,32,0,,
20250721_072310_435,-45,NO_RADIO,32,0,6.587617577283098,0.09221005439758301,0.004457712173461914,32,,CenterFallback,1,32,0,,
20250721_072310_535,-45,NO_RADIO,32,0,6.587617577283098,0.09267616271972656,0.0043735504150390625,32,,CenterFallback,1,32,0,,
20250721_072310_635,-44,NO_RADIO,32,0,6.977760553676589,0.09284377098083496,0.004499912261962891,32,,CenterFallback,1,32,0,,
20250721_072310_736,-44,NO_RADIO,32,0,6.977760553676589,0.09101128578186035,0.004381656646728516,32,,CenterFallback,1,32,0,,
20250721_072310_834,-44,NO_RADIO,32,0,6.977760553676589,0.09587526321411133,0.004027843475341797,32,,CenterFallback,1,32,0,,
20250721_072310_937,-44,NO_RADIO,32,0,6.977760553676589,0.0933828353881836,0.004237174987792969,32,,CenterFallback,1,32,0,,
20250721_072311_038,-44,NO_RADIO,32,0,6.977760553676589,0.08807754516601562,0.004454851150512695,32,,CenterFallback,1,32,0,,
20250721_072311_133,-44,NO_RADIO,32,0,6.977760553676589,0.09096169471740723,0.004386186599731445,32,,CenterFallback,1,32,0,,
20250721_072311_232,-44,NO_RADIO,32,0,6.977760553676589,0.0977621078491211,0.004517078399658203,32,,CenterFallback,1,32,0,,
20250721_072311_337,-44,NO_RADIO,32,0,6.977760553676589,0.09121942520141602,0.004057884216308594,32,,CenterFallback,1,32,0,,
20250721_072311_436,-44,NO_RADIO,32,0,6.977760553676589,0.09656763076782227,0.00443577766418457,32,,CenterFallback,1,32,0,,
20250721_072311_540,-44,NO_RADIO,32,0,6.977760553676589,0.08782625198364258,0.0041255950927734375,32,,CenterFallback,1,32,0,,
20250721_072311_635,-43,NO_RADIO,32,0,6.522047355585215,0.0984342098236084,0.004426240921020508,32,,CenterFallback,1,32,0,,
20250721_072311_741,-43,NO_RADIO,32,0,6.522047355585215,0.08764433860778809,0.004432201385498047,32,,CenterFallback,1,32,0,,
20250721_072311_836,-43,NO_RADIO,32,0,6.522047355585215,0.09493064880371094,0.0022864341735839844,32,,CenterFallback,1,32,0,,
20250721_072311_935,-43,NO_RADIO,32,0,6.522047355585215,0.08601236343383789,0.0039713382720947266,32,,CenterFallback,1,32,0,,
20250721_072312_027,-43,NO_RADIO,32,0,6.522047355585215,0.09061837196350098,0.004109859466552734,32,,CenterFallback,1,32,0,,
20250721_072312_125,-43,NO_RADIO,32,0,6.522047355585215,0.09246945381164551,0.003561258316040039,32,,CenterFallback,1,32,0,,
20250721_072312_224,-43,NO_RADIO,32,0,6.522047355585215,0.09050488471984863,0.004393339157104492,32,,CenterFallback,1,32,0,,
20250721_072312_322,-43,NO_RADIO,32,0,6.522047355585215,0.0867917537689209,0.004061222076416016,32,,CenterFallback,1,32,0,,
20250721_072312_415,-43,NO_RADIO,32,0,6.522047355585215,0.08896327018737793,0.004418611526489258,32,,CenterFallback,1,32,0,,
20250721_072312_512,-42,NO_RADIO,32,0,6.917008681489023,0.2246544361114502,0.004373311996459961,32,,CenterFallback,1,32,0,,
20250721_072312_743,-42,NO_RADIO,32,0,6.917008681489023,0.09321165084838867,0.0043413639068603516,32,,CenterFallback,1,32,0,,
20250721_072312_843,-42,NO_RADIO,32,0,6.917008681489023,0.08779025077819824,0.004044055938720703,32,,CenterFallback,1,32,0,,
