Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_072323_052,-32,NO_RADIO,51,27.6,20.05073723451256,0.0913281440734863,0.004246711730957,51,,CenterFallback,1,32,0,,
20250721_072322_565,-32,NO_RADIO,51,27.6,20.344345152002944,0.0909047126770019,0.0042169094085693,51,,CenterFallback,1,32,0,,
20250721_072323_443,-32,NO_RADIO,51,27.6,20.05073723451256,0.0927126407623291,0.0040459632873535,51,,CenterFallback,1,32,0,,
20250721_072323_543,-32,NO_RADIO,51,27.6,20.05073723451256,0.0977232456207275,0.0043482780456542,51,,CenterFallback,1,32,0,,
20250721_072322_764,-32,NO_RADIO,51,27.6,20.05073723451256,0.0864086151123046,0.0041291713714599,51,,CenterFallback,1,32,0,,
20250721_072322_663,-32,NO_RADIO,51,27.6,20.05073723451256,0.0930988788604736,0.0042459964752197,51,,CenterFallback,1,32,0,,
20250721_072323_344,-32,NO_RADIO,51,27.6,20.05073723451256,0.0959975719451904,0.0019960403442382,51,,CenterFallback,1,32,0,,
20250721_072322_958,-32,NO_RADIO,51,27.6,20.05073723451256,0.0867526531219482,0.0042998790740966,51,,CenterFallback,1,32,0,,
20250721_072323_249,-32,NO_RADIO,51,27.6,20.05073723451256,0.087252140045166,0.0044569969177246,51,,CenterFallback,1,32,0,,
20250721_072322_857,-32,NO_RADIO,51,27.6,20.05073723451256,0.0940907001495361,0.0040950775146484,51,,CenterFallback,1,32,0,,
20250721_072324_602,-30,51,51,27.6,19.539869176009503,0.0954020023345947,0.0039498805999755,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072325_182,-30,51,51,27.6,19.539869176009503,0.0894291400909423,0.002112865447998,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072325_474,-30,51,51,27.6,19.539869176009503,0.0887324810028076,0.0022428035736083,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072324_704,-30,51,51,27.6,19.539869176009503,0.0894649028778076,0.0020074844360351,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072325_381,-30,51,51,27.6,19.539869176009503,0.0897088050842285,0.0020620822906494,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072325_087,-30,51,51,27.6,19.539869176009503,0.0913946628570556,0.0020351409912109,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072324_797,-30,51,51,27.6,19.539869176009503,0.0882050991058349,0.0020129680633544,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072324_888,-30,51,51,27.6,19.539869176009503,0.0904793739318847,0.0021069049835205,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072324_982,-30,51,51,27.6,19.539869176009503,0.1014847755432128,0.0019764900207519,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072325_275,-30,51,51,27.6,19.539869176009503,0.1030745506286621,0.0020391941070556,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072326_139,-29,50,50,26.1,19.98581286382988,0.0815870761871337,0.002063512802124,50,50.0,YOLO,1,32,0,19.98581286382988,0.0
20250721_072325_771,-29,50,50,26.1,19.98581286382988,0.0831174850463867,0.0020267963409423,50,50.0,YOLO,1,32,0,19.98581286382988,0.0
20250721_072326_322,-29,50,50,26.1,19.98581286382988,0.0894603729248046,0.0039842128753662,50,50.0,YOLO,1,32,0,19.98581286382988,0.0
20250721_072326_224,-29,50,50,26.1,19.98581286382988,0.0913732051849365,0.0037703514099121,50,50.0,YOLO,1,32,0,19.98581286382988,0.0
20250721_072326_419,-29,50,50,26.1,19.98581286382988,0.0972838401794433,0.0044395923614501,50,50.0,YOLO,1,32,0,19.98581286382988,0.0
20250721_072326_039,-29,50,50,26.1,19.98581286382988,0.0970826148986816,0.0021352767944335,50,50.0,YOLO,1,32,0,19.98581286382988,0.0
20250721_072326_523,-29,50,50,26.1,19.98581286382988,0.0903162956237793,0.0040953159332275,50,50.0,YOLO,1,32,0,19.98581286382988,0.0
20250721_072325_857,-29,50,50,26.1,19.98581286382988,0.0854136943817138,0.0020308494567871,50,50.0,YOLO,1,32,0,19.98581286382988,0.0
20250721_072325_566,-29,51,51,27.6,19.539869176009503,0.0934579372406005,0.0020160675048828,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_072325_946,-29,50,50,26.1,19.98581286382988,0.0885918140411377,0.002551794052124,50,50.0,YOLO,1,32,0,19.98581286382988,0.0
20250721_072326_721,-28,50,50,26.1,19.579450919391192,0.0934610366821289,0.0043375492095947,50,50.0,YOLO,1,32,0,19.579450919391192,0.0
20250721_072327_121,-28,49,49,24.7,20.29729016007778,0.0852854251861572,0.0020596981048583,49,49.0,YOLO,1,32,0,20.29729016007778,0.0
20250721_072327_026,-28,49,49,24.7,20.29729016007778,0.0889787673950195,0.0042669773101806,49,49.0,YOLO,1,32,0,20.29729016007778,0.0
20250721_072327_407,-28,49,49,24.7,20.29729016007778,0.0924470424652099,0.0019898414611816,49,49.0,YOLO,1,32,0,20.29729016007778,0.0
20250721_072326_621,-28,50,50,26.1,19.579450919391192,0.0928657054901123,0.0039548873901367,50,50.0,YOLO,1,32,0,19.579450919391192,0.0
20250721_072327_305,-28,49,49,24.7,20.29729016007778,0.098722219467163,0.0020811557769775,49,49.0,YOLO,1,32,0,20.29729016007778,0.0
20250721_072327_210,-28,49,49,24.7,20.29729016007778,0.0922768115997314,0.002112865447998,49,49.0,YOLO,1,32,0,20.29729016007778,0.0
20250721_072326_921,-28,49,49,24.7,20.29729016007778,0.0974998474121093,0.0043325424194335,49,49.0,YOLO,1,32,0,20.29729016007778,0.0
20250721_072326_822,-28,50,50,26.1,19.579450919391192,0.0916533470153808,0.00417160987854,50,50.0,YOLO,1,32,0,19.579450919391192,0.0
20250721_072327_503,-28,50,50,26.1,19.579450919391192,0.0909960269927978,0.0019943714141845,50,50.0,YOLO,1,32,0,19.579450919391192,0.0
20250721_072328_473,-27,49,49,24.7,19.926110779462466,0.0845208168029785,0.0044336318969726,49,49.0,YOLO,1,32,0,19.926110779462466,0.0
20250721_072327_799,-27,49,49,24.7,19.926110779462466,0.084536075592041,0.0039317607879638,49,49.0,YOLO,1,32,0,19.926110779462466,0.0
20250721_072328_280,-27,49,49,24.7,19.926110779462466,0.0900461673736572,0.0043611526489257,49,49.0,YOLO,1,32,0,19.926110779462466,0.0
20250721_072328_089,-27,49,49,24.7,19.926110779462466,0.0923166275024414,0.0043365955352783,49,49.0,YOLO,1,32,0,19.926110779462466,0.0
20250721_072327_597,-27,50,50,26.1,18.84561229096579,0.0980777740478515,0.0049748420715332,50,49.0,NeighborSearch,2,32,0,19.926110779462466,-1.0
20250721_072327_890,-27,49,49,24.7,19.926110779462466,0.0912246704101562,0.004373550415039,49,49.0,YOLO,1,32,0,19.926110779462466,0.0
20250721_072327_702,-27,50,50,26.1,18.84561229096579,0.0908498764038086,0.0049271583557128,50,49.0,NeighborSearch,2,32,0,19.926110779462466,-1.0
20250721_072328_566,-27,49,49,24.7,19.926110779462466,0.0888288021087646,0.0043070316314697,49,49.0,YOLO,1,32,0,19.926110779462466,0.0
20250721_072328_377,-27,49,49,24.7,19.926110779462466,0.0887122154235839,0.004390001296997,49,49.0,YOLO,1,32,0,19.926110779462466,0.0
20250721_072327_989,-27,49,49,24.7,19.926110779462466,0.0922935009002685,0.0043292045593261,49,49.0,YOLO,1,32,0,19.926110779462466,0.0
20250721_072330_546,-25,47,47,21.8,20.285254533650487,0.1056156158447265,0.0042817592620849,47,47.0,YOLO,1,32,0,20.285254533650487,0.0
20250721_072330_266,-25,47,47,21.8,20.285254533650487,0.0832862854003906,0.0039548873901367,47,47.0,YOLO,1,32,0,20.285254533650487,0.0
20250721_072329_586,-25,48,48,23.2,19.579417836185343,0.0923109054565429,0.0041570663452148,48,48.0,YOLO,1,32,0,19.579417836185343,0.0
20250721_072329_779,-25,48,48,23.2,19.579417836185343,0.09080171585083,0.0043175220489501,48,48.0,YOLO,1,32,0,19.579417836185343,0.0
20250721_072330_068,-25,47,47,21.8,20.285254533650487,0.0875017642974853,0.0040736198425292,47,47.0,YOLO,1,32,0,20.285254533650487,0.0
20250721_072330_162,-25,47,47,21.8,20.285254533650487,0.0966207981109619,0.0040996074676513,47,47.0,YOLO,1,32,0,20.285254533650487,0.0
20250721_072329_876,-25,47,47,21.8,20.285254533650487,0.08367919921875,0.0042152404785156,47,47.0,YOLO,1,32,0,20.285254533650487,0.0
20250721_072329_685,-25,48,48,23.2,19.579417836185343,0.086472749710083,0.0042431354522705,48,48.0,YOLO,1,32,0,19.579417836185343,0.0
20250721_072329_967,-25,47,47,21.8,20.285254533650487,0.0939626693725586,0.004324197769165,47,47.0,YOLO,1,32,0,20.285254533650487,0.0
20250721_072330_357,-25,47,47,21.8,20.285254533650487,0.0877759456634521,0.004134178161621,47,47.0,YOLO,1,32,0,20.285254533650487,0.0
20250721_072331_435,-24,47,47,21.8,19.37886170750444,0.0924179553985595,0.0041131973266601,47,47.0,YOLO,1,32,0,19.37886170750444,0.0
20250721_072331_534,-24,47,47,21.8,19.37886170750444,0.0860378742218017,0.0042757987976074,47,47.0,YOLO,1,32,0,19.37886170750444,0.0
20250721_072331_138,-24,47,47,21.8,19.37886170750444,0.0927405357360839,0.0042307376861572,47,47.0,YOLO,1,32,0,19.37886170750444,0.0
20250721_072331_038,-24,47,47,21.8,19.37886170750444,0.0926973819732666,0.004178762435913,47,47.0,YOLO,1,32,0,19.37886170750444,0.0
20250721_072331_238,-24,47,47,21.8,19.37886170750444,0.0912153720855712,0.0042994022369384,47,47.0,YOLO,1,32,0,19.37886170750444,0.0
20250721_072331_337,-24,47,47,21.8,19.37886170750444,0.0907752513885498,0.0043270587921142,47,47.0,YOLO,1,32,0,19.37886170750444,0.0
20250721_072330_755,-24,47,47,21.8,19.37886170750444,0.0909340381622314,0.0041611194610595,47,47.0,YOLO,1,32,0,19.37886170750444,0.0
20250721_072330_943,-24,47,47,21.8,19.37886170750444,0.0874209403991699,0.0043044090270996,47,47.0,YOLO,1,32,0,19.37886170750444,0.0
