Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),YOLO Time (s),Beam Sweep Time (s)
20250722_124241_922,-32,NO_RADIO,32,0.0,7.790931072012057,0.1345407962799072,0.0355348587036132
20250722_124242_094,-32,NO_RADIO,32,0.0,7.790931072012057,0.1395478248596191,0.0354883670806884
20250722_124242_270,-31,NO_RADIO,32,0.0,7.87817690350245,0.1320445537567138,0.0361344814300537
20250722_124242_439,-30,NO_RADIO,32,0.0,7.37175304663414,0.133840799331665,0.0354068279266357
20250722_124242_610,-29,NO_RADIO,32,0.0,7.37175304663414,0.1411683559417724,0.0397350788116455
20250722_124242_792,-29,31,31,-1.5,7.171593509006385,0.1603286266326904,0.035405158996582
20250722_124242_989,-28,31,31,-1.5,7.171183040443779,0.1610686779022216,0.0360636711120605
20250722_124243_188,-27,30,30,-2.9,6.961432666855004,0.1550345420837402,0.0361664295196533
20250722_124243_380,-26,29,29,-4.4,7.014679619490167,0.1523406505584716,0.0550200939178466
20250722_124243_589,-25,29,29,-4.4,7.014679619490167,0.1602544784545898,0.0365209579467773
20250722_124243_787,-25,28,28,-5.8,6.907506908042805,0.1584463119506836,0.0357558727264404
20250722_124243_982,-24,27,27,-7.3,6.568678517220917,0.1618933677673339,0.0358216762542724
20250722_124244_181,-23,27,27,-7.3,7.170580399121718,0.1521468162536621,0.0375728607177734
20250722_124244_372,-22,26,26,-8.7,6.907303710987037,0.1574876308441162,0.0352923870086669
20250722_124244_566,-22,26,26,-8.7,6.907303710987037,0.1593124866485595,0.0357749462127685
20250722_124244_762,-21,24,24,-11.6,7.370404447504001,0.1514339447021484,0.037748098373413
20250722_124244_952,-20,24,24,-11.6,7.419073626076013,0.1625874042510986,0.0355315208435058
20250722_124245_152,-19,23,23,-13.1,6.961739683173292,0.1527578830718994,0.0358247756958007
20250722_124245_342,-18,23,23,-13.1,6.961739683173292,0.1640398502349853,0.0364861488342285
20250722_124245_544,-18,22,22,-14.5,6.908018497200303,0.153942584991455,0.0484492778778076
