Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250723_210637_022,-43,35,35,4.4,7.134121551513687,-86.67807121276856,-86.67807121276856,0.13505768775939941,5.347253084182739,35,54,NeighborSearch,39,35,4.4,16.25041403865518,19,[19]
20250723_210642_509,-42,34,34,2.9,8.437822987229723,-86.56070747375489,-86.56070747375489,0.1307973861694336,0.26033592224121094,34,53,OffsetCorrected,2,53,30.5,16.422138434972396,19,"[19, 19]"
20250723_210642_902,-40,34,34,2.9,7.841146621787061,-84.90594482421875,-84.90594482421875,0.10715723037719727,0.26050376892089844,34,53,OffsetCorrected,2,53,30.5,18.05844389480845,19,"[19, 19, 19]"
20250723_210643_271,-39,33,33,1.5,8.41112578339036,-85.50282554626465,-85.50282554626465,0.10593366622924805,0.26033902168273926,33,52,OffsetCorrected,2,52,29.0,17.21710877856711,19,"[19, 19, 19, 19]"
20250723_210643_639,-37,33,33,1.5,7.807235661773035,-83.73956909179688,-83.73956909179688,0.10107684135437012,0.2603909969329834,33,52,OffsetCorrected,2,52,29.0,19.270222662766002,19,"[19, 19, 19, 19, 19]"
20250723_210644_002,-36,NO_RADIO,33,1.5,6.965536813253976,-95.43484497070312,-95.43484497070312,0.10201406478881836,0.15846490859985352,33,,CenterFallback,1,32,0,,,"[19, 19, 19, 19, 19]"
20250723_210644_264,-26,17,17,-21.8,7.28836133805288,-82.26681518554688,-82.26681518554688,0.10375118255615234,2.467834234237671,17,44,NeighborSearch,17,36,5.8,20.55196858457643,8,"[19, 19, 19, 19, 19, 8]"
20250723_210646_837,-20,17,17,-21.8,6.9540816075777485,-86.52486610412598,-86.52486610412598,0.10402178764343262,1.468278408050537,17,38,NeighborSearch,9,34,2.9,16.238959935330882,4,"[19, 19, 19, 19, 19, 8, 4]"
20250723_210648_411,-19,6,6,-37.7,16.253918996106563,-86.56070747375489,-86.56070747375489,0.10265398025512695,0.10199522972106934,6,6,YOLO,1,34,2.9,16.253918996106563,0,"[19, 19, 19, 19, 19, 8, 4, 0]"
20250723_210648_617,-6,6,6,-37.7,6.926793657228387,-86.11934242248535,-86.11934242248535,0.10179901123046875,3.040339231491089,6,29,NeighborSearch,21,19,-18.9,16.713196917158584,10,"[19, 19, 19, 19, 19, 8, 4, 0, 10]"
20250723_210651_761,-6,NO_RADIO,6,-37.7,18.714890298028564,-84.08429718017578,-84.08429718017578,0.1007993221282959,0.10201859474182129,6,,CenterFallback,1,32,0,,,"[19, 19, 19, 19, 19, 8, 4, 0, 10]"
20250723_210651_965,-4,NO_RADIO,6,-37.7,7.54694461598703,-94.59435501098633,-94.59435501098633,0.10109448432922363,0.1587388515472412,6,,CenterFallback,1,32,0,,,"[19, 19, 19, 19, 19, 8, 4, 0, 10]"
20250723_210652_227,-4,NO_RADIO,6,-37.7,7.414983573596032,-94.96305084228516,-94.96305084228516,0.10116910934448242,0.1020669937133789,6,,CenterFallback,1,32,0,,,"[19, 19, 19, 19, 19, 8, 4, 0, 10]"
20250723_210652_432,22,60,60,40.6,7.371558513069445,-87.69506072998047,-87.69506072998047,0.09815835952758789,6.28870153427124,60,18,NeighborSearch,46,63,45.0,15.017026825759288,-45,"[19, 19, 19, 19, 19, 8, 4, 0, 10, -45]"
20250723_210658_820,56,59,59,39.2,8.748179599620684,-94.20329284667969,-94.20329284667969,0.11663079261779785,8.54592251777649,59,59,NeighborSearch,63,63,45.0,8.528119347578155,-4,"[19, 19, 19, 19, 19, 8, 4, 0, 10, -45]"
20250723_210707_484,90,58,58,37.7,7.671379952293066,-95.32933807373047,-95.32933807373047,0.1370084285736084,8.493450403213501,58,60,NeighborSearch,63,63,45.0,7.338585331192547,-3,"[19, 19, 19, 19, 19, 8, 4, 0, 10, -45]"
