Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250720_130725_524,-32,NO_RADIO,32,0.0,10.099504311932137,-91.87364959716795,-91.87364959716795,0.0996415615081787,0.1580984592437744,32,,CenterFallback,1,32,0.0,,,[]
20250720_130725_783,-32,NO_RADIO,32,0.0,10.147449023006914,-92.00091552734376,-92.00091552734376,0.0977675914764404,0.1016857624053955,32,,CenterFallback,1,32,0.0,,,[]
20250720_130725_984,-31,NO_RADIO,32,0.0,9.675910560407942,-92.478271484375,-92.478271484375,0.0958049297332763,0.1581816673278808,32,,CenterFallback,1,32,0.0,,,[]
20250720_130726_239,-30,NO_RADIO,32,0.0,9.168403878719346,-92.75736236572266,-92.75736236572266,0.1005237102508544,0.1017301082611084,32,,CenterFallback,1,32,0.0,,,[]
20250720_130726_443,-29,51,51,27.6,24.41920379070692,-78.16466522216797,-78.16466522216797,0.1011164188385009,0.158097505569458,51,51.0,YOLO,1,32,0.0,24.41920379070692,0.0,[]
20250720_130726_703,-28,50,50,26.1,24.31453705011502,-78.17037658691406,-78.17037658691406,0.0987696647644043,0.1016895771026611,50,50.0,YOLO,1,32,0.0,24.31453705011502,0.0,[]
20250720_130726_905,-27,50,50,26.1,23.57637232597854,-78.81845970153809,-78.81845970153809,0.1022272109985351,0.1580891609191894,50,50.0,YOLO,1,32,0.0,23.57637232597854,0.0,[]
20250720_130727_167,-26,49,49,24.7,23.6140723111087,-78.937943649292,-78.937943649292,0.0869007110595703,0.1017158031463623,49,49.0,YOLO,1,32,0.0,23.6140723111087,0.0,[]
20250720_130727_357,-25,48,48,23.2,24.55172726085155,-78.05522918701172,-78.05522918701172,0.0991253852844238,0.1581025123596191,48,48.0,YOLO,1,32,0.0,24.55172726085155,0.0,[]
20250720_130727_616,-24,48,48,23.2,24.52838136371271,-78.03888893127441,-78.03888893127441,0.0943670272827148,0.1016459465026855,48,48.0,YOLO,1,32,0.0,24.52838136371271,0.0,[]
20250720_130727_813,-23,47,47,21.8,23.052132236390847,-79.4381160736084,-79.4381160736084,0.1012182235717773,0.1580417156219482,47,47.0,YOLO,1,32,0.0,23.052132236390847,0.0,[]
20250720_130728_074,-22,47,47,21.8,22.516322669519653,-79.97183990478516,-79.97183990478516,0.1049637794494628,0.1017208099365234,47,47.0,YOLO,1,32,0.0,22.516322669519653,0.0,[]
