Timestamp,Boresight,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),Beam Sweep Time (s)
20251224_111155_000,-32,54,31.9,30,2.9,18.68529647992736,7.902714014053345
20251224_111202_904,-32,53,30.5,31,1.5,19.44775150140434,7.90255880355835
20251224_111210_808,-31,51,27.6,30,2.9,20.96029436483738,7.904500007629394
20251224_111218_713,-30,52,29.0,30,2.9,19.863348492272976,7.910754442214966
20251224_111226_625,-30,2,-43.5,32,0.0,7.394306836147663,7.904233694076538
20251224_111234_531,-29,53,30.5,30,2.9,16.304890461596088,7.902476072311401
20251224_111242_435,-28,48,23.2,30,2.9,20.09599586322713,7.906592607498169
20251224_111250_343,-28,52,29.0,30,2.9,17.60611017751242,7.9125590324401855
20251224_111258_257,-27,49,24.7,30,2.9,20.80090621387725,7.9045250415802
20251224_111306_162,-27,48,23.2,30,2.9,21.371995788826368,7.906652212142944
20251224_111314_070,-26,47,21.8,30,2.9,20.89281830373467,7.904649496078491
20251224_111321_976,-25,47,21.8,30,2.9,20.914766661435763,7.910734415054321
20251224_111329_888,-25,49,24.7,31,1.5,19.004931449931007,7.902487277984619
20251224_111337_792,-24,49,24.7,30,2.9,18.35341544075193,7.904446601867676
20251224_111345_698,-23,48,23.2,30,2.9,20.346773789260425,7.906425714492798
20251224_111353_605,-23,1,-45.0,33,-1.5,7.055570233421065,7.91050386428833
20251224_111401_517,-22,45,18.9,31,1.5,20.69639678673221,7.91063117980957
20251224_111409_429,-21,2,-43.5,50,-26.1,7.063609458189873,7.906371355056763
20251224_111417_337,-21,46,20.3,30,2.9,18.38708856120769,7.904676914215088
20251224_111425_242,-20,46,20.3,30,2.9,17.234908751742196,7.910576105117798
20251224_111433_154,-20,44,17.4,30,2.9,20.778161720138712,7.90255331993103
20251224_111441_058,-19,1,-45.0,56,-34.8,7.018741955178456,7.906523466110229
20251224_111448_966,-18,45,18.9,31,1.5,15.493121936884066,7.906580448150635
20251224_111456_874,-18,41,13.1,30,2.9,20.945519203512177,7.914580583572388
20251224_111504_790,-17,42,14.5,30,2.9,20.87612579717529,7.906712293624878
20251224_111512_698,-16,42,14.5,30,2.9,20.930133618290427,7.91087794303894
20251224_111520_610,-16,2,-43.5,31,1.5,7.897189565070633,7.904855251312256
20251224_111528_516,-15,42,14.5,30,2.9,19.3345156021433,7.913126468658447
20251224_111536_430,-14,40,11.6,30,2.9,21.218056430796334,7.906862735748291
20251224_111544_338,-14,1,-45.0,28,5.8,7.568907424450757,7.9030375480651855
20251224_111552_243,-13,42,14.5,30,2.9,16.16208479667705,7.918954849243164
20251224_111600_163,-13,40,11.6,30,2.9,20.539505220272915,7.906984329223633
20251224_111608_071,-12,38,8.7,30,2.9,21.36659522685983,7.915063858032227
20251224_111615_988,-11,1,-45.0,54,-31.9,7.026301161559815,7.910873889923096
20251224_111623_900,-11,35,4.4,30,2.9,19.365808557000463,7.922431707382202
20251224_111631_824,-10,36,5.8,30,2.9,21.514307280134176,7.916863918304443
