Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History,Received Jetson inference Time,Set TX Beam Time (s),Set RX Beam Time (s),Stabilize Beam Time (s),Measure SNR Time (s)
20250724_004901_917,-64,NO_RADIO,32,0,6.854679412841776,-96.38617706298828,-96.38617706298828,0.1332380771636963,0.1024930477142334,32,,CenterFallback,1,32,0,,,[],0.13274550437927246,0.05051088333129883,0.05051064491271973,0.00045561790466308594,0.0009815692901611328
20250724_004902_157,-63,NO_RADIO,32,0,7.21310053589869,-96.12810516357422,-96.12810516357422,0.10069918632507324,0.15645933151245117,32,,CenterFallback,1,32,0,,,[],0.10031700134277344,0.05049896240234375,0.05047154426574707,0.05473184585571289,0.0007042884826660156
20250724_004902_415,-63,NO_RADIO,32,0,7.048405541986099,-96.29843139648438,-96.29843139648438,0.08857965469360352,0.10206484794616699,32,,CenterFallback,1,32,0,,,[],0.08826136589050293,0.0504755973815918,0.050481319427490234,0.0004055500030517578,0.0006694793701171875
20250724_004902_608,-61,NO_RADIO,32,0,7.105737829454,-96.25521850585938,-96.25521850585938,0.10064101219177246,0.15849041938781738,32,,CenterFallback,1,32,0,,,[],0.10033464431762695,0.05048084259033203,0.05045795440673828,0.056761741638183594,0.00074005126953125
20250724_004902_869,-61,NO_RADIO,32,0,7.124530913762371,-96.12810516357422,-96.12810516357422,0.10124349594116211,0.10208368301391602,32,,CenterFallback,1,32,0,,,[],0.10088992118835449,0.05046439170837402,0.05047154426574707,0.0004248619079589844,0.0006849765777587891
20250724_004903_074,-60,NO_RADIO,32,0,7.473315128581959,-95.76765441894531,-95.76765441894531,0.10116696357727051,0.15848636627197266,32,,CenterFallback,1,32,0,,,[],0.10082697868347168,0.05054831504821777,0.05044865608215332,0.05677509307861328,0.0006623268127441406
20250724_004903_335,-59,NO_RADIO,32,0,6.597441143295939,-96.25521850585938,-96.25521850585938,0.10284042358398438,0.10196661949157715,32,,CenterFallback,1,32,0,,,[],0.10246825218200684,0.05048680305480957,0.050429582595825195,0.00039649009704589844,0.0006208419799804688
20250724_004903_541,-58,NO_RADIO,32,0,7.4333625254268725,-95.32933807373047,-95.32933807373047,0.10117030143737793,0.15833497047424316,32,,CenterFallback,1,32,0,,,[],0.10085415840148926,0.050462961196899414,0.05040907859802246,0.05672764778137207,0.0006825923919677734
20250724_004903_802,-57,NO_RADIO,32,0,7.159520079635428,-95.65199050903321,-95.65199050903321,0.10206341743469238,0.10209155082702637,32,,CenterFallback,1,32,0,,,[],0.1016848087310791,0.05052351951599121,0.05048036575317383,0.0004138946533203125,0.0006384849548339844
20250724_004904_008,-56,NO_RADIO,32,0,7.832216693792475,-95.2263412475586,-95.2263412475586,0.09877490997314453,0.15837359428405762,32,,CenterFallback,1,32,0,,,[],0.0984659194946289,0.0504603385925293,0.05046367645263672,0.05674409866333008,0.0006554126739501953
