Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s)
20250723_161750_877,-65,NO_RADIO,32,0,6.6626540374755905,-95.65385437011719,0.19122910499572754,0.10227179527282715
20250723_161751_175,-65,1,1,-45.0,6.585276209535408,-96.12810516357422,0.24921417236328125,0.15630888938903809
20250723_161751_581,-65,1,1,-45.0,7.4050580347203265,-95.15899658203125,0.2346041202545166,0.1024017333984375
20250723_161751_920,-65,NO_RADIO,1,-45.0,6.706460243697364,-95.76765441894531,0.15770244598388672,0.15831398963928223
20250723_161752_237,-65,NO_RADIO,1,-45.0,7.000857484008435,-95.6165771484375,0.15935230255126953,0.1020498275756836
20250723_161752_500,-65,NO_RADIO,1,-45.0,6.654892182126417,-95.9241714477539,0.16347718238830566,0.15841102600097656
20250723_161752_823,-65,NO_RADIO,1,-45.0,6.869619875104206,-95.9241714477539,0.16780757904052734,0.10198283195495605
20250723_161753_094,-65,NO_RADIO,1,-45.0,7.044624041678134,-95.6165771484375,0.16686224937438965,0.15839052200317383
20250723_161753_421,-65,NO_RADIO,1,-45.0,7.032831741357441,-95.65385437011719,0.16656827926635742,0.10204839706420898
20250723_161753_691,-65,NO_RADIO,1,-45.0,7.4055898409141605,-95.4705810546875,0.1684861183166504,0.15826821327209473
20250723_161754_019,-65,NO_RADIO,1,-45.0,6.833521180564219,-95.65385437011719,0.1653752326965332,0.10202193260192871
20250723_161754_288,-65,NO_RADIO,1,-45.0,7.400466452837648,-95.43484497070312,0.1634230613708496,0.15857934951782227
20250723_161754_611,-64,63,63,45.0,6.835091656543625,-95.76765441894531,0.23370671272277832,0.10205364227294922
20250723_161754_948,-64,NO_RADIO,63,45.0,7.791757186668491,-95.15899658203125,0.15544390678405762,0.158294677734375
20250723_161755_263,-64,NO_RADIO,63,45.0,7.487638624157881,-95.14919929504396,0.16068410873413086,0.10193991661071777
20250723_161755_527,-64,63,63,45.0,7.698045290492956,-94.96305084228516,0.24410009384155273,0.15833306312561035
20250723_161755_931,-64,63,63,45.0,7.493576935375486,-95.15899658203125,0.2628188133239746,0.1019287109375
20250723_161756_297,-64,63,63,45.0,7.615644151158193,-94.96305084228516,0.23459815979003906,0.15836024284362793
20250723_161756_691,-64,63,63,45.0,7.485017841452802,-95.15899658203125,0.22982311248779297,0.10195398330688477
20250723_161757_024,-64,63,63,45.0,7.600545070380122,-94.96305084228516,0.23327231407165527,0.1582963466644287
20250723_161757_417,-64,NO_RADIO,63,45.0,7.424109771697232,-95.15899658203125,0.15789532661437988,0.10209441184997559
20250723_161757_678,-64,NO_RADIO,63,45.0,7.456814152913381,-95.15899658203125,0.16574859619140625,0.1583414077758789
20250723_161758_004,-64,NO_RADIO,63,45.0,7.577902531112741,-94.96305084228516,0.16736507415771484,0.10198020935058594
20250723_161758_274,-64,NO_RADIO,63,45.0,7.629694087401859,-94.93123626708984,0.16618943214416504,0.15842294692993164
20250723_161758_600,-63,NO_RADIO,63,45.0,7.395206003744903,-94.96305084228516,0.16155266761779785,0.10196948051452637
20250723_161758_865,-63,NO_RADIO,63,45.0,7.994460540114645,-94.56656646728516,0.16742873191833496,0.1582808494567871
20250723_161759_192,-63,63,63,45.0,7.980631323269719,-94.33944702148438,0.24489045143127441,0.10201025009155273
20250723_161759_540,-63,63,63,45.0,7.936748190440966,-94.45152282714844,0.23287129402160645,0.15831494331359863
20250723_161759_933,-63,63,63,45.0,7.956887239957425,-94.59581756591797,0.23483633995056152,0.10191893577575684
20250723_161800_271,-63,63,63,45.0,7.774876167166468,-94.6549072265625,0.23073506355285645,0.15831398963928223
20250723_161800_661,-63,63,63,45.0,7.615306116028961,-94.68475341796875,0.2297368049621582,0.10194158554077148
20250723_161800_994,-63,NO_RADIO,63,45.0,7.416513143165261,-95.15899658203125,0.18894529342651367,0.15832972526550293
20250723_161801_343,-63,63,63,45.0,7.634397363501861,-94.68475341796875,0.23883724212646484,0.10191082954406738
20250723_161801_685,-63,NO_RADIO,63,45.0,7.626028951350094,-94.71480560302734,0.15755820274353027,0.15836858749389648
20250723_161802_002,-63,63,63,45.0,7.41445797773207,-94.93123626708984,0.2353506088256836,0.10193610191345215
20250723_161802_340,-63,63,63,45.0,7.604044606374117,-94.45152282714844,0.23851752281188965,0.15826892852783203
20250723_161802_738,-62,63,63,45.0,7.871978070752704,-94.6549072265625,0.2325727939605713,0.10203719139099121
20250723_161803_074,-62,63,63,45.0,8.547070239632859,-93.74571990966797,0.23157763481140137,0.1583538055419922
20250723_161803_466,-62,63,63,45.0,8.548404576750528,-93.91798400878906,0.2320089340209961,0.10216355323791504
20250723_161803_801,-62,NO_RADIO,63,45.0,8.567608492576312,-93.79424285888672,0.15757417678833008,0.15834569931030273
20250723_161804_119,-62,63,63,45.0,8.325032305681717,-93.74571990966797,0.24030804634094238,0.1020510196685791
20250723_161804_462,-62,63,63,45.0,8.311109764578077,-93.99395751953125,0.23215556144714355,0.15842294692993164
20250723_161804_854,-62,63,63,45.0,8.297700692310329,-93.99395751953125,0.23090624809265137,0.10198020935058594
20250723_161805_188,-62,63,63,45.0,8.240405656017629,-93.99395751953125,0.22990179061889648,0.1582794189453125
