Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_060235_554,-32,NO_RADIO,32,0.0,7.932160548727467,-95.15899658203124,-95.15899658203124,0.0898704528808593,0.1017053127288818,32,,CenterFallback,1,32,0,,
20250721_060235_747,-32,NO_RADIO,32,0.0,8.047068008962214,-94.93123626708984,-94.93123626708984,0.0912528038024902,0.1580872535705566,32,,CenterFallback,1,32,0,,
20250721_060235_997,-31,NO_RADIO,32,0.0,7.883390643918574,-95.15899658203124,-95.15899658203124,0.0913717746734619,0.1018011569976806,32,,CenterFallback,1,32,0,,
20250721_060236_192,-31,NO_RADIO,32,0.0,7.433709414578516,-95.4705810546875,-95.4705810546875,0.0867278575897216,0.1582438945770263,32,,CenterFallback,1,32,0,,
20250721_060236_438,-31,NO_RADIO,32,0.0,7.882587250649692,-95.15899658203124,-95.15899658203124,0.0902574062347412,0.1016910076141357,32,,CenterFallback,1,32,0,,
20250721_060236_632,-30,NO_RADIO,32,0.0,7.167976258753427,-96.04537200927734,-96.04537200927734,0.0935478210449218,0.158125638961792,32,,CenterFallback,1,32,0,,
20250721_060236_885,-29,50,50,26.1,7.415432283600779,-82.6717300415039,-82.6717300415039,0.0907139778137207,0.2673509120941162,50,50.0,NeighborSearch,1,32,0,20.46291703891437,0.0
20250721_060237_244,-29,51,51,27.6,20.526640905109232,-82.88607025146484,-82.88607025146484,0.0830419063568115,0.1017441749572753,51,51.0,YOLO,1,32,0,20.526640905109232,0.0
20250721_060237_430,-28,50,50,26.1,19.991897157203056,-83.29999122619628,-83.29999122619628,0.0933966636657714,0.1580452919006347,50,50.0,YOLO,1,32,0,19.991897157203056,0.0
20250721_060237_683,-28,50,50,26.1,19.809218791028957,-83.57537841796875,-83.57537841796875,0.0866739749908447,0.1017770767211914,50,50.0,YOLO,1,32,0,19.809218791028957,0.0
20250721_060237_873,-28,49,49,24.7,20.357811926337547,-82.93514442443848,-82.93514442443848,0.0902800559997558,0.1580984592437744,49,49.0,YOLO,1,32,0,20.357811926337547,0.0
20250721_060238_123,-27,49,49,24.7,20.371094772058,-82.86386489868164,-82.86386489868164,0.0970697402954101,0.1017546653747558,49,49.0,YOLO,1,32,0,20.371094772058,0.0
20250721_060238_324,-27,49,49,24.7,19.61985339043619,-83.62672424316406,-83.62672424316406,0.0934875011444091,0.1582226753234863,49,49.0,YOLO,1,32,0,19.61985339043619,0.0
20250721_060238_577,-26,49,49,24.7,19.88967477244381,-83.46282653808593,-83.46282653808593,0.0904164314270019,0.1017475128173828,49,49.0,YOLO,1,32,0,19.88967477244381,0.0
20250721_060238_770,-25,49,49,24.7,18.229688719780583,-83.91045379638672,-83.91045379638672,0.0921018123626709,0.4194719791412353,49,48.0,NeighborSearch,2,32,0,19.39215530969612,-1.0
20250721_060239_283,-25,48,48,23.2,19.30361013196054,-83.83800964355468,-83.83800964355468,0.0950155258178711,0.1017842292785644,48,48.0,YOLO,1,32,0,19.30361013196054,0.0
20250721_060239_482,-24,47,47,21.8,19.117517510516223,-84.20329284667969,-84.20329284667969,0.0846445560455322,0.158048391342163,47,47.0,YOLO,1,32,0,19.117517510516223,0.0
20250721_060239_726,-20,51,51,27.6,18.67140844143228,-83.2250820159912,-83.2250820159912,0.0932796001434326,1.9382174015045168,51,44.0,NeighborSearch,14,32,0,20.05599050332925,-7.0
20250721_060241_759,-20,NO_RADIO,51,27.6,8.134034333531488,-94.6549072265625,-94.6549072265625,0.0847594738006591,0.1580817699432373,51,,CenterFallback,1,32,0,,
20250721_060242_003,-19,44,44,17.4,7.925635047761318,-83.56379699707031,-83.56379699707031,0.0889332294464111,0.3705005645751953,44,43.0,NeighborSearch,2,32,0,19.75256300386522,-1.0
20250721_060242_464,-18,43,43,16.0,18.712125103177257,-83.01056671142578,-83.01056671142578,0.095022439956665,0.4196188449859619,43,42.0,NeighborSearch,2,32,0,20.13907144115818,-1.0
20250721_060242_980,-17,42,42,14.5,20.10331078838477,-83.04092178344726,-83.04092178344726,0.0939381122589111,0.1017262935638427,42,42.0,YOLO,1,32,0,20.10331078838477,0.0
20250721_060243_177,-17,42,42,14.5,19.041089805940985,-84.0423755645752,-84.0423755645752,0.0914552211761474,0.1581716537475586,42,42.0,YOLO,1,32,0,19.041089805940985,0.0
20250721_060243_428,-17,41,41,13.1,19.09068692174712,-84.04263343811036,-84.04263343811036,0.0912718772888183,0.1018757820129394,41,41.0,YOLO,1,32,0,19.09068692174712,0.0
20250721_060243_623,-16,42,42,14.5,18.30517614291608,-83.83062477111817,-83.83062477111817,0.0977239608764648,0.4195473194122314,42,41.0,NeighborSearch,2,32,0,19.354379558219463,-1.0
20250721_060244_142,-15,41,41,13.1,19.128729757215865,-83.93949546813965,-83.93949546813965,0.0934619903564453,0.1017982959747314,41,41.0,YOLO,1,32,0,19.128729757215865,0.0
20250721_060244_338,-15,40,40,11.6,20.24919006417103,-82.91387176513672,-82.91387176513672,0.0867307186126709,0.1581649780273437,40,40.0,YOLO,1,32,0,20.24919006417103,0.0
20250721_060244_585,-14,40,40,11.6,20.20210062593948,-82.92754135131835,-82.92754135131835,0.0894942283630371,0.1016547679901123,40,40.0,YOLO,1,32,0,20.20210062593948,0.0
20250721_060244_777,-14,40,40,11.6,19.348644785741385,-83.90995330810547,-83.90995330810547,0.0909879207611084,0.1580474376678466,40,40.0,YOLO,1,32,0,19.348644785741385,0.0
20250721_060245_028,-13,40,40,11.6,19.199693402311027,-83.99318466186523,-83.99318466186523,0.0914032459259033,0.1017916202545166,40,40.0,YOLO,1,32,0,19.199693402311027,0.0
20250721_060245_222,-12,40,40,11.6,18.183213556962755,-82.62431945800782,-82.62431945800782,0.0948913097381591,0.6811740398406982,40,38.0,NeighborSearch,4,32,0,20.450199450090796,-2.0
20250721_060246_000,-11,38,38,8.7,20.411804662737737,-82.70740470886231,-82.70740470886231,0.0947895050048828,0.1016960144042968,38,38.0,YOLO,1,32,0,20.411804662737737,0.0
20250721_060246_198,-11,38,38,8.7,19.458202047318693,-83.61207885742188,-83.61207885742188,0.0893697738647461,0.1581897735595703,38,38.0,YOLO,1,32,0,19.458202047318693,0.0
20250721_060246_447,-11,38,38,8.7,19.458638283285296,-83.74052925109864,-83.74052925109864,0.0911722183227539,0.1016740798950195,38,38.0,YOLO,1,32,0,19.458638283285296,0.0
20250721_060246_641,-9,38,38,8.7,17.59893663205149,-83.83062477111817,-83.83062477111817,0.0954720973968505,0.419490098953247,38,37.0,NeighborSearch,2,32,0,19.263028443266563,-1.0
20250721_060247_158,-9,37,37,7.3,19.067240227589764,-84.0036693572998,-84.0036693572998,0.0940444469451904,0.101733922958374,37,37.0,YOLO,1,32,0,19.067240227589764,0.0
20250721_060247_355,-9,36,36,5.8,20.24969491341325,-82.9011386871338,-82.9011386871338,0.0841810703277587,0.1581416130065918,36,36.0,YOLO,1,32,0,20.24969491341325,0.0
20250721_060247_599,-8,36,36,5.8,20.22526025700313,-82.98143997192383,-82.98143997192383,0.0876650810241699,0.101710557937622,36,36.0,YOLO,1,32,0,20.22526025700313,0.0
20250721_060247_790,-8,35,35,4.4,19.325576156443987,-83.83813285827637,-83.83813285827637,0.0845179557800293,0.1582021713256836,35,35.0,YOLO,1,32,0,19.325576156443987,0.0
20250721_060248_034,-7,35,35,4.4,19.629871526605555,-83.40924072265625,-83.40924072265625,0.0942423343658447,0.101621389389038,35,35.0,YOLO,1,32,0,19.629871526605555,0.0
20250721_060248_231,-6,36,36,5.8,18.12732466968769,-83.94909172058105,-83.94909172058105,0.0883307456970214,0.6815626621246338,36,34.0,NeighborSearch,4,32,0,19.17269537453916,-2.0
20250721_060249_002,-5,34,34,2.9,19.161479687830266,-83.9703815460205,-83.9703815460205,0.0956809520721435,0.1017582416534423,34,34.0,YOLO,1,32,0,19.161479687830266,0.0
20250721_060249_201,-4,34,34,2.9,17.70379534527119,-83.42713928222656,-83.42713928222656,0.0890810489654541,0.4195566177368164,34,33.0,NeighborSearch,2,32,0,19.58500817988096,-1.0
20250721_060249_711,-4,33,33,1.5,19.38504391820192,-83.77233123779297,-83.77233123779297,0.0844655036926269,0.1017038822174072,33,33.0,YOLO,1,32,0,19.38504391820192,0.0
20250721_060249_899,-4,33,33,1.5,19.31419794069116,-83.79180145263672,-83.79180145263672,0.0929694175720214,0.158104658126831,33,33.0,YOLO,1,32,0,19.31419794069116,0.0
20250721_060250_151,-3,33,33,1.5,18.77816772330449,-83.95794830322265,-83.95794830322265,0.0837986469268798,0.368915319442749,33,32.0,NeighborSearch,2,32,0,19.032610524868844,-1.0
20250721_060250_606,-2,32,32,0.0,17.859376749410416,-83.0149513244629,-83.0149513244629,0.0928990840911865,0.4193971157073974,32,31.0,NeighborSearch,2,32,0,20.07213201065946,-1.0
20250721_060251_119,-1,31,31,-1.5,20.101362678123397,-83.11780548095703,-83.11780548095703,0.0885529518127441,0.1016483306884765,31,31.0,YOLO,1,32,0,20.101362678123397,0.0
20250721_060251_311,0,31,31,-1.5,18.76754332760197,-83.21492767333984,-83.21492767333984,0.0921235084533691,0.4197444915771484,31,30.0,NeighborSearch,2,32,0,19.8187821962985,-1.0
