Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),TX Beam Index,TX Beam Angle,Adjustment Method,Beams Checked in Search,SNR (dB),Offset Error,Beam Offset History
20250713_200749_218,-90,NO_RADIO,32,0,7.190241394042971,-96.12396850585938,-96.12396850585938,0.10020208358764648,0.17276692390441895,32,,,,CenterFallback,1,,,[]
20250713_200749_494,-90,NO_RADIO,32,0,6.851875910543072,-95.9241714477539,-95.9241714477539,0.09650039672851562,0.21153926849365234,32,,,,CenterFallback,1,,,[]
20250713_200749_803,-90,NO_RADIO,32,0,6.586948808043346,-96.43071746826172,-96.43071746826172,0.09735679626464844,0.10967826843261719,32,,,,CenterFallback,1,,,[]
20250713_200750_011,-90,NO_RADIO,32,0,7.054373085896572,-96.12810516357422,-96.12810516357422,0.08779549598693848,0.19185233116149902,32,,,,CenterFallback,1,,,[]
20250713_200750_292,-90,NO_RADIO,32,0,6.697390633368457,-96.29627075195313,-96.29627075195313,0.0733785629272461,0.14273738861083984,32,,,,CenterFallback,1,,,[]
20250713_200750_509,-90,NO_RADIO,32,0,7.089956188183038,-96.12810516357422,-96.12810516357422,0.07334446907043457,0.2829093933105469,32,,,,CenterFallback,1,,,[]
20250713_200750_867,-90,NO_RADIO,32,0,7.104574006526832,-96.25521850585938,-96.25521850585938,0.09615564346313477,0.2567155361175537,32,,,,CenterFallback,1,,,[]
20250713_200751_221,-90,NO_RADIO,32,0,7.337319009958549,-95.9241714477539,-95.9241714477539,0.07881855964660645,0.16722607612609863,32,,,,CenterFallback,1,,,[]
20250713_200751_468,-90,NO_RADIO,32,0,7.06825119331198,-96.29843139648438,-96.29843139648438,0.0761411190032959,0.1332390308380127,32,,,,CenterFallback,1,,,[]
20250713_200751_678,-90,NO_RADIO,32,0,6.718239933517339,-96.25521850585938,-96.25521850585938,0.07547354698181152,0.1628739833831787,32,,,,CenterFallback,1,,,[]
20250713_200751_918,-90,NO_RADIO,32,0,7.068297539044636,-96.29843139648438,-96.29843139648438,0.07687258720397949,0.12228941917419434,32,,,,CenterFallback,1,,,[]
20250713_200752_118,-90,NO_RADIO,32,0,7.1708518748299355,-96.04537200927734,-96.04537200927734,0.07578253746032715,0.18547344207763672,32,,,,CenterFallback,1,,,[]
20250713_200752_380,-90,NO_RADIO,32,0,6.762766623468622,-96.29843139648438,-96.29843139648438,0.07451581954956055,0.10663938522338867,32,,,,CenterFallback,1,,,[]
20250713_200752_563,-90,NO_RADIO,32,0,6.753970975988977,-96.29843139648438,-96.29843139648438,0.07612109184265137,0.16957378387451172,32,,,,CenterFallback,1,,,[]
20250713_200752_809,-90,NO_RADIO,32,0,6.746859201367542,-96.29843139648438,-96.29843139648438,0.07404661178588867,0.12781524658203125,32,,,,CenterFallback,1,,,[]
20250713_200753_012,-90,NO_RADIO,32,0,7.191473065891799,-96.12810516357422,-96.12810516357422,0.07403874397277832,0.1628584861755371,32,,,,CenterFallback,1,,,[]
20250713_200753_250,-90,NO_RADIO,32,0,6.751513745115872,-96.29843139648438,-96.29843139648438,0.07290053367614746,0.15076923370361328,32,,,,CenterFallback,1,,,[]
20250713_200753_475,-90,NO_RADIO,32,0,7.136866987505641,-96.25521850585938,-96.25521850585938,0.07432317733764648,0.16342639923095703,32,,,,CenterFallback,1,,,[]
20250713_200753_715,-90,NO_RADIO,32,0,7.0976637818717165,-96.29627075195313,-96.29627075195313,0.07514786720275879,0.12397503852844238,32,,,,CenterFallback,1,,,[]
20250713_200753_915,-90,NO_RADIO,32,0,6.7246285235671195,-96.42849044799804,-96.42849044799804,0.06980538368225098,0.17593121528625488,32,,,,CenterFallback,1,,,[]
20250713_200754_162,-90,NO_RADIO,32,0,7.183775023697635,-96.12810516357422,-96.12810516357422,0.09930181503295898,0.14395952224731445,32,,,,CenterFallback,1,,,[]
20250713_200754_406,-90,13,13,-27.6,22.15969548622313,-81.39520072937012,-81.39520072937012,0.11598968505859375,0.1633284091949463,13,13,13,27.6,YOLO,1,22.15969548622313,0,[0]
20250713_200754_687,-90,14,14,-26.1,22.25484402558608,-81.3119571685791,-81.3119571685791,0.10248613357543945,0.14077496528625488,14,14,14,26.1,YOLO,1,22.25484402558608,0,"[0, 0]"
20250713_200754_931,-90,14,14,-26.1,22.60232389485232,-80.8609848022461,-80.8609848022461,0.10038542747497559,0.16359448432922363,14,14,14,26.1,YOLO,1,22.60232389485232,0,"[0, 0, 0]"
20250713_200755_197,-90,15,15,-24.7,22.36192304316839,-81.13942985534668,-81.13942985534668,0.09939861297607422,0.16118264198303223,15,15,15,24.7,YOLO,1,22.36192304316839,0,"[0, 0, 0, 0]"
20250713_200755_458,-90,15,15,-24.7,18.034744778682523,-84.83096313476562,-84.83096313476562,0.10125017166137695,3.9303932189941406,15,14,14,26.1,NeighborSearch,21,18.423927631887366,-1,"[0, 0, 0, 0]"
20250713_200759_491,-90,16,16,-23.2,6.54850946270227,-80.71560859680176,-80.71560859680176,0.16489291191101074,0.29233264923095703,16,16,16,23.2,OffsetCorrected,2,22.55755922820842,0,"[0, 0, 0, 0, 0]"
20250713_200759_950,-90,16,16,-23.2,22.596121282948417,-80.82031784057617,-80.82031784057617,0.12109875679016113,0.10600590705871582,16,16,16,23.2,YOLO,1,22.596121282948417,0,"[0, 0, 0, 0, 0, 0]"
20250713_200800_178,-90,16,16,-23.2,22.93631378250265,-80.54933319091796,-80.54933319091796,0.10123658180236816,0.16926932334899902,16,16,16,23.2,YOLO,1,22.93631378250265,0,"[0, 0, 0, 0, 0, 0, 0]"
20250713_200800_450,-90,16,16,-23.2,22.844897206715586,-80.47115936279297,-80.47115936279297,0.10233211517333984,0.10683989524841309,16,16,16,23.2,YOLO,1,22.844897206715586,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
20250713_200800_660,-90,16,16,-23.2,22.7797981950729,-80.61478042602539,-80.61478042602539,0.10121512413024902,0.18762564659118652,16,16,16,23.2,YOLO,1,22.7797981950729,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_200800_950,-90,16,16,-23.2,22.78510339276444,-80.61642456054688,-80.61642456054688,0.10385632514953613,0.11657571792602539,16,16,16,23.2,YOLO,1,22.78510339276444,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_200801_171,-90,16,16,-23.2,22.615512317914707,-80.61994171142578,-80.61994171142578,0.10139274597167969,0.17898225784301758,16,16,16,23.2,YOLO,1,22.615512317914707,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_200801_453,-90,16,16,-23.2,22.46747969899171,-80.81700134277344,-80.81700134277344,0.10266590118408203,0.13283133506774902,16,16,16,23.2,YOLO,1,22.46747969899171,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_200801_690,-90,16,16,-23.2,23.098182792293557,-80.20377540588379,-80.20377540588379,0.10178709030151367,0.16304636001586914,16,16,16,23.2,YOLO,1,23.098182792293557,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_200801_956,-90,16,16,-23.2,23.50462064945023,-79.8119125366211,-79.8119125366211,0.10082721710205078,0.1069638729095459,16,16,16,23.2,YOLO,1,23.50462064945023,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_200802_164,-90,16,16,-23.2,23.962306222468484,-79.31469612121582,-79.31469612121582,0.09983706474304199,0.1632089614868164,16,16,16,23.2,YOLO,1,23.962306222468484,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_200802_429,-90,17,17,-21.8,23.95342456354156,-79.30865173339843,-79.30865173339843,0.10022401809692383,0.1059412956237793,17,17,17,21.8,YOLO,1,23.95342456354156,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_200802_636,-90,17,17,-21.8,23.068222076927,-80.20339965820312,-80.20339965820312,0.10875272750854492,0.16785049438476562,17,17,17,21.8,YOLO,1,23.068222076927,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
