Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s)
20250723_150743_328,-40,59,59,39.2,18.086709165695112,-84.59288787841797,0.2361242771148681,0.1584677696228027
20250723_150743_724,-40,59,59,39.2,18.087454306334607,-84.68475341796875,0.2334427833557129,0.101954698562622
20250723_150744_061,-40,NO_RADIO,59,39.2,18.20217224141419,-84.49990234375,0.1616275310516357,0.1583378314971923
20250723_150744_382,-40,58,58,37.7,18.195414321597525,-84.5958251953125,0.2681233882904053,0.1019864082336425
20250723_150744_753,-40,58,58,37.7,19.473612382306484,-83.30053329467773,0.229687213897705,0.1583583354949951
20250723_150745_143,-40,58,58,37.7,19.593659385628698,-83.24342651367188,0.2304563522338867,0.1019215583801269
20250723_150745_476,-40,58,58,37.7,19.784493414308717,-82.92784118652344,0.2322957515716552,0.1583545207977295
20250723_150745_868,-40,NO_RADIO,58,37.7,19.473569732442613,-83.19905662536621,0.1586382389068603,0.1020448207855224
20250723_150746_130,-40,NO_RADIO,58,37.7,19.709982548912947,-82.94496078491211,0.1620395183563232,0.1582856178283691
20250723_150746_452,-40,NO_RADIO,58,37.7,19.885552675905032,-82.81928253173828,0.1621670722961425,0.1020245552062988
20250723_150746_718,-40,NO_RADIO,58,37.7,19.864978121292157,-82.99754905700684,0.1646664142608642,0.158334732055664
20250723_150747_042,-40,NO_RADIO,58,37.7,19.75091175190046,-82.95158767700195,0.1650161743164062,0.1021065711975097
20250723_150747_310,-39,NO_RADIO,58,37.7,18.59606847497639,-84.15795135498047,0.1645271778106689,0.1583175659179687
20250723_150747_634,-39,58,58,37.7,18.72365770546868,-84.03179664611817,0.2408781051635742,0.1019563674926757
20250723_150747_978,-39,NO_RADIO,58,37.7,18.91084190186423,-83.82115936279297,0.1568922996520996,0.1582355499267578
20250723_150748_295,-39,NO_RADIO,58,37.7,18.813833797673112,-83.8794921875,0.1584324836730957,0.1019890308380127
20250723_150748_556,-39,NO_RADIO,58,37.7,18.43417250517463,-84.18843841552734,0.1614000797271728,0.1583623886108398
20250723_150748_878,-39,NO_RADIO,58,37.7,18.38601845269369,-84.34470138549804,0.1642601490020752,0.1020476818084716
20250723_150749_145,-39,NO_RADIO,58,37.7,18.912712389707977,-83.74330139160156,0.1585080623626709,0.1582858562469482
20250723_150749_463,-39,NO_RADIO,58,37.7,18.768531722242045,-83.88048553466797,0.1611180305480957,0.1020560264587402
20250723_150749_728,-39,NO_RADIO,58,37.7,18.49355916761992,-84.24518394470215,0.1645543575286865,0.1584753990173339
