Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),TX Beam Index,TX Beam Angle,Adjustment Method,Beams Checked in Search,SNR (dB),Offset Error,Beam Offset History
20250714_074532_920,-90,49,49,24.7,7.003562774658221,-93.74571990966797,-93.74571990966797,0.13766050338745117,9.698999404907227,49,15,15,24.7,NeighborSearch,63,9.350870877241533,-34,[]
20250714_074542_760,-90,17,17,-21.8,7.5759540165290105,-69.84108695983886,-69.84108695983886,0.11440134048461914,5.472058296203613,17,34,34,-2.9,NeighborSearch,34,33.43596619582766,17,[17]
20250714_074548_347,-90,NO_RADIO,17,-21.8,7.106258492346456,-95.60927734375001,-95.60927734375001,0.11800956726074219,0.16150569915771484,17,,,,CenterFallback,1,,,[17]
20250714_074548_628,-90,NO_RADIO,17,-21.8,7.683152055654489,-95.32933807373047,-95.32933807373047,0.09513020515441895,0.10893559455871582,17,,,,CenterFallback,1,,,[17]
20250714_074548_833,-90,NO_RADIO,17,-21.8,8.067490683711341,-94.68475341796875,-94.68475341796875,0.08500409126281738,0.16424965858459473,17,,,,CenterFallback,1,,,[17]
20250714_074549_084,-90,NO_RADIO,17,-21.8,6.95480808760604,-95.9241714477539,-95.9241714477539,0.07921338081359863,0.14113116264343262,17,,,,CenterFallback,1,,,[17]
20250714_074549_305,-90,NO_RADIO,17,-21.8,8.947035458090653,-93.99395751953125,-93.99395751953125,0.07773470878601074,0.1638643741607666,17,,,,CenterFallback,1,,,[17]
20250714_074549_548,-90,NO_RADIO,17,-21.8,10.11480150885707,-92.70008850097656,-92.70008850097656,0.07518744468688965,0.10934901237487793,17,,,,CenterFallback,1,,,[17]
20250714_074549_734,-90,NO_RADIO,17,-21.8,7.6773983138604365,-95.6165771484375,-95.6165771484375,0.07411408424377441,0.1648399829864502,17,,,,CenterFallback,1,,,[17]
20250714_074549_974,-90,NO_RADIO,17,-21.8,7.6719715473448105,-95.32933807373047,-95.32933807373047,0.07439231872558594,0.15199542045593262,17,,,,CenterFallback,1,,,[17]
20250714_074550_201,-90,NO_RADIO,17,-21.8,16.874930317535743,-86.45316314697266,-86.45316314697266,0.07511520385742188,0.16417527198791504,17,,,,CenterFallback,1,,,[17]
20250714_074550_442,-90,NO_RADIO,17,-21.8,17.334714944741222,-85.93175315856934,-85.93175315856934,0.07316708564758301,0.10518670082092285,17,,,,CenterFallback,1,,,[17]
20250714_074550_621,-90,NO_RADIO,17,-21.8,34.756846643201555,-68.319677734375,-68.319677734375,0.0749974250793457,0.20661139488220215,17,,,,CenterFallback,1,,,[17]
20250714_074550_904,-90,NO_RADIO,17,-21.8,36.36680646747517,-66.40651588439941,-66.40651588439941,0.07577633857727051,0.13278985023498535,17,,,,CenterFallback,1,,,[17]
20250714_074551_114,-90,23,23,-13.1,27.147574946680038,-75.59639587402344,-75.59639587402344,0.11096382141113281,0.16989994049072266,23,23,23,13.1,YOLO,1,27.147574946680038,0,"[17, 0]"
20250714_074551_396,-90,NO_RADIO,23,-13.1,26.21010306010413,-76.55095443725585,-76.55095443725585,0.06569838523864746,0.10631227493286133,23,,,,CenterFallback,1,,,"[17, 0]"
20250714_074551_569,-90,20,20,-17.4,23.186303843068274,-79.396439743042,-79.396439743042,0.10420799255371094,0.1674954891204834,20,20,20,17.4,YOLO,1,23.186303843068274,0,"[17, 0, 0]"
20250714_074551_842,-90,19,19,-18.9,23.328320812751812,-79.39541473388672,-79.39541473388672,0.09707307815551758,0.10735154151916504,19,19,19,18.9,YOLO,1,23.328320812751812,0,"[17, 0, 0, 0]"
20250714_074552_047,-90,18,18,-20.3,23.056813665433594,-79.64450073242188,-79.64450073242188,0.09634947776794434,0.1809849739074707,18,18,18,20.3,YOLO,1,23.056813665433594,0,"[17, 0, 0, 0, 0]"
20250714_074552_326,-90,NO_RADIO,18,-20.3,23.81122507079047,-78.88455963134766,-78.88455963134766,0.06479787826538086,0.13001132011413574,18,,,,CenterFallback,1,,,"[17, 0, 0, 0, 0]"
20250714_074552_522,-90,NO_RADIO,18,-20.3,22.187034792941034,-80.4764347076416,-80.4764347076416,0.0710444450378418,0.17003941535949707,18,,,,CenterFallback,1,,,"[17, 0, 0, 0, 0]"
20250714_074552_764,-90,14,14,-26.1,22.086260086409382,-90.0145492553711,-90.0145492553711,0.11268472671508789,11.797712564468384,14,16,16,23.2,NeighborSearch,63,12.519844324209842,-1,"[17, 0, 0, 0, 0]"
