Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),YOLO Time (s),Beam Sweep Time (s)
20250713_194056_955,-90,NO_RADIO,51,27.6,13,27.6,9.656997120434255,0.07640647888183594,0.2878572940826416
20250713_194057_320,-90,NO_RADIO,51,27.6,13,27.6,7.2451149810014925,0.10998940467834473,0.1653578281402588
20250713_194057_597,-90,NO_RADIO,51,27.6,13,27.6,7.2947158622744865,0.07619905471801758,0.11229205131530762
20250713_194057_786,-90,51,51,27.6,13,27.6,6.080033487050699,0.10640096664428711,0.16734814643859863
20250713_194058_061,-90,NO_RADIO,51,27.6,13,27.6,6.42258552259095,0.0678102970123291,0.14453482627868652
20250713_194058_274,-90,NO_RADIO,51,27.6,13,27.6,6.483211856897967,0.07104325294494629,0.16431522369384766
20250713_194058_511,-90,NO_RADIO,51,27.6,13,27.6,6.889531522657919,0.07870769500732422,0.10938501358032227
20250713_194058_700,-90,NO_RADIO,51,27.6,13,27.6,6.483430182510091,0.07907772064208984,0.2266833782196045
20250713_194059_007,-90,NO_RADIO,51,27.6,13,27.6,6.694152227777167,0.08267068862915039,0.11586642265319824
20250713_194059_206,-90,NO_RADIO,51,27.6,13,27.6,6.9447507283158245,0.08144688606262207,0.18995118141174316
20250713_194059_479,-90,NO_RADIO,51,27.6,13,27.6,6.895633529710835,0.07987642288208008,0.10674786567687988
20250713_194059_666,-90,NO_RADIO,51,27.6,13,27.6,8.044177451026044,0.07990217208862305,0.17366886138916016
20250713_194059_921,-90,NO_RADIO,51,27.6,13,27.6,7.773340561782703,0.08198356628417969,0.1447584629058838
20250713_194100_149,-90,NO_RADIO,51,27.6,13,27.6,8.541199445970392,0.0803525447845459,0.18488860130310059
20250713_194100_415,-90,NO_RADIO,51,27.6,13,27.6,9.016954027821043,0.08118343353271484,0.16376113891601562
20250713_194100_661,-90,NO_RADIO,51,27.6,13,27.6,8.734860018362724,0.08355402946472168,0.16895532608032227
20250713_194100_915,-90,NO_RADIO,51,27.6,13,27.6,9.013544450670963,0.08467292785644531,0.11200213432312012
20250713_194101_113,-90,NO_RADIO,51,27.6,13,27.6,9.13100143961411,0.08029413223266602,0.19682860374450684
20250713_194101_391,-90,NO_RADIO,51,27.6,13,27.6,9.698948860129605,0.0787191390991211,0.2483384609222412
