Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History,Received Jetson inference Time,Set TX Beam Time (s),Set RX Beam Time (s),Stabilize Beam Time (s),Measure SNR Time (s)
20250724_012157_059,-40,63,63,45.0,24.598151470633383,-77.79602584838867,-77.79602584838867,0.103358507156372,0.1020355224609375,63,63.0,YOLO,1,32,0.0,24.598151470633383,0.0,[],0.1030135154724121,0.0504868030548095,0.0504827499389648,0.0003952980041503,0.0006656646728515
20250724_012155_657,-40,59,59,39.2,23.191108597823927,-79.10346984863281,-79.10346984863281,0.0987660884857177,0.1019787788391113,59,59.0,YOLO,1,32,0.0,23.191108597823927,0.0,[],0.0984456539154052,0.0504317283630371,0.0504939556121826,0.0004036426544189,0.0006446838378906
20250724_012156_589,-40,58,58,37.7,22.47300331223343,-79.70693702697754,-79.70693702697754,0.1062586307525634,0.1019849777221679,58,58.0,YOLO,1,32,0.0,22.47300331223343,0.0,[],0.105914831161499,0.0504591464996337,0.0504815578460693,0.0003819465637207,0.0006568431854248
20250724_012155_409,-40,59,59,39.2,23.353343434919083,-78.92810821533203,-78.92810821533203,0.0880177021026611,0.1583461761474609,59,59.0,YOLO,1,32,0.0,23.353343434919083,0.0,[],0.087618350982666,0.0504698753356933,0.0504560470581054,0.0567188262939453,0.0006961822509765
20250724_012157_266,-40,58,58,37.7,24.58349359575456,-77.65938415527344,-77.65938415527344,0.1013498306274414,0.1584787368774414,58,58.0,YOLO,1,32,0.0,24.58349359575456,0.0,[],0.100989818572998,0.0505299568176269,0.0505182743072509,0.0567080974578857,0.0007159709930419
20250724_012155_859,-40,59,59,39.2,22.733271107732307,-79.47053756713868,-79.47053756713868,0.1008970737457275,0.1583917140960693,59,59.0,YOLO,1,32,0.0,22.733271107732307,0.0,[],0.1006045341491699,0.0504627227783203,0.0504791736602783,0.0567634105682373,0.0006794929504394
20250724_012156_327,-40,59,59,39.2,22.09413097762692,-80.22887992858887,-80.22887992858887,0.1016268730163574,0.1583187580108642,59,59.0,YOLO,1,32,0.0,22.09413097762692,0.0,[],0.101320743560791,0.0504512786865234,0.050469160079956,0.0567452907562255,0.0006470680236816
20250724_012156_120,-40,59,59,39.2,22.65736406772785,-79.68978118896484,-79.68978118896484,0.103431224822998,0.1020164489746093,59,59.0,YOLO,1,32,0.0,22.65736406772785,0.0,[],0.1031010150909423,0.0504653453826904,0.0504624843597412,0.0004010200500488,0.0006828308105468
20250724_012157_528,-39,58,58,37.7,24.58941249193758,-77.66447067260742,-77.66447067260742,0.1026334762573242,0.1020469665527343,58,58.0,YOLO,1,32,0.0,24.58941249193758,0.0,[],0.1022698879241943,0.050483226776123,0.0504965782165527,0.0003869533538818,0.0006749629974365
20250724_012157_734,-39,58,58,37.7,23.56099541528522,-78.71159362792969,-78.71159362792969,0.1011717319488525,0.158381700515747,58,58.0,YOLO,1,32,0.0,23.56099541528522,0.0,[],0.1008367538452148,0.0504615306854248,0.0504887104034423,0.0567274093627929,0.0006978511810302
20250724_012158_672,-39,58,58,37.7,23.613167866731487,-78.80254287719727,-78.80254287719727,0.102097749710083,0.1584632396697998,58,58.0,YOLO,1,32,0.0,23.613167866731487,0.0,[],0.1017405986785888,0.0504670143127441,0.0505075454711914,0.0567808151245117,0.0007011890411376
20250724_012158_203,-39,58,58,37.7,23.38778257430579,-78.88999710083007,-78.88999710083007,0.1011633872985839,0.1583704948425293,58,58.0,YOLO,1,32,0.0,23.38778257430579,0.0,[],0.1008358001708984,0.0504069328308105,0.0504875183105468,0.056765079498291,0.0007045269012451
20250724_012158_464,-39,58,58,37.7,23.422327844773108,-78.81442947387696,-78.81442947387696,0.1046345233917236,0.102104902267456,58,58.0,YOLO,1,32,0.0,23.422327844773108,0.0,[],0.1042931079864502,0.0504710674285888,0.0505354404449462,0.000396728515625,0.000694990158081
20250724_012159_140,-39,58,58,37.7,23.59366138579223,-78.65372581481934,-78.65372581481934,0.1009538173675537,0.1583397388458252,58,58.0,YOLO,1,32,0.0,23.59366138579223,0.0,[],0.1005911827087402,0.0504493713378906,0.0504426956176757,0.0567679405212402,0.0006730556488037
20250724_012159_401,-39,57,57,36.3,23.630227726091647,-78.67435874938965,-78.67435874938965,0.1026504039764404,0.102006196975708,57,57.0,YOLO,1,32,0.0,23.630227726091647,0.0,[],0.1022934913635253,0.0505094528198242,0.0504765510559082,0.0003824234008789,0.0006330013275146
20250724_012158_934,-39,58,58,37.7,23.629464051467565,-78.6364315032959,-78.6364315032959,0.10239839553833,0.1020424365997314,58,58.0,YOLO,1,32,0.0,23.629464051467565,0.0,[],0.1020839214324951,0.0505111217498779,0.0504522323608398,0.0004072189331054,0.0006673336029052
20250724_012201_274,-38,57,57,36.3,22.855056922137848,-79.4382495880127,-79.4382495880127,0.1027474403381347,0.1019670963287353,57,57.0,YOLO,1,32,0.0,22.855056922137848,0.0,[],0.1023671627044677,0.0504770278930664,0.0504720211029052,0.0003864765167236,0.0006260871887207
20250724_012200_075,-38,58,58,37.7,21.37721787521233,-80.84610900878906,-80.84610900878906,0.1018457412719726,0.1584782600402832,58,58.0,YOLO,1,32,0.0,21.37721787521233,0.0,[],0.1015307903289794,0.0504777431488037,0.0505180358886718,0.0568330287933349,0.0006434917449951
20250724_012159_607,-38,58,58,37.7,21.523085138869504,-80.73414688110351,-80.73414688110351,0.1012496948242187,0.1584446430206298,58,58.0,YOLO,1,32,0.0,21.523085138869504,0.0,[],0.1009125709533691,0.050513744354248,0.0504343509674072,0.056741714477539,0.0007479190826416
20250724_012200_805,-38,57,57,36.3,22.62873409152583,-79.72305068969726,-79.72305068969726,0.1033732891082763,0.1020677089691162,57,57.0,YOLO,1,32,0.0,22.62873409152583,0.0,[],0.103034496307373,0.050485610961914,0.0504648685455322,0.0004000663757324,0.0007116794586181
20250724_012201_012,-38,57,57,36.3,22.943633378977268,-79.32091522216797,-79.32091522216797,0.1022074222564697,0.158437967300415,57,57.0,YOLO,1,32,0.0,22.943633378977268,0.0,[],0.1019301414489746,0.0504696369171142,0.0504987239837646,0.0567378997802734,0.0007247924804687
20250724_012200_337,-38,NO_RADIO,58,37.7,21.46632007675683,-80.87018585205078,-80.87018585205078,0.1015448570251464,0.1019954681396484,58,,CenterFallback,1,32,0.0,,,[],0.1012208461761474,0.0504713058471679,0.0504412651062011,0.000401496887207,0.0006439685821533
20250724_012159_869,-38,NO_RADIO,58,37.7,21.60972466994156,-80.68121948242188,-80.68121948242188,0.1028306484222412,0.1020276546478271,58,,CenterFallback,1,32,0.0,,,[],0.1025104522705078,0.0504834651947021,0.0504534244537353,0.0003979206085205,0.0006542205810546
20250724_012200_542,-38,57,57,36.3,22.631904573818503,-79.72926406860351,-79.72926406860351,0.1027801036834716,0.1583294868469238,57,57.0,YOLO,1,32,0.0,22.631904573818503,0.0,[],0.1024615764617919,0.0505034923553466,0.0504596233367919,0.0567076206207275,0.00065279006958
20250724_012201_738,-37,57,57,36.3,20.44351124717421,-81.76946182250977,-81.76946182250977,0.097574234008789,0.1020131111145019,57,57.0,YOLO,1,32,0.0,20.44351124717421,0.0,[],0.0972378253936767,0.0504908561706543,0.0504536628723144,0.0004019737243652,0.0006618499755859
