Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History,Received Jetson inference Time,Set TX Beam Time (s),Set RX Beam Time (s),Stabilize Beam Time (s),Measure SNR Time (s)
20250724_012105_765,-65,NO_RADIO,32,0,7.2700901031494,-95.4705810546875,-95.4705810546875,0.13417267799377441,0.1024630069732666,32,,CenterFallback,1,32,0,,,[],0.13370347023010254,0.0505213737487793,0.05044078826904297,0.0004553794860839844,0.001001596450805664
20250724_012106_006,-65,NO_RADIO,32,0,6.823698612164293,-95.4705810546875,-95.4705810546875,0.1008749008178711,0.15646958351135254,32,,CenterFallback,1,32,0,,,[],0.1005096435546875,0.050461530685424805,0.050485849380493164,0.0547788143157959,0.0006916522979736328
20250724_012106_265,-65,NO_RADIO,32,0,6.910502562282247,-95.6165771484375,-95.6165771484375,0.10458493232727051,0.10204577445983887,32,,CenterFallback,1,32,0,,,[],0.1042165756225586,0.05046415328979492,0.0504910945892334,0.0004010200500488281,0.0006530284881591797
20250724_012106_473,-65,NO_RADIO,32,0,6.727608267481287,-96.04537200927734,-96.04537200927734,0.10128045082092285,0.15870404243469238,32,,CenterFallback,1,32,0,,,[],0.10089731216430664,0.05045151710510254,0.05052447319030762,0.05689287185668945,0.0007810592651367188
20250724_012106_735,-65,NO_RADIO,32,0,6.934569460289907,-95.6165771484375,-95.6165771484375,0.10303997993469238,0.10198187828063965,32,,CenterFallback,1,32,0,,,[],0.1027212142944336,0.05046677589416504,0.05045747756958008,0.0003905296325683594,0.0006325244903564453
20250724_012106_942,-65,NO_RADIO,32,0,6.9092105759774824,-95.43484497070312,-95.43484497070312,0.09999823570251465,0.15839600563049316,32,,CenterFallback,1,32,0,,,[],0.09967041015625,0.05046343803405762,0.05045652389526367,0.05672001838684082,0.0007016658782958984
20250724_012107_202,-65,NO_RADIO,32,0,6.844598326254754,-95.43484497070312,-95.43484497070312,0.10167384147644043,0.10198473930358887,32,,CenterFallback,1,32,0,,,[],0.10136270523071289,0.05045294761657715,0.050462961196899414,0.0003981590270996094,0.0006344318389892578
20250724_012107_407,-65,NO_RADIO,32,0,6.876471997341767,-95.6165771484375,-95.6165771484375,0.10085487365722656,0.15903115272521973,32,,CenterFallback,1,32,0,,,[],0.10050106048583984,0.05047345161437988,0.051123857498168945,0.0567169189453125,0.0006656646728515625
20250724_012107_668,-64,NO_RADIO,32,0,7.199178209868364,-95.6165771484375,-95.6165771484375,0.10278701782226562,0.10209441184997559,32,,CenterFallback,1,32,0,,,[],0.10245561599731445,0.05045938491821289,0.05047416687011719,0.0003991127014160156,0.0007193088531494141
20250724_012107_875,-64,NO_RADIO,32,0,6.6720187399602935,-96.04537200927734,-96.04537200927734,0.09858441352844238,0.15841364860534668,32,,CenterFallback,1,32,0,,,[],0.09823131561279297,0.05045604705810547,0.05048656463623047,0.056746482849121094,0.0006716251373291016
20250724_012108_134,-64,NO_RADIO,32,0,6.686320587102898,-95.65385437011719,-95.65385437011719,0.10149741172790527,0.1021263599395752,32,,CenterFallback,1,32,0,,,[],0.10116982460021973,0.050482749938964844,0.050473928451538086,0.00040650367736816406,0.0007228851318359375
20250724_012108_339,-64,NO_RADIO,32,0,6.719145299743644,-95.76196441650391,-95.76196441650391,0.10113787651062012,0.15839433670043945,32,,CenterFallback,1,32,0,,,[],0.10081028938293457,0.05044412612915039,0.05045819282531738,0.0567784309387207,0.0006601810455322266
20250724_012108_600,-64,NO_RADIO,32,0,6.73761802405491,-95.65385437011719,-95.65385437011719,0.10258364677429199,0.10204362869262695,32,,CenterFallback,1,32,0,,,[],0.1023247241973877,0.050482749938964844,0.05046892166137695,0.00039505958557128906,0.0006463527679443359
20250724_012108_806,-64,NO_RADIO,32,0,6.957799355547053,-95.65199050903321,-95.65199050903321,0.10095429420471191,0.15846872329711914,32,,CenterFallback,1,32,0,,,[],0.10059571266174316,0.050450801849365234,0.050543785095214844,0.05674433708190918,0.0006754398345947266
20250724_012109_067,-64,63,63,45.0,7.335409401165492,-93.02901992797852,-93.02901992797852,0.10409307479858398,0.2679619789123535,63,63,OffsetFailed,2,63,45.0,9.653377774027845,0,[],0.10374593734741211,0.0504302978515625,0.05045461654663086,0.0003905296325683594,0.0006783008575439453
