Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s)
20250719_011555_386,-32,NO_RADIO,51,27.6,20.435098654550885,-83.19989814758301,0.0979578495025634,0.1014196872711181
20250719_011555_587,-32,51,51,27.6,21.151600469280325,-82.32233581542968,0.1047637462615966,0.1577589511871338
20250719_011556_546,-32,NO_RADIO,51,27.6,20.91753953933268,-82.6248779296875,0.1027069091796875,0.1578097343444824
20250719_011558_826,-32,NO_RADIO,51,27.6,20.8749075601172,-82.6248779296875,0.1001598834991455,0.1578638553619384
20250719_011557_918,-32,NO_RADIO,51,27.6,20.703902536583968,-82.62608795166015,0.0925085544586181,0.1579287052154541
20250719_011558_622,-32,NO_RADIO,51,27.6,20.78036933035284,-82.76312255859375,0.1018877029418945,0.1014425754547119
20250719_011557_262,-32,NO_RADIO,51,27.6,20.995948074594395,-82.48908996582031,0.0990159511566162,0.1014564037322998
20250719_011558_366,-32,NO_RADIO,51,27.6,21.001409186605443,-82.33121490478516,0.0969507694244384,0.1579010486602783
20250719_011555_850,-32,NO_RADIO,51,27.6,21.02852121388432,-82.48728942871094,0.1016745567321777,0.1013805866241455
20250719_011557_463,-32,NO_RADIO,51,27.6,21.21909071444655,-82.38026428222656,0.0951635837554931,0.1577630043029785
20250719_011559_085,-32,NO_RADIO,51,27.6,20.982015079629207,-82.44997787475586,0.1010811328887939,0.1014235019683837
20250719_011556_318,-32,NO_RADIO,51,27.6,21.118811107324333,-82.30317649841308,0.1257641315460205,0.1014413833618164
20250719_011557_006,-32,NO_RADIO,51,27.6,20.879756711120763,-82.61333694458008,0.0975356101989746,0.15773606300354
20250719_011557_717,-32,NO_RADIO,51,27.6,21.09826647298013,-82.26860809326172,0.0983278751373291,0.1014716625213623
20250719_011558_169,-32,NO_RADIO,51,27.6,20.92642805266464,-82.60442352294922,0.0944240093231201,0.1014103889465332
20250719_011556_054,-32,NO_RADIO,51,27.6,21.28537088638189,-82.44997787475586,0.1054921150207519,0.1577520370483398
20250719_011556_808,-32,NO_RADIO,51,27.6,20.872543783862422,-82.6248779296875,0.0962221622467041,0.1014392375946044
20250719_011602_762,-31,NO_RADIO,51,27.6,21.03129518070768,-82.4513168334961,0.1010403633117675,0.1013987064361572
20250719_011600_931,-31,NO_RADIO,51,27.6,20.71312498102121,-82.80100517272949,0.0936229228973388,0.1014237403869628
20250719_011600_674,-31,NO_RADIO,51,27.6,20.89507784909753,-82.52173614501953,0.0990676879882812,0.1578035354614257
20250719_011559_750,-31,NO_RADIO,51,27.6,20.96396124960458,-82.64356231689453,0.0972201824188232,0.1578400135040283
20250719_011601_127,-31,NO_RADIO,51,27.6,20.71601773192577,-82.81763191223145,0.0991802215576171,0.1578142642974853
20250719_011601_585,-31,NO_RADIO,51,27.6,20.884921720402417,-82.58001823425293,0.0987775325775146,0.1577975749969482
20250719_011600_006,-31,NO_RADIO,51,27.6,20.74513624602787,-82.70957946777344,0.1019065380096435,0.1014258861541748
20250719_011602_046,-31,NO_RADIO,51,27.6,20.92955902240857,-82.48620834350587,0.0987570285797119,0.1577985286712646
20250719_011602_504,-31,NO_RADIO,51,27.6,20.896802178707706,-82.38000030517578,0.0995295047760009,0.1578099727630615
20250719_011601_385,-31,NO_RADIO,51,27.6,20.6516549608873,-82.66570816040038,0.0980756282806396,0.1013791561126709
20250719_011559_288,-31,NO_RADIO,51,27.6,21.04752763297246,-82.31729888916016,0.1028945446014404,0.1578195095062255
20250719_011600_211,-31,NO_RADIO,51,27.6,20.96568740949404,-82.4513168334961,0.1021819114685058,0.1577887535095214
20250719_011602_965,-31,NO_RADIO,51,27.6,21.092012435157628,-82.4513168334961,0.0935182571411132,0.1579124927520752
20250719_011603_218,-31,NO_RADIO,51,27.6,20.96161843525394,-82.53039016723633,0.0966243743896484,0.1013727188110351
20250719_011600_471,-31,NO_RADIO,51,27.6,21.035616070614893,-82.51628112792969,0.0999269485473632,0.101478099822998
20250719_011602_303,-31,NO_RADIO,51,27.6,20.96654030540023,-82.60368270874024,0.0982193946838378,0.1013979911804199
20250719_011601_843,-31,NO_RADIO,51,27.6,20.927450842334395,-82.53604240417481,0.100658893585205,0.1014089584350586
20250719_011607_102,-30,51,51,27.6,20.51477507322039,-82.94536094665527,0.1014859676361084,0.157982587814331
20250719_011603_674,-30,50,50,26.1,20.33880482772741,-83.32039413452148,0.0944592952728271,0.1013717651367187
20250719_011604_590,-30,51,51,27.6,19.99601551078905,-83.35355491638184,0.1027793884277343,0.1014750003814697
20250719_011603_417,-30,NO_RADIO,51,27.6,20.38037100200356,-83.18492317199707,0.0989339351654052,0.1578929424285888
20250719_011605_714,-30,51,51,27.6,20.03840815800949,-83.40924072265625,0.1047892570495605,0.1578364372253418
20250719_011605_052,-30,50,50,26.1,21.201325021327847,-82.31894416809082,0.0972886085510253,0.1013972759246826
20250719_011604_334,-30,51,51,27.6,19.89734891895389,-83.54532623291016,0.0969562530517578,0.1578133106231689
20250719_011606_180,-30,50,50,26.1,20.807417421434906,-82.65339736938476,0.1001079082489013,0.157761812210083
20250719_011605_251,-30,51,51,27.6,20.45705215046398,-82.94496078491211,0.0989477634429931,0.1578555107116699
20250719_011604_132,-30,51,51,27.6,20.90268028444953,-82.48854866027833,0.1001279354095459,0.1014361381530761
20250719_011604_795,-30,50,50,26.1,21.226400053775848,-82.32224922180175,0.0984649658203125,0.1578311920166015
20250719_011606_438,-30,51,51,27.6,20.890754589141338,-82.64272117614746,0.1003217697143554,0.1014187335968017
20250719_011603_871,-30,50,50,26.1,20.96515747184409,-82.52200965881347,0.1018421649932861,0.1578438282012939
20250719_011606_641,-30,50,50,26.1,21.011552462828377,-82.42961120605469,0.1019160747528076,0.1579620838165283
20250719_011605_977,-30,51,51,27.6,20.145290499760875,-83.24438972473145,0.0999238491058349,0.1014018058776855
20250719_011606_902,-30,51,51,27.6,21.05433646267224,-82.37956085205079,0.0977005958557128,0.1013827323913574
20250719_011605_509,-30,51,51,27.6,20.424674472516628,-83.02484893798828,0.1024022102355957,0.101426362991333
20250719_011609_673,-29,50,50,26.1,20.222634519594,-83.14083862304688,0.0984511375427246,0.1015360355377197
20250719_011608_955,-29,50,50,26.1,20.59187472938632,-82.91327476501465,0.0981707572937011,0.1578702926635742
20250719_011607_362,-29,50,50,26.1,20.354810388980624,-83.06478614807129,0.1048471927642822,0.1014163494110107
20250719_011607_827,-29,50,50,26.1,20.41488808181417,-83.02484893798828,0.1027491092681884,0.1014330387115478
20250719_011608_489,-29,50,50,26.1,20.661092026992137,-82.77584075927734,0.102447509765625,0.157820463180542
20250719_011608_750,-29,50,50,26.1,20.59526940427645,-82.84833106994628,0.1029002666473388,0.1014175415039062
20250719_011611_049,-29,50,50,26.1,20.47739376935825,-82.91766242980957,0.0959153175354003,0.1014230251312255
20250719_011610_128,-29,50,50,26.1,20.71633116160703,-82.77593688964843,0.0998778343200683,0.1014549732208252
20250719_011608_286,-29,NO_RADIO,50,26.1,20.74352536754205,-82.68616790771485,0.1004292964935302,0.1015045642852783
20250719_011610_589,-29,50,50,26.1,20.93468574315395,-82.48683815002441,0.101877212524414,0.1015021800994873
20250719_011610_793,-29,50,50,26.1,20.46751754206973,-83.02484893798828,0.0967769622802734,0.1578640937805175
20250719_011609_414,-29,50,50,26.1,20.2504926412708,-83.06591796875,0.0996105670928955,0.1578786373138427
20250719_011607_569,-29,50,50,26.1,20.348234410717595,-83.09905242919922,0.0994081497192382,0.1578667163848877
20250719_011610_330,-29,50,50,26.1,20.780324997076235,-82.66495819091797,0.0999760627746582,0.1578419208526611
20250719_011609_874,-29,50,50,26.1,20.63610363596732,-82.80654258728028,0.0954463481903076,0.1577932834625244
20250719_011609_212,-29,50,50,26.1,20.54996543434359,-82.76014442443848,0.0997869968414306,0.1013827323913574
20250719_011608_033,-29,50,50,26.1,20.77351314990284,-82.73856391906739,0.095071792602539,0.1577813625335693
20250719_011615_234,-28,50,50,26.1,19.86505735938005,-83.54383354187011,0.0970616340637207,0.1014678478240966
20250719_011613_864,-28,50,50,26.1,20.29201367491582,-83.16431198120118,0.1003806591033935,0.1013705730438232
20250719_011612_678,-28,50,50,26.1,19.9163571109884,-83.46282653808593,0.1044378280639648,0.1577918529510498
20250719_011614_978,-28,50,50,26.1,20.061475153454552,-83.50862121582031,0.0977306365966796,0.1577775478363037
20250719_011612_208,-28,50,50,26.1,19.96094058535656,-83.51547241210938,0.1030566692352294,0.1578047275543213
20250719_011613_607,-28,50,50,26.1,20.33174668265343,-83.00965194702148,0.0984761714935302,0.1578855514526367
20250719_011613_404,-28,50,50,26.1,20.770640869511283,-82.6940185546875,0.1000347137451171,0.1014318466186523
20250719_011613_144,-28,49,49,24.7,20.69634156206521,-82.64356231689453,0.1020312309265136,0.1578137874603271
20250719_011612_470,-28,50,50,26.1,19.92879275962484,-83.61968231201172,0.1051983833312988,0.1015360355377197
20250719_011614_066,-28,50,50,26.1,20.08246441208813,-83.22486839294433,0.0967881679534912,0.1578524112701416
20250719_011614_779,-28,50,50,26.1,19.911435598773124,-83.42680358886719,0.0964801311492919,0.1015069484710693
20250719_011612_941,-28,50,50,26.1,19.80073798255076,-83.57201805114747,0.1004698276519775,0.1014561653137207
20250719_011611_507,-28,50,50,26.1,20.07445240116931,-83.35377502441406,0.1308789253234863,0.1013226509094238
20250719_011612_004,-28,50,50,26.1,19.964660330726588,-83.4257984161377,0.1025788784027099,0.1013917922973632
20250719_011611_247,-28,50,50,26.1,20.829500781392483,-82.62664642333985,0.1018848419189453,0.1578314304351806
20250719_011614_322,-28,50,50,26.1,20.01631336141984,-83.42713928222656,0.0962755680084228,0.1014628410339355
20250719_011611_740,-28,50,50,26.1,19.924467505091,-83.32039413452148,0.1043441295623779,0.1578726768493652
20250719_011615_894,-27,49,49,24.7,20.24276350401256,-83.19755744934082,0.1016209125518798,0.1577832698822021
20250719_011615_433,-27,50,50,26.1,18.81658646916777,-84.47700691223145,0.10129976272583,0.1577763557434082
20250719_011616_615,-27,49,49,24.7,20.1605956150849,-83.24492645263672,0.1018884181976318,0.1014227867126464
20250719_011618_193,-27,49,49,24.7,20.00502667399484,-83.37576675415039,0.0970315933227539,0.1578426361083984
