Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s)
20250719_034504_336,-32,NO_RADIO,32,0.0,7.783557642801625,-94.6549072265625,0.0973837375640869,0.1014132499694824
20250719_034504_982,-32,NO_RADIO,32,0.0,7.927213742420164,-94.59581756591795,0.0949275493621826,0.1577601432800293
20250719_034504_535,-32,NO_RADIO,32,0.0,7.935870278847389,-94.6549072265625,0.0924828052520752,0.1577842235565185
20250719_034504_080,-32,NO_RADIO,32,0.0,8.084451315962141,-94.33944702148438,0.0964522361755371,0.1578571796417236
20250719_034505_437,-31,NO_RADIO,32,0.0,7.500061815534636,-94.93123626708984,0.0984032154083252,0.1578118801116943
20250719_034505_694,-31,NO_RADIO,32,0.0,7.618450072927203,-94.71480560302734,0.0938565731048584,0.1016695499420166
20250719_034505_236,-31,NO_RADIO,32,0.0,8.11758726321986,-94.33944702148438,0.0984551906585693,0.1014676094055175
20250719_034505_890,-31,51,51,27.6,20.52065633128646,-82.14002494812011,0.1008417606353759,0.1578257083892822
20250719_034507_056,-30,50,50,26.1,20.6779499051419,-81.96337623596192,0.104931354522705,0.1014008522033691
20250719_034506_150,-30,NO_RADIO,51,27.6,20.45413017253155,-82.39200630187989,0.0950891971588134,0.1013450622558593
20250719_034506_799,-30,50,50,26.1,20.7298995481396,-81.86181983947753,0.0987486839294433,0.1576869487762451
20250719_034506_602,-30,51,51,27.6,19.687786039030016,-82.91228408813477,0.0945606231689453,0.1013782024383544
20250719_034507_978,-29,50,50,26.1,20.05368059317945,-82.61901397705078,0.0979993343353271,0.101447582244873
20250719_034507_520,-29,50,50,26.1,19.777848894989305,-82.85304641723633,0.0990087985992431,0.1014349460601806
20250719_034507_264,-29,50,50,26.1,19.727539661518406,-82.88498458862304,0.0981090068817138,0.1577301025390625
20250719_034507_722,-29,50,50,26.1,20.04195087195437,-82.7397071838379,0.0980279445648193,0.1578314304351806
20250719_034508_179,-28,50,50,26.1,19.37338837299661,-83.27729797363281,0.0974569320678711,0.1576793193817138
20250719_034508_435,-28,50,50,26.1,19.238422898142147,-83.28716430664062,0.0952630043029785,0.1013956069946289
20250719_034508_632,-28,50,50,26.1,19.645412160295763,-82.99754905700684,0.0950541496276855,0.1577463150024414
20250719_034508_886,-28,49,49,24.7,19.594424203103173,-83.16567726135254,0.1022863388061523,0.1014707088470459
20250719_034509_091,-27,50,50,26.1,18.7697494750617,-83.91797637939453,0.0961718559265136,0.1577520370483398
20250719_034509_546,-27,49,49,24.7,19.88179665932799,-82.80731811523438,0.0978586673736572,0.1578097343444824
20250719_034509_803,-27,49,49,24.7,19.725159080521067,-82.86386489868164,0.0969407558441162,0.1015167236328125
20250719_034509_345,-27,50,50,26.1,18.38930546901841,-84.2210247039795,0.0985317230224609,0.1013672351837158
20250719_034510_922,-26,48,48,23.2,19.804995515174312,-82.71680564880371,0.0975475311279296,0.1577482223510742
20250719_034510_719,-26,48,48,23.2,19.97973967333091,-82.62385520935058,0.1003363132476806,0.1013875007629394
20250719_034510_259,-26,49,49,24.7,19.502216454901543,-83.03487510681153,0.1013417243957519,0.1013784408569336
20250719_034510_462,-26,48,48,23.2,19.862788925007592,-82.77584075927734,0.0986185073852539,0.157747745513916
20250719_034511_178,-25,48,48,23.2,19.6913670224193,-82.8545150756836,0.1053719520568847,0.1014020442962646
