Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_080807_414,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0972888469696044,0.0040476322174072,13,,CenterFallback,1,32,0,,
20250721_080807_518,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0898418426513671,0.0041148662567138,13,,CenterFallback,1,32,0,,
20250721_080807_615,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0887849330902099,0.0039887428283691,13,,CenterFallback,1,32,0,,
20250721_080807_711,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0893981456756591,0.0043299198150634,13,,CenterFallback,1,32,0,,
20250721_080807_808,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0934340953826904,0.0039732456207275,13,,CenterFallback,1,32,0,,
20250721_080807_907,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0900490283966064,0.00411057472229,13,,CenterFallback,1,32,0,,
20250721_080808_004,-32,NO_RADIO,13,-27.6,6.963587448807587,0.1006343364715576,0.0042850971221923,13,,CenterFallback,1,32,0,,
20250721_080808_112,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0883982181549072,0.0042004585266113,13,,CenterFallback,1,32,0,,
20250721_080808_208,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0990455150604248,0.004277229309082,13,,CenterFallback,1,32,0,,
20250721_080808_314,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0963087081909179,0.0041518211364746,13,,CenterFallback,1,32,0,,
20250721_080808_418,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0912644863128662,0.0039865970611572,13,,CenterFallback,1,32,0,,
20250721_080808_516,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0903899669647216,0.0036933422088623,13,,CenterFallback,1,32,0,,
20250721_080808_613,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0795860290527343,0.0043971538543701,13,,CenterFallback,1,32,0,,
20250721_080808_700,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0887916088104248,0.0043501853942871,13,,CenterFallback,1,32,0,,
20250721_080808_796,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0915613174438476,0.0043954849243164,13,,CenterFallback,1,32,0,,
20250721_080808_895,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0871872901916503,0.0042464733123779,13,,CenterFallback,1,32,0,,
20250721_080808_989,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0955827236175537,0.0039699077606201,13,,CenterFallback,1,32,0,,
20250721_080809_092,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0883572101593017,0.0041439533233642,13,,CenterFallback,1,32,0,,
20250721_080809_187,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0888698101043701,0.0043411254882812,13,,CenterFallback,1,32,0,,
20250721_080809_284,-32,NO_RADIO,13,-27.6,6.963587448807587,0.0924904346466064,0.0043914318084716,13,,CenterFallback,1,32,0,,
