Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s)
20250719_025508_109,-32,NO_RADIO,32,0.0,7.987759077429672,-94.56656646728516,0.1003472805023193,0.1579010486602783
20250719_025508_368,-32,NO_RADIO,32,0.0,7.665542151719023,-94.6549072265625,0.0996360778808593,0.1013739109039306
20250719_025508_570,-31,NO_RADIO,32,0.0,7.448631573014453,-94.93123626708984,0.0969574451446533,0.1577615737915039
20250719_025508_825,-31,NO_RADIO,32,0.0,7.804156164832193,-94.6549072265625,0.1022858619689941,0.1015233993530273
20250719_025509_030,-30,NO_RADIO,32,0.0,7.202040760204852,-95.32933807373048,0.101520299911499,0.1577966213226318
20250719_025509_290,-30,51,51,27.6,7.1895974575384685,-95.32933807373048,0.0992555618286132,0.1013760566711425
20250719_025509_492,-29,50,50,26.1,20.25897005314832,-82.51492156982422,0.1010293960571289,0.1578860282897949
20250719_025509_752,-29,51,51,27.6,20.076934647307795,-82.66984558105469,0.1035487651824951,0.1014385223388671
20250719_025509_957,-28,50,50,26.1,19.719059454595424,-82.99835968017578,0.1032829284667968,0.1578683853149414
20250719_025510_220,-28,50,50,26.1,19.413549648388,-83.29955825805665,0.102992296218872,0.1013851165771484
20250719_025510_425,-28,50,50,26.1,19.327177521505405,-83.42927017211915,0.1020815372467041,0.1577363014221191
20250719_025510_685,-27,49,49,24.7,19.443655007383327,-83.25041389465332,0.1012611389160156,0.1014447212219238
20250719_025510_889,-27,49,49,24.7,19.30997552281065,-83.42837524414062,0.1005909442901611,0.1578266620635986
20250719_025511_148,-26,49,49,24.7,19.19988069317021,-83.51455917358399,0.0978007316589355,0.1014480590820312
20250719_025511_348,-26,48,48,23.2,20.022021680588523,-82.65423851013183,0.0945339202880859,0.158398151397705
20250719_025511_602,-25,48,48,23.2,20.064889253931756,-82.58840904235839,0.0958116054534912,0.1016402244567871
20250719_025511_801,-25,NO_RADIO,48,23.2,19.14059786107224,-83.61242942810058,0.0956413745880127,0.1578750610351562
20250719_025512_055,-24,48,48,23.2,19.141524132806737,-83.59386253356934,0.1001272201538086,0.1015031337738037
20250719_025512_257,-24,48,48,23.2,18.289616288302327,-84.28993225097656,0.0962870121002197,0.1577727794647216
20250719_025512_512,-23,47,47,21.8,18.14751130510353,-84.48800735473633,0.0954678058624267,0.101475715637207
20250719_025512_710,-23,47,47,21.8,17.094403190755685,-85.48712692260742,0.0954155921936035,0.1578025817871093
20250719_025512_964,-23,46,46,20.3,17.749363914595534,-84.88394165039062,0.0957705974578857,0.1014084815979003
20250719_025513_162,-22,46,46,20.3,17.42392952978203,-85.11562614440918,0.0964195728302002,0.1577544212341308
20250719_025513_417,-22,45,45,18.9,17.52601140223237,-85.11447219848633,0.0966527462005615,0.101405382156372
20250719_025513_616,-21,45,45,18.9,18.63638683434125,-84.01956939697266,0.1039037704467773,0.1578729152679443
20250719_025513_879,-21,45,45,18.9,18.520393534898133,-84.1575538635254,0.096790075302124,0.101513385772705
20250719_025514_078,-20,45,45,18.9,17.145262022733633,-85.44499931335449,0.0983738899230957,0.1578164100646972
