Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_061145_497,-45,NO_RADIO,32,0,7.304231719970716,-95.32933807373047,-95.32933807373047,0.2634255886077881,0.10218572616577148,32,,CenterFallback,1,32,0,,
20250721_061145_866,-45,NO_RADIO,32,0,6.884472558428115,-95.4295696258545,-95.4295696258545,0.09260797500610352,0.1561274528503418,32,,CenterFallback,1,32,0,,
20250721_061146_117,-45,NO_RADIO,32,0,7.014701337939215,-95.9241714477539,-95.9241714477539,0.08962869644165039,0.10168004035949707,32,,CenterFallback,1,32,0,,
20250721_061146_309,-44,NO_RADIO,32,0,7.005354865139097,-95.6165771484375,-95.6165771484375,0.09431099891662598,0.15812063217163086,32,,CenterFallback,1,32,0,,
20250721_061146_563,-44,NO_RADIO,32,0,7.0854045380669675,-95.76196441650391,-95.76196441650391,0.08628702163696289,0.1017313003540039,32,,CenterFallback,1,32,0,,
20250721_061146_753,-44,NO_RADIO,32,0,6.872499013776519,-95.9241714477539,-95.9241714477539,0.08929300308227539,0.15814614295959473,32,,CenterFallback,1,32,0,,
20250721_061147_002,-44,NO_RADIO,32,0,7.092914712776519,-95.43484497070312,-95.43484497070312,0.08859753608703613,0.10174250602722168,32,,CenterFallback,1,32,0,,
20250721_061147_193,-43,NO_RADIO,32,0,7.071242674443852,-95.43484497070312,-95.43484497070312,0.09418487548828125,0.1580822467803955,32,,CenterFallback,1,32,0,,
20250721_061147_447,-43,NO_RADIO,32,0,6.885359866934309,-95.65385437011719,-95.65385437011719,0.09418630599975586,0.10184311866760254,32,,CenterFallback,1,32,0,,
20250721_061147_645,-43,NO_RADIO,32,0,7.085161479307914,-95.65385437011719,-95.65385437011719,0.09066939353942871,0.15809011459350586,32,,CenterFallback,1,32,0,,
20250721_061147_895,-43,NO_RADIO,32,0,7.051836146529752,-95.65385437011719,-95.65385437011719,0.0920712947845459,0.10182881355285645,32,,CenterFallback,1,32,0,,
20250721_061148_090,-43,NO_RADIO,32,0,6.872762195246892,-95.65385437011719,-95.65385437011719,0.09989070892333984,0.15810394287109375,32,,CenterFallback,1,32,0,,
20250721_061148_350,-42,NO_RADIO,32,0,6.878787693753253,-95.9241714477539,-95.9241714477539,0.10271549224853516,0.10178995132446289,32,,CenterFallback,1,32,0,,
20250721_061148_556,-42,NO_RADIO,32,0,6.909677322834938,-95.65385437011719,-95.65385437011719,0.09511518478393555,0.15818524360656738,32,,CenterFallback,1,32,0,,
