Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_061158_338,-32,NO_RADIO,32,0.0,7.903147777528332,-94.68475341796876,-94.68475341796876,0.0962831974029541,0.158360481262207,32,,CenterFallback,1,32,0,,
20250721_061158_594,-32,NO_RADIO,32,0.0,8.00690501840971,-94.44591903686523,-94.44591903686523,0.0906598567962646,0.1017024517059326,32,,CenterFallback,1,32,0,,
20250721_061158_788,-32,NO_RADIO,32,0.0,7.998562258313115,-94.59581756591795,-94.59581756591795,0.0895929336547851,0.1581661701202392,32,,CenterFallback,1,32,0,,
20250721_061159_037,-32,NO_RADIO,32,0.0,7.989193260637535,-94.6549072265625,-94.6549072265625,0.0902998447418212,0.1017053127288818,32,,CenterFallback,1,32,0,,
20250721_061159_231,-31,NO_RADIO,32,0.0,7.868171884231998,-94.68475341796876,-94.68475341796876,0.0897462368011474,0.1580512523651123,32,,CenterFallback,1,32,0,,
20250721_061159_480,-31,NO_RADIO,32,0.0,7.725798962644589,-94.65195274353027,-94.65195274353027,0.0902683734893798,0.1017193794250488,32,,CenterFallback,1,32,0,,
20250721_061159_673,-31,51,51,27.6,20.17116334313997,-82.67107162475585,-82.67107162475585,0.0930001735687255,0.1580808162689209,51,51.0,YOLO,1,32,0,20.17116334313997,0.0
20250721_061159_926,-31,51,51,27.6,20.24254272714361,-82.60618476867675,-82.60618476867675,0.0896108150482177,0.1017186641693115,51,51.0,YOLO,1,32,0,20.24254272714361,0.0
20250721_061200_119,-31,51,51,27.6,20.43044510718896,-82.2982406616211,-82.2982406616211,0.0949804782867431,0.1580784320831298,51,51.0,YOLO,1,32,0,20.43044510718896,0.0
20250721_061200_373,-30,51,51,27.6,20.44774517348584,-82.49243545532227,-82.49243545532227,0.0911450386047363,0.1016874313354492,51,51.0,YOLO,1,32,0,20.44774517348584,0.0
