Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_061158_594,-32,NO_RADIO,32,0.0,8.00690501840971,-94.44591903686523,-94.44591903686523,0.0906598567962646,0.1017024517059326,32,,CenterFallback,1,32,0,,
20250721_061159_037,-32,NO_RADIO,32,0.0,7.989193260637535,-94.6549072265625,-94.6549072265625,0.0902998447418212,0.1017053127288818,32,,CenterFallback,1,32,0,,
20250721_061158_338,-32,NO_RADIO,32,0.0,7.903147777528332,-94.68475341796876,-94.68475341796876,0.0962831974029541,0.158360481262207,32,,CenterFallback,1,32,0,,
20250721_061159_480,-31,NO_RADIO,32,0.0,7.725798962644589,-94.65195274353027,-94.65195274353027,0.0902683734893798,0.1017193794250488,32,,CenterFallback,1,32,0,,
20250721_061200_119,-31,51,51,27.6,20.43044510718896,-82.2982406616211,-82.2982406616211,0.0949804782867431,0.1580784320831298,51,51.0,YOLO,1,32,0,20.43044510718896,0.0
20250721_061159_231,-31,NO_RADIO,32,0.0,7.868171884231998,-94.68475341796876,-94.68475341796876,0.0897462368011474,0.1580512523651123,32,,CenterFallback,1,32,0,,
20250721_061201_012,-30,51,51,27.6,19.73030334896835,-83.03067626953126,-83.03067626953126,0.0991342067718505,0.1580522060394287,51,51.0,YOLO,1,32,0,19.73030334896835,0.0
20250721_061200_373,-30,51,51,27.6,20.44774517348584,-82.49243545532227,-82.49243545532227,0.0911450386047363,0.1016874313354492,51,51.0,YOLO,1,32,0,20.44774517348584,0.0
20250721_061200_568,-30,51,51,27.6,19.51045327975432,-83.28759727478027,-83.28759727478027,0.0898380279541015,0.1580915451049804,51,51.0,YOLO,1,32,0,19.51045327975432,0.0
20250721_061201_913,-29,50,50,26.1,19.83236987399109,-82.99805526733398,-82.99805526733398,0.0912911891937255,0.1580739021301269,50,50.0,YOLO,1,32,0,19.83236987399109,0.0
20250721_061201_468,-29,50,50,26.1,19.877904437568475,-83.02271347045898,-83.02271347045898,0.0919194221496582,0.1580636501312255,50,50.0,YOLO,1,32,0,19.877904437568475,0.0
20250721_061201_271,-29,50,50,26.1,19.58210823863304,-83.10945892333984,-83.10945892333984,0.0936226844787597,0.101694107055664,50,50.0,YOLO,1,32,0,19.58210823863304,0.0
20250721_061202_364,-28,50,50,26.1,19.047545701815096,-83.63847351074219,-83.63847351074219,0.0941529273986816,0.1582012176513672,50,50.0,YOLO,1,32,0,19.047545701815096,0.0
20250721_061202_617,-28,50,50,26.1,19.22005322025776,-83.61968231201172,-83.61968231201172,0.0888540744781494,0.1017167568206787,50,50.0,YOLO,1,32,0,19.22005322025776,0.0
20250721_061202_809,-28,49,49,24.7,20.12404391254969,-82.73215827941894,-82.73215827941894,0.0941493511199951,0.158233642578125,49,49.0,YOLO,1,32,0,20.12404391254969,0.0
20250721_061203_996,-27,49,49,24.7,19.750388755116177,-83.03067626953126,-83.03067626953126,0.0899925231933593,0.1017532348632812,49,49.0,YOLO,1,32,0,19.750388755116177,0.0
20250721_061203_746,-27,49,49,24.7,19.596583739088288,-83.1671516418457,-83.1671516418457,0.090806245803833,0.1580696105957031,49,49.0,YOLO,1,32,0,19.596583739088288,0.0
20250721_061203_521,-27,49,49,24.7,19.509869709355044,-83.14083862304688,-83.14083862304688,0.1215074062347412,0.1016957759857177,49,49.0,YOLO,1,32,0,19.509869709355044,0.0
20250721_061204_189,-26,49,49,24.7,19.36521995202644,-83.37266311645507,-83.37266311645507,0.0900676250457763,0.1580965518951416,49,49.0,YOLO,1,32,0,19.36521995202644,0.0
20250721_061204_903,-26,48,48,23.2,19.849758655794787,-82.83852767944336,-82.83852767944336,0.0947272777557373,0.1581852436065673,48,48.0,YOLO,1,32,0,19.849758655794787,0.0
20250721_061204_439,-26,49,49,24.7,18.332908196251694,-82.78627014160156,-82.78627014160156,0.0927751064300537,0.369227647781372,49,48.0,NeighborSearch,2,32,0,20.089771201765487,-1.0
20250721_061206_043,-25,47,47,21.8,19.3068646124418,-83.40924072265625,-83.40924072265625,0.0931193828582763,0.1017720699310302,47,47.0,YOLO,1,32,0,19.3068646124418,0.0
20250721_061205_792,-25,47,47,21.8,19.50071382941101,-83.1010311126709,-83.1010311126709,0.0911145210266113,0.1580672264099121,47,47.0,YOLO,1,32,0,19.50071382941101,0.0
20250721_061205_347,-25,48,48,23.2,19.04688747864405,-83.63788604736328,-83.63788604736328,0.0946419239044189,0.1581425666809082,48,48.0,YOLO,1,32,0,19.04688747864405,0.0
20250721_061206_678,-24,47,47,21.8,18.939233487775223,-83.74450912475587,-83.74450912475587,0.0887141227722168,0.1581697463989257,47,47.0,YOLO,1,32,0,18.939233487775223,0.0
20250721_061206_239,-24,47,47,21.8,18.91502128516612,-83.90044403076172,-83.90044403076172,0.089473009109497,0.1581218242645263,47,47.0,YOLO,1,32,0,18.91502128516612,0.0
20250721_061207_117,-24,47,47,21.8,18.53560316312162,-84.08677597045899,-84.08677597045899,0.0924468040466308,0.1580650806427002,47,47.0,YOLO,1,32,0,18.53560316312162,0.0
20250721_061207_829,-23,46,46,20.3,19.146844761264973,-83.5448657989502,-83.5448657989502,0.0913090705871582,0.1581063270568847,46,46.0,YOLO,1,32,0,19.146844761264973,0.0
20250721_061208_080,-23,46,46,20.3,19.007254121377656,-83.63847351074219,-83.63847351074219,0.0913608074188232,0.1016576290130615,46,46.0,YOLO,1,32,0,19.007254121377656,0.0
20250721_061207_369,-23,47,47,21.8,18.481130639685944,-83.75476760864258,-83.75476760864258,0.0885171890258789,0.3702220916748047,47,46.0,NeighborSearch,2,32,0,19.058362044988627,-1.0
20250721_061208_794,-22,45,45,18.9,19.62504495799982,-82.91387176513672,-82.91387176513672,0.0831553936004638,0.1017289161682128,45,45.0,YOLO,1,32,0,19.62504495799982,0.0
20250721_061208_275,-22,46,46,20.3,17.51322355054336,-83.02484893798828,-83.02484893798828,0.0979108810424804,0.4196236133575439,46,45.0,NeighborSearch,2,32,0,19.59982900914241,-1.0
20250721_061208_980,-22,45,45,18.9,19.263726771834484,-83.34541397094726,-83.34541397094726,0.0916783809661865,0.1581759452819824,45,45.0,YOLO,1,32,0,19.263726771834484,0.0
20250721_061209_231,-21,45,45,18.9,19.156392652797805,-83.43567008972168,-83.43567008972168,0.0924618244171142,0.1016428470611572,45,45.0,YOLO,1,32,0,19.156392652797805,0.0
20250721_061210_132,-21,44,44,17.4,19.893387556010964,-82.68541526794434,-82.68541526794434,0.092808723449707,0.1016998291015625,44,44.0,YOLO,1,32,0,19.893387556010964,0.0
20250721_061209_676,-21,44,44,17.4,18.53577992121204,-84.1500015258789,-84.1500015258789,0.0913631916046142,0.1016881465911865,44,44.0,YOLO,1,32,0,18.53577992121204,0.0
20250721_061210_328,-20,44,44,17.4,19.144239089182463,-83.49550552368164,-83.49550552368164,0.0966658592224121,0.1581189632415771,44,44.0,YOLO,1,32,0,19.144239089182463,0.0
20250721_061211_033,-20,44,44,17.4,19.238483536651515,-83.32083129882812,-83.32083129882812,0.0860407352447509,0.1016116142272949,44,44.0,YOLO,1,32,0,19.238483536651515,0.0
20250721_061210_781,-20,44,44,17.4,19.33061768655641,-83.34707260131836,-83.34707260131836,0.0921368598937988,0.158066987991333,44,44.0,YOLO,1,32,0,19.33061768655641,0.0
20250721_061211_222,-19,44,44,17.4,19.20880552228576,-83.45639038085938,-83.45639038085938,0.0925164222717285,0.1580345630645752,44,44.0,YOLO,1,32,0,19.20880552228576,0.0
20250721_061211_474,-19,44,44,17.4,18.41240722264763,-83.19958686828613,-83.19958686828613,0.090181827545166,0.3700606822967529,44,43.0,NeighborSearch,2,32,0,19.375168966256386,-1.0
20250721_061212_186,-19,43,43,16.0,19.116665901065844,-83.59083824157715,-83.59083824157715,0.091470718383789,0.101675271987915,43,43.0,YOLO,1,32,0,19.116665901065844,0.0
