Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),TX Beam Index,TX Beam Angle,Adjustment Method,Beams Checked in Search,SNR (dB),Offset Error,Beam Offset History
20250714_072456_535,-90,38,38,8.7,15.556475038553458,-83.49083976745605,-83.49083976745605,0.09386706352233887,0.1585385799407959,38,38,38,-8.7,YOLO,1,15.556475038553458,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072456_789,-90,37,37,7.3,21.229514289746774,-77.92899932861329,-77.92899932861329,0.09157943725585938,0.17422056198120117,37,37,37,-7.3,YOLO,1,21.229514289746774,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072457_055,-90,35,35,4.4,21.21010204498745,-77.8372615814209,-77.8372615814209,0.09111809730529785,0.11086821556091309,35,35,35,-4.4,YOLO,1,21.21010204498745,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072457_259,-90,34,34,2.9,20.219976946466005,-78.82785911560059,-78.82785911560059,0.0919485092163086,0.16537785530090332,34,34,34,-2.9,YOLO,1,20.219976946466005,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072457_517,-90,32,32,0,19.72517696204514,-79.59036788940429,-79.59036788940429,0.0940251350402832,0.14462590217590332,32,32,32,0,YOLO,1,19.72517696204514,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072457_757,-90,30,30,-2.9,31.642304405634988,-67.48066711425781,-67.48066711425781,0.08987736701965332,0.16317391395568848,30,30,30,2.9,YOLO,1,31.642304405634988,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072458_011,-90,29,29,-4.4,30.713862246378724,-68.28847389221191,-68.28847389221191,0.09583735466003418,0.10873246192932129,29,29,29,4.4,YOLO,1,30.713862246378724,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072458_217,-90,27,27,-7.3,26.157686309315963,-72.86424102783204,-72.86424102783204,0.09306144714355469,0.16424965858459473,27,27,27,7.3,YOLO,1,26.157686309315963,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072458_475,-90,26,26,-8.7,25.621672792667056,-73.4681396484375,-73.4681396484375,0.09283781051635742,0.13558220863342285,26,26,26,8.7,YOLO,1,25.621672792667056,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072458_704,-90,24,24,-11.6,24.92688816786638,-74.21590423583984,-74.21590423583984,0.09421801567077637,0.16521406173706055,24,24,24,11.6,YOLO,1,24.92688816786638,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072458_965,-90,NO_RADIO,24,-11.6,23.459200219359417,-75.636674118042,-75.636674118042,0.06358647346496582,0.11071968078613281,24,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072459_141,-90,22,22,-14.5,21.393102242442183,-77.66615943908691,-77.66615943908691,0.10066390037536621,0.1645975112915039,22,22,22,14.5,YOLO,1,21.393102242442183,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072459_407,-90,20,20,-17.4,20.566704465382628,-78.5244312286377,-78.5244312286377,0.09364891052246094,0.1088876724243164,20,20,20,17.4,YOLO,1,20.566704465382628,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072459_611,-90,18,18,-20.3,20.709569238005983,-78.47862167358399,-78.47862167358399,0.09564757347106934,0.18375539779663086,18,18,18,20.3,YOLO,1,20.709569238005983,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072459_891,-90,NO_RADIO,18,-20.3,20.910652031257314,-78.12847366333008,-78.12847366333008,0.06437802314758301,0.10991382598876953,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072500_067,-90,NO_RADIO,18,-20.3,20.27738396775841,-78.9792091369629,-78.9792091369629,0.06999540328979492,0.16530942916870117,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072500_303,-90,NO_RADIO,18,-20.3,19.15702808296939,-80.06470413208008,-80.06470413208008,0.06856608390808105,0.11383795738220215,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072500_487,-90,NO_RADIO,18,-20.3,16.58806743929665,-82.6248779296875,-82.6248779296875,0.07242918014526367,0.18512845039367676,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072500_745,-90,NO_RADIO,18,-20.3,16.15675797007259,-83.16609954833984,-83.16609954833984,0.07381272315979004,0.13238072395324707,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072500_953,-90,NO_RADIO,18,-20.3,12.427900068574388,-86.65113067626953,-86.65113067626953,0.0737922191619873,0.21351933479309082,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072501_241,-90,NO_RADIO,18,-20.3,12.251995742101826,-86.8045425415039,-86.8045425415039,0.07391548156738281,0.23122334480285645,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072501_547,-90,NO_RADIO,18,-20.3,7.651104260865054,-91.34230194091796,-91.34230194091796,0.07671427726745605,0.2279956340789795,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072501_853,-90,NO_RADIO,18,-20.3,8.008480631632281,-90.90768432617188,-90.90768432617188,0.07810497283935547,0.14811038970947266,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072502_081,-90,NO_RADIO,18,-20.3,3.6683253424293127,-95.4705810546875,-95.4705810546875,0.07620382308959961,0.22949814796447754,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250714_072502_387,-90,NO_RADIO,18,-20.3,2.96415533643399,-95.9241714477539,-95.9241714477539,0.07581353187561035,0.13075780868530273,18,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
