Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_042214_503,-45,NO_RADIO,32,0,6.871533966064462,-96.04537200927734,-96.04537200927734,0.11729788780212402,0.10216593742370605,32,,CenterFallback,1,32,0,,
20250721_042214_727,-45,NO_RADIO,32,0,6.975268958954317,-95.65385437011719,-95.65385437011719,0.22783279418945312,0.1562209129333496,32,,CenterFallback,1,32,0,,
20250721_042215_112,-45,NO_RADIO,32,0,6.741478153951377,-95.65199050903321,-95.65199050903321,0.09307718276977539,0.1017301082611084,32,,CenterFallback,1,32,0,,
20250721_042215_308,-45,NO_RADIO,32,0,6.953167015492355,-95.9241714477539,-95.9241714477539,0.08846068382263184,0.15821599960327148,32,,CenterFallback,1,32,0,,
20250721_042215_556,-45,NO_RADIO,32,0,6.8595800550346695,-95.9241714477539,-95.9241714477539,0.08741164207458496,0.10173726081848145,32,,CenterFallback,1,32,0,,
20250721_042215_747,-45,NO_RADIO,32,0,7.065340210337368,-95.65385437011719,-95.65385437011719,0.09694743156433105,0.1580948829650879,32,,CenterFallback,1,32,0,,
20250721_042216_003,-45,NO_RADIO,32,0,6.8703580976000325,-95.76765441894531,-95.76765441894531,0.09004545211791992,0.10174918174743652,32,,CenterFallback,1,32,0,,
20250721_042216_197,-44,NO_RADIO,32,0,7.057579063951266,-95.4705810546875,-95.4705810546875,0.09398031234741211,0.15824627876281738,32,,CenterFallback,1,32,0,,
20250721_042216_450,-44,NO_RADIO,32,0,7.419805893586712,-95.32933807373047,-95.32933807373047,0.09110403060913086,0.10182595252990723,32,,CenterFallback,1,32,0,,
20250721_042216_645,-44,NO_RADIO,32,0,6.870269155985923,-95.6165771484375,-95.6165771484375,0.09065628051757812,0.15812110900878906,32,,CenterFallback,1,32,0,,
20250721_042216_895,-44,NO_RADIO,32,0,7.063304114906998,-95.65385437011719,-95.65385437011719,0.08829379081726074,0.10175609588623047,32,,CenterFallback,1,32,0,,
20250721_042217_086,-44,NO_RADIO,32,0,6.8631335632488515,-95.76765441894531,-95.76765441894531,0.09018850326538086,0.15815114974975586,32,,CenterFallback,1,32,0,,
20250721_042217_336,-44,NO_RADIO,32,0,7.101095913229571,-95.6165771484375,-95.6165771484375,0.09301280975341797,0.10174036026000977,32,,CenterFallback,1,32,0,,
20250721_042217_532,-44,NO_RADIO,32,0,7.068774782291783,-95.65385437011719,-95.65385437011719,0.09165263175964355,0.15810275077819824,32,,CenterFallback,1,32,0,,
20250721_042217_783,-44,NO_RADIO,32,0,6.875091722965664,-95.65385437011719,-95.65385437011719,0.08734321594238281,0.10185790061950684,32,,CenterFallback,1,32,0,,
20250721_042217_974,-44,NO_RADIO,32,0,6.8970348395895655,-95.76196441650391,-95.76196441650391,0.09029960632324219,0.15824532508850098,32,,CenterFallback,1,32,0,,
20250721_042218_224,-44,NO_RADIO,32,0,6.746595976674627,-96.04537200927734,-96.04537200927734,0.09075021743774414,0.10177493095397949,32,,CenterFallback,1,32,0,,
20250721_042218_418,-43,NO_RADIO,32,0,6.7581329773275485,-96.04537200927734,-96.04537200927734,0.09401559829711914,0.158247709274292,32,,CenterFallback,1,32,0,,
20250721_042218_672,-43,NO_RADIO,32,0,6.7304305084463465,-95.9241714477539,-95.9241714477539,0.08991765975952148,0.10174942016601562,32,,CenterFallback,1,32,0,,
20250721_042218_865,-43,NO_RADIO,32,0,6.925045163712127,-95.65385437011719,-95.65385437011719,0.09616780281066895,0.15818381309509277,32,,CenterFallback,1,32,0,,
20250721_042219_121,-43,NO_RADIO,32,0,6.92892749343612,-95.65199050903321,-95.65199050903321,0.08871054649353027,0.10174798965454102,32,,CenterFallback,1,32,0,,
20250721_042219_312,-43,NO_RADIO,32,0,6.9394910134833765,-96.04537200927734,-96.04537200927734,0.0866556167602539,0.1582036018371582,32,,CenterFallback,1,32,0,,
20250721_042219_559,-43,NO_RADIO,32,0,7.148981437931468,-95.6165771484375,-95.6165771484375,0.09461688995361328,0.10181689262390137,32,,CenterFallback,1,32,0,,
