Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250720_233830_790,-32,NO_RADIO,51,27.6,20.05073723451256,0.0911588668823242,0.0044620037078857,51,,CenterFallback,1,32,0,,,[]
20250720_233830_889,-32,NO_RADIO,51,27.6,20.05073723451256,0.0884268283843994,0.0044300556182861,51,,CenterFallback,1,32,0,,,[]
20250720_233830_985,-32,NO_RADIO,51,27.6,20.05073723451256,0.0930197238922119,0.0037562847137451,51,,CenterFallback,1,32,0,,,[]
20250720_233831_083,-32,NO_RADIO,51,27.6,20.05073723451256,0.0934588909149169,0.0044891834259033,51,,CenterFallback,1,32,0,,,[]
20250720_233831_184,-32,NO_RADIO,51,27.6,20.05073723451256,0.0976090431213378,0.0044689178466796,51,,CenterFallback,1,32,0,,,[]
20250720_233831_289,-32,NO_RADIO,51,27.6,20.05073723451256,0.0974495410919189,0.0045599937438964,51,,CenterFallback,1,32,0,,,[]
20250720_233831_393,-32,NO_RADIO,51,27.6,20.05073723451256,0.0973951816558837,0.0044574737548828,51,,CenterFallback,1,32,0,,,[]
20250720_233831_498,-32,NO_RADIO,51,27.6,20.05073723451256,0.0953211784362793,0.0041711330413818,51,,CenterFallback,1,32,0,,,[]
20250720_233831_600,-32,NO_RADIO,51,27.6,20.05073723451256,0.0965039730072021,0.0044789314270019,51,,CenterFallback,1,32,0,,,[]
20250720_233831_705,-32,NO_RADIO,51,27.6,20.05073723451256,0.088005781173706,0.0045418739318847,51,,CenterFallback,1,32,0,,,[]
20250720_233831_800,-31,NO_RADIO,51,27.6,20.53557951269317,0.0873935222625732,0.004199743270874,51,,CenterFallback,1,32,0,,,[]
20250720_233831_895,-31,NO_RADIO,51,27.6,20.53557951269317,0.0953021049499511,0.0044920444488525,51,,CenterFallback,1,32,0,,,[]
20250720_233831_998,-31,NO_RADIO,51,27.6,20.53557951269317,0.0958960056304931,0.0022258758544921,51,,CenterFallback,1,32,0,,,[]
20250720_233832_097,-31,NO_RADIO,51,27.6,20.53557951269317,0.0970141887664794,0.0022113323211669,51,,CenterFallback,1,32,0,,,[]
20250720_233832_198,-31,51,51,27.6,20.53557951269317,0.0986652374267578,0.0044431686401367,51,51.0,YOLO,1,32,0,20.53557951269317,0.0,[]
20250720_233832_304,-31,NO_RADIO,51,27.6,20.53557951269317,0.1039507389068603,0.0041282176971435,51,,CenterFallback,1,32,0,,,[]
20250720_233832_415,-31,51,51,27.6,20.53557951269317,0.0946500301361084,0.004418134689331,51,51.0,YOLO,1,32,0,20.53557951269317,0.0,[]
20250720_233832_517,-31,NO_RADIO,51,27.6,20.53557951269317,0.0928590297698974,0.0040805339813232,51,,CenterFallback,1,32,0,,,[]
20250720_233832_617,-31,51,51,27.6,20.53557951269317,0.1050577163696289,0.0045304298400878,51,51.0,YOLO,1,32,0,20.53557951269317,0.0,[]
20250720_233832_730,-31,NO_RADIO,51,27.6,20.53557951269317,0.096254825592041,0.0044863224029541,51,,CenterFallback,1,32,0,,,[]
20250720_233832_834,-30,51,51,27.6,19.539869176009503,0.0972387790679931,0.0040657520294189,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_233832_938,-30,NO_RADIO,51,27.6,19.539869176009503,0.0923702716827392,0.0046229362487792,51,,CenterFallback,1,32,0,,,[]
20250720_233833_038,-30,51,51,27.6,19.539869176009503,0.1007890701293945,0.0044112205505371,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_233833_147,-30,51,51,27.6,19.539869176009503,0.0996875762939453,0.0044336318969726,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_233833_254,-30,50,50,26.1,20.16422311447306,0.0927581787109375,0.0044276714324951,50,50.0,YOLO,1,32,0,20.16422311447306,0.0,[]
20250720_233833_354,-30,51,51,27.6,19.539869176009503,0.0976386070251464,0.004446268081665,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_233833_460,-30,51,51,27.6,19.539869176009503,0.0991191864013671,0.0019557476043701,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_233833_562,-30,50,50,26.1,20.16422311447306,0.0987091064453125,0.0041606426239013,50,50.0,YOLO,1,32,0,20.16422311447306,0.0,[]
20250720_233833_668,-30,51,51,27.6,19.539869176009503,0.098356008529663,0.0044014453887939,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_233833_774,-29,51,51,27.6,18.956136952667435,0.1064908504486084,0.0043509006500244,51,51.0,YOLO,1,32,0,18.956136952667435,0.0,[]
20250720_233833_886,-29,51,51,27.6,18.956136952667435,0.0983009338378906,0.0043387413024902,51,51.0,YOLO,1,32,0,18.956136952667435,0.0,[]
20250720_233833_992,-29,50,50,26.1,19.98581286382988,0.0929896831512451,0.0044329166412353,50,50.0,YOLO,1,32,0,19.98581286382988,0.0,[]
20250720_233834_092,-29,50,50,26.1,19.98581286382988,0.0970137119293212,0.0020663738250732,50,50.0,YOLO,1,32,0,19.98581286382988,0.0,[]
20250720_233834_193,-29,50,50,26.1,19.98581286382988,0.0972912311553955,0.0044736862182617,50,50.0,YOLO,1,32,0,19.98581286382988,0.0,[]
20250720_233834_297,-29,50,50,26.1,19.98581286382988,0.0828251838684082,0.0044565200805664,50,50.0,YOLO,1,32,0,19.98581286382988,0.0,[]
20250720_233834_389,-29,50,50,26.1,19.98581286382988,0.0961532592773437,0.0043253898620605,50,50.0,YOLO,1,32,0,19.98581286382988,0.0,[]
20250720_233834_492,-29,50,50,26.1,19.98581286382988,0.0997395515441894,0.0038502216339111,50,50.0,YOLO,1,32,0,19.98581286382988,0.0,[]
20250720_233834_599,-29,50,50,26.1,19.98581286382988,0.0951189994812011,0.004446268081665,50,50.0,YOLO,1,32,0,19.98581286382988,0.0,[]
20250720_233834_702,-29,50,50,26.1,19.98581286382988,0.091895580291748,0.0041303634643554,50,50.0,YOLO,1,32,0,19.98581286382988,0.0,[]
20250720_233834_801,-28,50,50,26.1,19.579450919391192,0.1090509891510009,0.0041675567626953,50,50.0,YOLO,1,32,0,19.579450919391192,0.0,[]
20250720_233834_917,-28,50,50,26.1,19.579450919391192,0.08856201171875,0.0044336318969726,50,50.0,YOLO,1,32,0,19.579450919391192,0.0,[]
20250720_233835_013,-28,50,50,26.1,19.579450919391192,0.0911388397216796,0.0045065879821777,50,50.0,YOLO,1,32,0,19.579450919391192,0.0,[]
20250720_233835_112,-28,50,50,26.1,19.579450919391192,0.0966494083404541,0.0040643215179443,50,50.0,YOLO,1,32,0,19.579450919391192,0.0,[]
20250720_233835_216,-28,49,49,24.7,20.29729016007778,0.0984148979187011,0.0047650337219238,49,49.0,YOLO,1,32,0,20.29729016007778,0.0,[]
20250720_233835_322,-28,49,49,24.7,20.29729016007778,0.1061387062072753,0.0044543743133544,49,49.0,YOLO,1,32,0,20.29729016007778,0.0,[]
20250720_233835_436,-28,50,50,26.1,19.579450919391192,0.100682258605957,0.00400972366333,50,50.0,YOLO,1,32,0,19.579450919391192,0.0,[]
20250720_233835_543,-28,50,50,26.1,19.579450919391192,0.0941262245178222,0.0044558048248291,50,50.0,YOLO,1,32,0,19.579450919391192,0.0,[]
20250720_233835_645,-28,50,50,26.1,19.579450919391192,0.0915894508361816,0.0044965744018554,50,50.0,YOLO,1,32,0,19.579450919391192,0.0,[]
20250720_233835_745,-28,50,50,26.1,19.579450919391192,0.0920546054840087,0.0044062137603759,50,50.0,YOLO,1,32,0,19.579450919391192,0.0,[]
20250720_233835_844,-27,50,50,26.1,18.84561229096579,0.0948953628540039,0.0040695667266845,50,50.0,YOLO,1,32,0,18.84561229096579,0.0,[]
20250720_233835_946,-27,50,50,26.1,18.84561229096579,0.0978057384490966,0.0043990612030029,50,50.0,YOLO,1,32,0,18.84561229096579,0.0,[]
