Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History,Received Jetson inference Time,Set TX Beam Time (s),Set RX Beam Time (s),Stabilize Beam Time (s),Measure SNR Time (s)
20250724_013559_297,-65,NO_RADIO,32,0,7.292422103881847,-96.04537200927734,-96.04537200927734,0.12663602828979492,0.10246872901916504,32,,CenterFallback,1,32,0,,,[],0.12621665000915527,0.05050253868103027,0.05043816566467285,0.0004706382751464844,0.001020193099975586
20250724_013559_531,-65,NO_RADIO,32,0,7.07486421303102,-95.65385437011719,-95.65385437011719,0.1008458137512207,0.1564807891845703,32,,CenterFallback,1,32,0,,,[],0.10051941871643066,0.05048394203186035,0.050458431243896484,0.05480217933654785,0.0006825923919677734
20250724_013559_790,-65,NO_RADIO,32,0,7.4064922299741625,-95.32933807373047,-95.32933807373047,0.10017061233520508,0.10248279571533203,32,,CenterFallback,1,32,0,,,[],0.09982085227966309,0.05051112174987793,0.05057239532470703,0.00043272972106933594,0.0009160041809082031
20250724_013559_995,-65,NO_RADIO,32,0,6.737099413323804,-96.12810516357422,-96.12810516357422,0.09977483749389648,0.15858244895935059,32,,CenterFallback,1,32,0,,,[],0.09926843643188477,0.05051779747009277,0.050505876541137695,0.05677032470703125,0.0007340908050537109
20250724_013600_254,-64,NO_RADIO,32,0,7.041113254837086,-95.6165771484375,-95.6165771484375,0.10172629356384277,0.10205507278442383,32,,CenterFallback,1,32,0,,,[],0.10138940811157227,0.05050253868103027,0.050469160079956055,0.00039768218994140625,0.0006511211395263672
20250724_013600_460,-64,NO_RADIO,32,0,6.8019786450119,-95.76765441894531,-95.76765441894531,0.10028386116027832,0.1583576202392578,32,,CenterFallback,1,32,0,,,[],0.09996533393859863,0.05043482780456543,0.05045580863952637,0.056740760803222656,0.0006725788116455078
20250724_013600_720,-64,NO_RADIO,32,0,6.81339662702932,-95.91634559631349,-95.91634559631349,0.10199403762817383,0.10207939147949219,32,,CenterFallback,1,32,0,,,[],0.10165238380432129,0.050530433654785156,0.050461769104003906,0.0003921985626220703,0.0006566047668457031
20250724_013600_926,-64,NO_RADIO,32,0,6.82398699721162,-95.9241714477539,-95.9241714477539,0.10128140449523926,0.15835976600646973,32,,CenterFallback,1,32,0,,,[],0.10096478462219238,0.050501108169555664,0.0504608154296875,0.056719303131103516,0.0006268024444580078
20250724_013601_187,-63,NO_RADIO,32,0,7.081567951060649,-95.6165771484375,-95.6165771484375,0.09912633895874023,0.1020498275756836,32,,CenterFallback,1,32,0,,,[],0.09883952140808105,0.050493478775024414,0.05050468444824219,0.0004024505615234375,0.0006136894226074219
20250724_013601_390,-63,NO_RADIO,32,0,6.84402505768557,-95.76765441894531,-95.76765441894531,0.10234785079956055,0.15840625762939453,32,,CenterFallback,1,32,0,,,[],0.1020345687866211,0.050469160079956055,0.05046439170837402,0.056740760803222656,0.0006818771362304688
