Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250723_205608_571,-39,13,13,-27.6,7.24335337325175,-86.73099136352539,-86.73099136352539,0.1009590625762939,4.87654185295105,13,51.0,NeighborSearch,35,34,2.9,15.90562264920034,17.0,"[42, 0, 17]"
20250723_205613_550,-39,11,11,-30.5,15.904938615262653,-86.75119018554688,-86.75119018554688,0.1195101737976074,0.1020309925079345,11,11.0,YOLO,1,34,2.9,15.904938615262653,0.0,"[42, 0, 17, 0]"
20250723_205613_773,-27,10,10,-31.9,6.798853412316689,-83.57537841796875,-83.57537841796875,0.1017239093780517,5.661144733428955,10,44.0,NeighborSearch,41,24,-11.6,19.23516772490514,20.0,"[42, 0, 17, 0, 20]"
20250723_205619_538,-27,7,7,-36.3,19.316203302800048,-83.49208450317383,-83.49208450317383,0.1252205371856689,0.1020917892456054,7,7.0,YOLO,1,24,-11.6,19.316203302800048,0.0,"[42, 0, 17, 0, 20, 0]"
20250723_205619_766,-17,6,6,-37.7,7.484013728446243,-87.41580772399902,-87.41580772399902,0.1023342609405517,4.874669551849365,6,36.0,NeighborSearch,35,19,-18.9,15.09077446691552,17.0,"[42, 0, 17, 0, 20, 0, 17]"
20250723_205624_745,-16,3,3,-42.1,14.917906730342963,-87.52472686767578,-87.52472686767578,0.1277158260345459,0.1021051406860351,3,3.0,YOLO,1,19,-18.9,14.917906730342963,0.0,"[42, 0, 17, 0, 20, 0, 17, 0]"
20250723_205624_976,-8,1,1,-45.0,6.592733021417118,-86.1774513244629,-86.1774513244629,0.1005749702453613,4.196246385574341,1,30.0,NeighborSearch,30,13,-27.6,16.209313868071277,17.0,"[42, 0, 17, 0, 20, 0, 17, 0, 17]"
20250723_205629_275,-7,NO_RADIO,1,-45.0,8.262968626719115,-94.0195770263672,-94.0195770263672,0.1176018714904785,0.158635139465332,1,,CenterFallback,1,32,0.0,,,"[42, 0, 17, 0, 20, 0, 17, 0, 17]"
20250723_205629_553,-7,NO_RADIO,1,-45.0,8.262204044081486,-94.33944702148438,-94.33944702148438,0.1016168594360351,0.1022932529449462,1,,CenterFallback,1,32,0.0,,,"[42, 0, 17, 0, 20, 0, 17, 0, 17]"
20250723_205629_759,-6,NO_RADIO,1,-45.0,7.97296601331621,-94.33944702148438,-94.33944702148438,0.1012697219848632,0.1583788394927978,1,,CenterFallback,1,32,0.0,,,"[42, 0, 17, 0, 20, 0, 17, 0, 17]"
20250723_205630_020,-6,NO_RADIO,1,-45.0,7.972926786335734,-94.44591903686523,-94.44591903686523,0.104924201965332,0.1020152568817138,1,,CenterFallback,1,32,0.0,,,"[42, 0, 17, 0, 20, 0, 17, 0, 17]"
20250723_205630_228,-5,NO_RADIO,1,-45.0,7.820239820731459,-94.6549072265625,-94.6549072265625,0.1005537509918212,0.1585080623626709,1,,CenterFallback,1,32,0.0,,,"[42, 0, 17, 0, 20, 0, 17, 0, 17]"
20250723_205630_489,-5,NO_RADIO,1,-45.0,7.3308844301444225,-95.2263412475586,-95.2263412475586,0.0999047756195068,0.1020281314849853,1,,CenterFallback,1,32,0.0,,,"[42, 0, 17, 0, 20, 0, 17, 0, 17]"
20250723_205630_692,5,57,57,36.3,7.829644205432729,-86.02025604248047,-86.02025604248047,0.1035444736480712,4.978509187698364,57,28.0,NeighborSearch,36,63,45.0,16.512660114404724,-35.0,"[42, 0, 17, 0, 20, 0, 17, 0, 17, -35]"
20250723_205635_776,18,57,57,36.3,7.263913325783065,-85.32170257568359,-85.32170257568359,0.1227960586547851,6.18565821647644,57,19.0,NeighborSearch,45,63,45.0,17.373126095168246,-44.0,"[0, 17, 0, 20, 0, 17, 0, 17, -35, -44]"
20250723_205642_086,18,49,49,24.7,17.42952019015469,-85.37474060058594,-85.37474060058594,0.1223137378692627,0.1020905971527099,49,49.0,YOLO,1,63,45.0,17.42952019015469,0.0,"[17, 0, 20, 0, 17, 0, 17, -35, -44, 0]"
20250723_205642_312,34,49,49,24.7,6.753967891724841,-86.52486610412598,-86.52486610412598,0.1023688316345214,7.495774984359741,49,9.0,NeighborSearch,55,49,24.7,16.090453108949646,-40.0,"[0, 20, 0, 17, 0, 17, -35, -44, 0, -40]"
20250723_205649_912,34,42,42,14.5,15.778269933936995,-86.9217643737793,-86.9217643737793,0.1238720417022705,0.1020715236663818,42,42.0,YOLO,1,49,24.7,15.778269933936995,0.0,"[20, 0, 17, 0, 17, -35, -44, 0, -40, 0]"
