Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History,Received Jetson inference Time,Set TX Beam Time (s),Set RX Beam Time (s),Stabilize Beam Time (s),Measure SNR Time (s)
20250724_010214_265,-40,58,58,37.7,25.24715212029878,-77.04408416748046,-77.04408416748046,0.1055378913879394,0.1020081043243408,58,58.0,YOLO,1,32,0.0,25.24715212029878,0.0,[],0.1052472591400146,0.0504870414733886,0.0504958629608154,0.0003902912139892,0.0006294250488281
20250724_010214_474,-40,58,58,37.7,24.850315564038738,-77.42744750976563,-77.42744750976563,0.1039035320281982,0.1583609580993652,58,58.0,YOLO,1,32,0.0,24.850315564038738,0.0,[],0.1035783290863037,0.0504617691040039,0.0504646301269531,0.0567619800567626,0.0006656646728515
20250724_010214_738,-40,58,58,37.7,24.952863533186655,-77.3883903503418,-77.3883903503418,0.1025702953338623,0.1022155284881591,58,58.0,YOLO,1,32,0.0,24.952863533186655,0.0,[],0.1022849082946777,0.0505738258361816,0.050513744354248,0.0004053115844726,0.0007178783416748
20250724_010214_944,-40,58,58,37.7,24.92412375999426,-77.36104164123535,-77.36104164123535,0.1014332771301269,0.1582739353179931,58,58.0,YOLO,1,32,0.0,24.92412375999426,0.0,[],0.1011195182800293,0.0504274368286132,0.05045747756958,0.0567297935485839,0.0006532669067382
20250724_010215_205,-40,58,58,37.7,24.874420601432988,-77.42626647949218,-77.42626647949218,0.1013364791870117,0.1020755767822265,58,58.0,YOLO,1,32,0.0,24.874420601432988,0.0,[],0.1010301113128662,0.0504634380340576,0.0504717826843261,0.0003883838653564,0.000746726989746
20250724_010215_410,-40,NO_RADIO,58,37.7,24.35501294453705,-77.8941162109375,-77.8941162109375,0.100900650024414,0.1585135459899902,58,,CenterFallback,1,32,0.0,,,[],0.1006176471710205,0.0504953861236572,0.0504782199859619,0.0567977428436279,0.0006904602050781
20250724_010215_671,-40,NO_RADIO,58,37.7,24.373991735354167,-77.81279678344727,-77.81279678344727,0.1019792556762695,0.1021225452423095,58,,CenterFallback,1,32,0.0,,,[],0.1016569137573242,0.0504896640777587,0.0505008697509765,0.0004060268402099,0.000687837600708
20250724_010215_877,-40,58,58,37.7,24.84818008295528,-77.51253471374511,-77.51253471374511,0.1027390956878662,0.1583454608917236,58,58.0,YOLO,1,32,0.0,24.84818008295528,0.0,[],0.1023907661437988,0.0504496097564697,0.0504474639892578,0.0567457675933837,0.0006964206695556
20250724_010216_140,-40,58,58,37.7,24.666995138185584,-77.57918395996094,-77.57918395996094,0.1066639423370361,0.1019902229309082,58,58.0,YOLO,1,32,0.0,24.666995138185584,0.0,[],0.1063258647918701,0.0504639148712158,0.0504631996154785,0.0003993511199951,0.0006585121154785
20250724_010216_350,-40,58,58,37.7,24.72135389131917,-77.54704627990722,-77.54704627990722,0.1030066013336181,0.1583216190338134,58,58.0,YOLO,1,32,0.0,24.72135389131917,0.0,[],0.1026945114135742,0.0504558086395263,0.0504591464996337,0.0567269325256347,0.0006730556488037
20250724_010216_613,-40,NO_RADIO,58,37.7,24.67280169562868,-77.68533515930176,-77.68533515930176,0.1020386219024658,0.1020982265472412,58,,CenterFallback,1,32,0.0,,,[],0.1017086505889892,0.0504736900329589,0.0504584312438964,0.0003817081451416,0.0007433891296386
20250724_010216_819,-40,58,58,37.7,24.53091438868438,-77.7389762878418,-77.7389762878418,0.1014842987060546,0.1583991050720214,58,58.0,YOLO,1,32,0.0,24.53091438868438,0.0,[],0.1011409759521484,0.0505120754241943,0.0504853725433349,0.0567262172698974,0.0006687641143798
