Boresight,snr_thresh_db,Rx Beam Index (YOLO Predicted),Initial SNR (dB),Offset Error
-63,11.16,54,7.13993788915289,6.0
-60,11.16,53,8.017072600604465,8.0
-58,11.16,1,6.908646427044715,61.0
-58,11.16,1,7.584530857060699,61.0
-58,11.16,1,7.502966057557444,61.0
-58,11.16,53,11.288015516734802,0.0
-58,11.16,53,7.622406071139352,45.0
-57,11.16,1,7.620442876042347,16.0
-56,11.16,53,7.1127461799001,40.0
-56,11.16,50,6.866891933650322,40.0
-56,11.16,49,6.714522223376406,40.0
-56,11.16,49,15.008431237694085,0.0
-55,11.16,49,6.711983950814812,36.0
-55,11.16,49,6.8691840927435805,33.0
-55,11.16,49,7.067569697401552,31.0
-55,11.16,49,6.866511064767394,28.0
-55,11.16,49,6.866224211147568,30.0
-55,11.16,49,6.866659382552712,29.0
-55,11.16,49,6.866052370129481,30.0
-55,11.16,49,6.864777398901808,29.0
-55,11.16,49,7.109621533577496,28.0
-55,11.16,49,7.109197816221723,27.0
-55,11.16,49,6.880791759621488,30.0
-54,11.16,49,6.859231044718044,29.0
-54,11.16,49,6.859005925829138,29.0
-52,11.16,1,7.0573705412709415,30.0
-51,11.16,48,6.829404011214848,29.0
-51,11.16,47,19.559579159885715,0.0
-49,11.16,1,6.6714580193304585,30.0
-49,11.16,47,13.199309442560349,0.0
-47,11.16,1,7.059572900424072,33.0
-47,11.16,1,16.623095555171247,0.0
-47,11.16,47,7.037225256411006,21.0
-47,11.16,47,7.492279302901167,20.0
-45,11.16,1,7.490292334272581,34.0
-45,11.16,47,12.220121012442547,0.0
-45,11.16,47,7.019873805801694,16.0
-45,11.16,46,7.476834743908682,15.0
-45,11.16,46,20.750174544515914,0.0
-45,11.16,45,9.577556809437011,13.0
-45,11.16,45,9.63690371443603,15.0
-44,11.16,44,8.005677276064574,13.0
-44,11.16,44,8.442442080272016,14.0
-44,11.16,43,7.340701925518132,14.0
-44,11.16,43,6.966991233346903,13.0
-44,11.16,44,8.152199286585315,11.0
-44,11.16,42,8.541151720587905,12.0
-44,11.16,42,14.291111596024493,0.0
-44,11.16,42,7.469664938255946,2.0
-44,11.16,42,13.944879252185544,0.0
-43,11.16,42,7.631294779736891,2.0
-43,11.16,42,11.754113371470352,0.0
-43,11.16,42,7.829114350672995,5.0
-43,11.16,42,11.93970273970372,0.0
-42,11.16,42,7.82567036007336,7.0
-42,11.16,42,14.371492048001713,0.0
-41,11.16,42,8.410827181569829,8.0
-41,11.16,42,11.543649445851171,0.0
-41,11.16,42,9.053226346671096,8.0
-41,11.16,42,11.676580252418432,0.0
-40,11.16,42,9.057636236526164,6.0
-40,11.16,42,11.282279733677612,0.0
-39,11.16,42,9.591858358527944,6.0
-39,11.16,41,6.735228266976648,6.0
-38,11.16,40,6.934305303003427,6.0
-37,11.16,40,6.9323889290176055,6.0
-37,11.16,38,7.43219459800406,8.0
-36,11.16,38,6.971482075283859,7.0
-35,11.16,37,6.921016752078515,6.0
-34,11.16,37,6.740932478826537,5.0
-34,11.16,36,7.338545868171892,6.0
-32,11.16,1,6.718889556156938,39.0
-31,11.16,1,6.71586762871236,35.0
-30,11.16,36,6.920552502177671,12.0
-30,11.16,36,21.26660901657168,0.0
-28,11.16,1,6.71907919822857,31.0
-28,11.16,32,7.954753261376823,14.0
-28,11.16,32,20.41737830031101,0.0
-28,11.16,32,7.422235044112469,14.0
-28,11.16,32,20.63773684335891,0.0
-28,11.16,32,6.9639692159717015,15.0
-28,11.16,32,7.289405739239555,16.0
-27,11.16,32,6.7159897848438845,13.0
-27,11.16,32,6.715769405491315,11.0
-27,11.16,32,6.716072141355937,11.0
-27,11.16,32,6.716048131114974,12.0
-27,11.16,31,8.1027581323726,2.0
-27,11.16,31,12.846605591151274,0.0
-26,11.16,31,7.588212552010688,3.0
-26,11.16,31,15.407465063903246,0.0
-26,11.16,31,8.09723948147112,8.0
-26,11.16,31,7.9569111741335234,4.0
-26,11.16,31,12.381164050848284,0.0
-26,11.16,31,8.243286504284171,3.0
-25,11.16,31,11.301029050117108,0.0
-25,11.16,30,7.276824897587488,6.0
-25,11.16,30,11.28255200634652,0.0
-24,11.16,30,7.449901477393894,7.0
-24,11.16,30,11.096885049713464,8.0
-23,11.16,30,7.656518639845871,6.0
-23,11.16,30,11.293333266343067,0.0
-22,11.16,29,8.54019593239444,7.0
-22,11.16,29,7.576743572024711,7.0
-22,11.16,29,12.711281087333816,0.0
-21,11.16,29,7.786247522534396,6.0
-21,11.16,29,14.081855684161155,0.0
-21,11.16,29,8.259829605312817,5.0
-20,11.16,29,11.049866065981774,5.0
-20,11.16,29,8.467766492785103,4.0
-20,11.16,28,11.268662804374898,0.0
-19,11.16,28,7.564980273660808,6.0
-19,11.16,28,6.9337778000731305,5.0
-19,11.16,28,12.508249490103267,0.0
-18,11.16,27,6.931953367500753,7.0
-18,11.16,27,16.159528026732403,0.0
-17,11.16,27,6.928378040228807,7.0
-17,11.16,26,17.867232106516695,0.0
-17,11.16,26,7.251665522207759,7.0
-17,11.16,26,12.39373226799276,0.0
-16,11.16,25,7.2508488144944465,7.0
-16,11.16,25,11.807488824112212,0.0
-15,11.16,25,7.426181179146113,7.0
-15,11.16,25,15.285620853771618,0.0
-15,11.16,25,8.246013401443832,6.0
-15,11.16,25,11.20256826945574,0.0
-14,11.16,25,8.209953850196882,6.0
-14,11.16,24,14.20259933801094,0.0
-14,11.16,24,7.248893639595309,7.0
-13,11.16,23,6.674254370847962,8.0
-12,11.16,22,6.674284905984237,7.0
-11,11.16,21,7.378752601981859,7.0
-11,11.16,22,6.672652149666462,6.0
-10,11.16,22,7.3776852112503235,5.0
-10,11.16,21,13.773114863864492,0.0
-9,11.16,20,7.290326317738419,6.0
-9,11.16,20,7.546839860038375,5.0
-8,11.16,19,8.020166686993534,5.0
-7,11.16,63,6.460151337958337,-24.0
-7,11.16,63,13.620257911191873,0.0
-6,11.16,63,6.668598601159005,-24.0
-5,11.16,63,8.018396784225686,-25.0
-5,11.16,18,12.8872907649434,0.0
-4,11.16,18,6.666972160933341,13.0
-3,11.16,17,6.865736324123816,13.0
-2,11.16,17,6.667592186357453,12.0
-1,11.16,17,7.239482562971872,9.0
0,11.16,16,6.66686502111007,9.0
1,11.16,16,6.865899523806334,8.0
1,11.16,15,8.016316689398963,7.0
2,11.16,15,8.053739854882267,6.0
2,11.16,15,7.744807857440449,3.0
2,11.16,14,7.622346221919543,1.0
3,11.16,14,8.951306130313753,0.0
3,11.16,14,13.266585357768292,0.0
4,11.16,63,6.661325661916237,-31.0
5,11.16,63,6.505309725514266,-31.0
6,11.16,12,8.050009807362898,10.0
6,11.16,12,8.01251550976653,10.0
7,11.16,12,7.740047631817703,9.0
7,11.16,12,12.484073553883462,0.0
8,11.16,12,7.896069580767801,9.0
8,11.16,12,14.763069554409768,0.0
9,11.16,12,8.007885366974477,8.0
9,11.16,12,12.636966440639997,0.0
9,11.16,12,7.7349898253990546,7.0
9,11.16,1,11.509918529185684,0.0
10,11.16,1,7.6129180414749555,11.0
10,11.16,11,12.479032035956196,0.0
10,11.16,11,6.854174359069006,2.0
11,11.16,9,6.8587125187592335,4.0
11,11.16,9,7.359773888578744,3.0
