Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History,Received Jetson inference Time,Set TX Beam Time (s),Set RX Beam Time (s),Stabilize Beam Time (s),Measure SNR Time (s)
20250724_003834_872,-40,63,63,45.0,17.59017923951427,-84.84865531921386,-84.84865531921386,0.1013298034667968,0.1583003997802734,63,63.0,YOLO,1,32,0.0,17.59017923951427,0.0,[],0.1009626388549804,0.0504522323608398,0.0504624843597412,0.0567255020141601,0.0006546974182128
20250724_003835_808,-39,61,61,42.1,16.78154580442846,-85.86482238769531,-85.86482238769531,0.0995552539825439,0.1587250232696533,61,61.0,YOLO,1,32,0.0,16.78154580442846,0.0,[],0.0992071628570556,0.0505046844482421,0.0505118370056152,0.0567920207977294,0.0009071826934814
20250724_003836_278,-38,60,60,40.6,15.84659630543419,-86.585453414917,-86.585453414917,0.1032061576843261,0.1585891246795654,60,60.0,YOLO,1,32,0.0,15.84659630543419,0.0,[],0.1028635501861572,0.0505144596099853,0.0505223274230957,0.0568010807037353,0.0007414817810058
20250724_003836_748,-37,NO_RADIO,60,40.6,14.303837013338269,-88.0118408203125,-88.0118408203125,0.1007382869720459,0.1584625244140625,60,,CenterFallback,1,32,0.0,,,[],0.1003978252410888,0.0505170822143554,0.0505011081695556,0.0567355155944824,0.0006546974182128
20250724_003837_009,-36,59,59,39.2,14.2606835157806,-88.14930725097656,-88.14930725097656,0.1027750968933105,0.1023085117340087,59,59.0,YOLO,1,32,0.0,14.2606835157806,0.0,[],0.1024165153503418,0.0505928993225097,0.0505216121673584,0.0004267692565917,0.0007553100585937
20250724_003837_685,-35,58,58,37.7,15.020654374431729,-87.26753997802734,-87.26753997802734,0.1015269756317138,0.1583151817321777,58,58.0,YOLO,1,32,0.0,15.020654374431729,0.0,[],0.1011819839477539,0.0504441261291503,0.0504920482635498,0.0567324161529541,0.0006406307220458
20250724_003838_154,-34,58,58,37.7,11.925438421119935,-79.93355560302734,-79.93355560302734,0.10323166847229,0.2610635757446289,58,55.0,OffsetCorrected,2,55,33.4,22.61605613832965,-3.0,[],0.1028885841369628,0.0504665374755859,0.0504558086395263,0.0567669868469238,0.0006961822509765
20250724_003838_520,-33,58,58,37.7,10.407195292226971,-78.94205245971679,-78.94205245971679,0.1018941402435302,0.2622029781341553,58,53.0,OffsetCorrected,2,53,30.5,22.46579402341237,-5.0,[],0.1015365123748779,0.0504899024963378,0.0504827499389648,0.0567810535430908,0.0007514953613281
20250724_003838_886,-32,57,57,36.3,10.665886037326942,-77.24261322021485,-77.24261322021485,0.1012203693389892,0.261014461517334,57,52.0,OffsetCorrected,2,52,29.0,25.315629667514244,-5.0,[],0.1007728576660156,0.0504603385925293,0.050466775894165,0.056800365447998,0.0006783008575439
20250724_003839_615,-31,56,56,34.8,13.174516355418447,-85.57539215087891,-85.57539215087891,0.1025686264038086,0.2611143589019775,56,55.0,OffsetCorrected,2,55,33.4,16.816833226093607,-1.0,[],0.10221529006958,0.0504639148712158,0.0504729747772216,0.0568056106567382,0.0006952285766601
20250724_003839_980,-30,56,56,34.8,9.135881360634356,-76.11561737060546,-76.11561737060546,0.1030478477478027,0.260934829711914,56,50.0,OffsetCorrected,2,50,26.1,26.47751034772486,-6.0,[],0.1026897430419921,0.0504534244537353,0.0505080223083496,0.0567212104797363,0.0006763935089111
20250724_003840_346,-29,56,56,34.8,9.12664728762843,-76.6732063293457,-76.6732063293457,0.1015629768371582,0.2609236240386963,56,50.0,OffsetCorrected,2,50,26.1,25.966113146777914,-6.0,[],0.1012599468231201,0.050447940826416,0.0504579544067382,0.0567171573638916,0.000676155090332
20250724_003841_080,-28,55,55,33.4,7.614300153049584,-77.65261459350586,-77.65261459350586,0.1000568866729736,0.2621791362762451,55,49.0,OffsetCorrected,2,49,24.7,23.746807536329342,-6.0,[],0.099738597869873,0.0504932403564453,0.0504941940307617,0.0567462444305419,0.0006868839263916
20250724_003841_444,-27,55,55,33.4,7.655530200331199,-77.29059257507325,-77.29059257507325,0.1018042564392089,0.2610785961151123,55,49.0,OffsetCorrected,2,49,24.7,25.256045917567903,-6.0,[],0.1014955043792724,0.050471544265747,0.0504882335662841,0.0567810535430908,0.0006756782531738
20250724_003842_174,-26,54,54,31.9,7.839968565289922,-76.83380012512207,-76.83380012512207,0.1009771823883056,0.2616052627563476,54,48.0,OffsetCorrected,2,48,23.2,25.705621371626776,-6.0,[],0.1006450653076171,0.0504500865936279,0.0504748821258544,0.0567519664764404,0.0007078647613525
20250724_003842_540,-25,54,54,31.9,7.806431798836854,-78.36945571899415,-78.36945571899415,0.1027343273162841,0.261042833328247,54,48.0,OffsetCorrected,2,48,23.2,23.81570398464248,-6.0,[],0.1022093296051025,0.0504841804504394,0.0504834651947021,0.0567648410797119,0.0006542205810546
20250724_003842_905,-24,53,53,30.5,6.983620811840339,-78.98968620300293,-78.98968620300293,0.1007430553436279,0.2607898712158203,53,48.0,OffsetCorrected,2,48,23.2,23.57430268605272,-5.0,[],0.1004071235656738,0.0504508018493652,0.0503747463226318,0.0567398071289062,0.0006380081176757
20250724_003843_633,-23,52,52,29.0,13.053901169155964,-85.0110538482666,-85.0110538482666,0.1045730113983154,0.260871410369873,52,49.0,OffsetCorrected,2,49,24.7,16.487313949330087,-3.0,[],0.1042470932006836,0.0504734516143798,0.0504522323608398,0.0567214488983154,0.0007140636444091
20250724_003844_000,-22,52,52,29.0,12.102335248431174,-82.61324424743653,-82.61324424743653,0.1036658287048339,0.2609620094299316,52,47.0,OffsetCorrected,2,47,21.8,19.178929242315064,-5.0,[],0.1033778190612793,0.0504767894744873,0.0504529476165771,0.0567381381988525,0.000673770904541
20250724_003844_735,-21,51,51,27.6,11.649974740515376,-81.95234489440918,-81.95234489440918,0.1022875308990478,0.2610132694244385,51,46.0,OffsetCorrected,2,46,20.3,20.6021195963076,-5.0,[],0.1019027233123779,0.0504500865936279,0.050485610961914,0.0567920207977294,0.0006895065307617
20250724_003845_100,-20,50,50,26.1,10.682530041612182,-78.94241142272949,-78.94241142272949,0.1005632877349853,0.2611594200134277,50,44.0,OffsetCorrected,2,44,17.4,23.138237284247552,-6.0,[],0.1002485752105712,0.0504717826843261,0.0504360198974609,0.0567798614501953,0.0007550716400146
20250724_003845_463,-19,50,50,26.1,10.662888102007116,-79.97857322692872,-79.97857322692872,0.1049902439117431,0.2609190940856933,50,44.0,OffsetCorrected,2,44,17.4,21.9729573843604,-6.0,[],0.1046102046966552,0.0504822731018066,0.0504825115203857,0.0567553043365478,0.0006835460662841
20250724_003846_194,-18,49,49,24.7,9.550678205974435,-81.78971061706542,-81.78971061706542,0.1018505096435546,0.2609410285949707,49,44.0,OffsetCorrected,2,44,17.4,20.672929550773706,-5.0,[],0.1015169620513916,0.0505132675170898,0.0504729747772216,0.0567245483398437,0.0006763935089111
20250724_003846_558,-17,48,48,23.2,10.184247123308964,-83.5628734588623,-83.5628734588623,0.1009745597839355,0.26125168800354,48,44.0,OffsetCorrected,2,44,17.4,19.01018291447125,-4.0,[],0.1006436347961425,0.050502061843872,0.0504713058471679,0.0567445755004882,0.0006961822509765
20250724_003846_922,-16,48,48,23.2,9.92666848417575,-82.88449249267579,-82.88449249267579,0.1017487049102783,0.2610623836517334,48,43.0,OffsetCorrected,2,43,16.0,19.177276134129173,-5.0,[],0.1014208793640136,0.0504674911499023,0.0505061149597168,0.0568528175354003,0.000704288482666
20250724_003847_287,-15,47,47,21.8,9.672723310057805,-83.41942024230957,-83.41942024230957,0.1009571552276611,0.2609434127807617,47,43.0,OffsetCorrected,2,43,16.0,17.88762634626464,-4.0,[],0.1006205081939697,0.050473928451538,0.0504937171936035,0.0567338466644287,0.0006771087646484
20250724_003848_015,-14,46,46,20.3,8.849888486861218,-87.1603012084961,-87.1603012084961,0.0998520851135253,0.2610118389129638,46,43.0,OffsetCorrected,2,43,16.0,15.304022356990473,-3.0,[],0.0994818210601806,0.050471544265747,0.05045747756958,0.0567188262939453,0.0006842613220214
