Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_045353_946,-32,NO_RADIO,32,0.0,7.978136074219478,-94.68326110839844,-94.68326110839844,0.0860884189605712,0.1581571102142334,32,,CenterFallback,1,32,0,,
20250721_045354_191,-31,NO_RADIO,32,0.0,7.9519272078653955,-94.6549072265625,-94.6549072265625,0.0902249813079834,0.1016218662261962,32,,CenterFallback,1,32,0,,
20250721_045354_385,-30,NO_RADIO,32,0.0,6.894209286436549,-95.9241714477539,-95.9241714477539,0.0946314334869384,0.1583924293518066,32,,CenterFallback,1,32,0,,
20250721_045354_997,-28,50,50,26.1,19.745439537552272,-83.35355491638184,-83.35355491638184,0.0931694507598877,0.1018147468566894,50,50.0,YOLO,1,32,0,19.745439537552272,0.0
20250721_045355_194,-27,49,49,24.7,19.67094977418705,-83.4190860748291,-83.4190860748291,0.0921332836151123,0.1581921577453613,49,49.0,YOLO,1,32,0,19.67094977418705,0.0
20250721_045355_445,-26,49,49,24.7,19.59040030438591,-83.34585113525391,-83.34585113525391,0.0934457778930664,0.1017255783081054,49,49.0,YOLO,1,32,0,19.59040030438591,0.0
20250721_045355_642,-25,48,48,23.2,19.23936477408876,-83.66776390075684,-83.66776390075684,0.0960805416107177,0.1581614017486572,48,48.0,YOLO,1,32,0,19.23936477408876,0.0
20250721_045355_898,-24,47,47,21.8,19.233727353281964,-83.72164916992188,-83.72164916992188,0.0893917083740234,0.101773977279663,47,47.0,YOLO,1,32,0,19.233727353281964,0.0
20250721_045356_090,-23,47,47,21.8,17.84521732283045,-85.1106773376465,-85.1106773376465,0.0902893543243408,0.1580610275268554,47,47.0,YOLO,1,32,0,17.84521732283045,0.0
20250721_045356_340,-22,46,46,20.3,17.48769897062654,-85.43484497070312,-85.43484497070312,0.095489501953125,0.1019771099090576,46,46.0,YOLO,1,32,0,17.48769897062654,0.0
20250721_045356_539,-20,46,46,20.3,16.47022216861376,-85.32239532470703,-85.32239532470703,0.0990467071533203,0.4206461906433105,46,45.0,NeighborSearch,2,32,0,17.550073827993998,-1.0
