Boresight Angle,snr_thresh_db,Rx Beam Index (YOLO Predicted),Initial SNR (dB),Offset Error
23,28.381512503836436,14,28.009179649245247,-1.0
25,28.381512503836436,14,27.845832601387016,-5.0
-33,29.05098040014257,13,12.162030167784735,3.0
-31,29.05098040014257,51,11.749119289397726,-3.0
-31,29.05098040014257,51,29.24419904411657,0.0
-30,29.05098040014257,51,29.937953703463,0.0
-30,29.05098040014257,51,29.49139356346796,0.0
-30,29.05098040014257,50,29.78550818334653,0.0
-30,29.05098040014257,50,29.33211877209301,0.0
-29,29.05098040014257,50,29.293931892657923,0.0
-29,29.05098040014257,50,29.098053662949496,0.0
-29,29.05098040014257,50,28.93029781838428,0.0
-28,29.05098040014257,50,27.75622255300928,-1.0
-28,29.05098040014257,49,29.43411778921524,0.0
-27,29.05098040014257,49,29.42212606707184,0.0
-27,29.05098040014257,49,27.9763041403282,-1.0
-26,29.05098040014257,48,29.42670995231329,0.0
-26,29.05098040014257,48,28.982222640968047,-1.0
-26,29.05098040014257,47,29.128507150896237,0.0
-25,29.05098040014257,47,28.25327475410609,-1.0
-24,29.05098040014257,47,28.79071524293521,-2.0
-23,29.05098040014257,46,28.242995577006432,-1.0
-23,29.05098040014257,45,29.86311019995496,0.0
-23,29.05098040014257,45,29.491805497131068,0.0
-22,29.05098040014257,45,28.62853303640428,-1.0
-21,29.05098040014257,45,28.23733514193983,-2.0
-21,29.05098040014257,44,29.00950946849911,0.0
-20,29.05098040014257,44,28.83851240540537,-1.0
-20,29.05098040014257,43,29.329837620670094,0.0
-19,29.05098040014257,43,28.559139017894918,-1.0
-18,29.05098040014257,43,28.442898293109693,-1.0
-18,29.05098040014257,42,29.14576013517508,0.0
-18,29.05098040014257,42,29.305516121632664,0.0
-17,29.05098040014257,42,28.150826090407392,-2.0
-16,29.05098040014257,41,28.689619460264915,-1.0
-15,29.05098040014257,41,27.750528476420264,-2.0
-15,29.05098040014257,40,29.849438899129524,0.0
-15,29.05098040014257,40,29.70636384103299,0.0
-14,29.05098040014257,40,27.91322602613669,-1.0
-14,29.05098040014257,39,29.92975582922496,0.0
-13,29.05098040014257,39,29.466396454353585,0.0
-13,29.05098040014257,39,28.711737053511,-1.0
-12,29.05098040014257,39,28.08504605152786,-3.0
-11,29.05098040014257,38,27.33086636364508,0.0
-11,29.05098040014257,37,29.083178841103432,0.0
-10,29.05098040014257,37,27.98483546416935,-1.0
-10,29.05098040014257,36,29.628080676698357,0.0
-9,29.05098040014257,36,29.613602111578764,0.0
-9,29.05098040014257,36,28.95046079100573,-1.0
-8,29.05098040014257,36,27.810871830014108,-2.0
-7,29.05098040014257,35,28.73407343822361,-1.0
-7,29.05098040014257,34,28.890024262482925,0.0
-6,29.05098040014257,34,29.42256302067841,0.0
-6,29.05098040014257,34,27.292568635602397,-1.0
