Boresight Angle,snr_thresh_db,Rx Beam Index (YOLO Predicted),Initial SNR (dB),Offset Error
-19,27.58970004336019,43,28.128465096245925,0.0
-19,27.58970004336019,43,28.101533231689476,0.0
-18,27.58970004336019,43,28.09878412766998,0.0
-18,27.58970004336019,42,28.946068340125045,0.0
-18,27.58970004336019,42,29.112144699292628,0.0
-18,27.58970004336019,42,28.779612755597448,0.0
-18,27.58970004336019,42,28.097942352202097,0.0
-18,27.58970004336019,42,29.398512298097287,0.0
-18,27.58970004336019,42,29.28741024914489,0.0
-17,27.58970004336019,42,27.99906361256665,0.0
-17,27.58970004336019,41,26.569185667222648,0.0
-17,27.58970004336019,41,29.3728769535955,0.0
-17,27.58970004336019,41,29.507712221842414,0.0
-17,27.58970004336019,41,29.40212902906368,0.0
-17,27.58970004336019,41,29.19127162740597,0.0
-16,27.58970004336019,41,29.42689897150493,0.0
-16,27.58970004336019,41,27.58847316705488,-1.0
-16,27.58970004336019,41,27.55600450260185,0.0
-16,27.58970004336019,41,27.58922766099672,-1.0
-15,27.58970004336019,41,26.05633679613297,-1.0
-15,27.58970004336019,40,29.435537572297,0.0
-15,27.58970004336019,40,29.43299829532861,0.0
-15,27.58970004336019,40,29.494440310705517,0.0
-15,27.58970004336019,40,29.54800838663309,0.0
-15,27.58970004336019,40,29.331121035214508,0.0
-14,27.58970004336019,40,28.597644651333454,0.0
-14,27.58970004336019,39,29.496514297634164,0.0
-14,27.58970004336019,39,29.255066058279724,0.0
-14,27.58970004336019,39,29.571626082653808,0.0
-14,27.58970004336019,39,28.703118606882114,0.0
-14,27.58970004336019,39,29.52301965458085,0.0
-14,27.58970004336019,39,29.723595147116495,0.0
-13,27.58970004336019,39,28.27489518621401,0.0
-13,27.58970004336019,38,28.206456463589745,0.0
-13,27.58970004336019,38,29.8408745849313,0.0
-13,27.58970004336019,38,29.914001954632617,0.0
-13,27.58970004336019,38,29.922132752562185,0.0
-13,27.58970004336019,38,28.946349814800897,0.0
-12,27.58970004336019,39,28.698333143955168,0.0
-12,27.58970004336019,39,27.16461061915832,-1.0
-12,27.58970004336019,37,28.87835705988181,0.0
-12,27.58970004336019,38,29.142438135071544,0.0
-12,27.58970004336019,38,29.03570369908489,0.0
-12,27.58970004336019,38,28.94249916324593,0.0
-11,27.58970004336019,38,29.048704698612816,0.0
-11,27.58970004336019,37,29.276344618403375,0.0
-11,27.58970004336019,37,29.059617777724505,0.0
-11,27.58970004336019,37,29.283348647628053,0.0
-11,27.58970004336019,37,29.289931881674207,0.0
-11,27.58970004336019,37,28.882697844256008,0.0
-11,27.58970004336019,37,29.20810057637211,0.0
-10,27.58970004336019,37,27.65994055160411,0.0
-10,27.58970004336019,36,27.595172300604872,0.0
-10,27.58970004336019,36,29.52535981886589,0.0
-10,27.58970004336019,36,29.3114881327311,0.0
-10,27.58970004336019,36,29.361730839484096,0.0
-10,27.58970004336019,36,29.524086061873604,0.0
-10,27.58970004336019,36,29.448401913407903,0.0
-9,27.58970004336019,36,29.396740693891157,0.0
-9,27.58970004336019,35,29.65108013027236,0.0
-9,27.58970004336019,36,29.42901039585867,0.0
-9,27.58970004336019,36,28.80798492631576,0.0
-9,27.58970004336019,36,28.844647396021315,0.0
-9,27.58970004336019,36,29.046282872183543,0.0
-9,27.58970004336019,36,29.130701604131247,0.0
-8,27.58970004336019,36,27.133533644010697,-1.0
-8,27.58970004336019,35,28.484309159559047,0.0
-8,27.58970004336019,35,28.071412823315725,0.0
-8,27.58970004336019,35,28.40704893576951,0.0
-8,27.58970004336019,35,28.412863225465948,0.0
-7,27.58970004336019,35,28.344980680989416,0.0
-7,27.58970004336019,35,27.82139137579621,0.0
-7,27.58970004336019,34,28.72773988868777,0.0
-7,27.58970004336019,34,28.923748943347064,0.0
-7,27.58970004336019,34,28.76252483990605,0.0
-7,27.58970004336019,34,28.99974963824936,0.0
-7,27.58970004336019,34,28.979477229576915,0.0
-6,27.58970004336019,34,28.486589502041653,0.0
-6,27.58970004336019,34,27.17825219585084,-1.0
-6,27.58970004336019,33,29.020811498045965,0.0
-6,27.58970004336019,34,29.26949921496471,0.0
-6,27.58970004336019,34,27.11918331412621,-1.0
-5,27.58970004336019,34,25.037169136264325,-1.0
-5,27.58970004336019,33,28.031297908335876,0.0
-5,27.58970004336019,33,28.207997659753996,0.0
-5,27.58970004336019,33,28.498566970954464,0.0
-5,27.58970004336019,33,28.477468300922865,0.0
-4,27.58970004336019,33,27.345692097348667,-1.0
-4,27.58970004336019,32,29.07667630514065,0.0
-4,27.58970004336019,32,29.08803825400809,0.0
-4,27.58970004336019,32,29.195910854124516,0.0
-4,27.58970004336019,32,29.20333627156897,0.0
-4,27.58970004336019,32,29.10733055318804,0.0
-3,27.58970004336019,32,29.146514096834487,0.0
-3,27.58970004336019,32,27.56729826679585,0.0
-3,27.58970004336019,32,27.739658065715226,0.0
-3,27.58970004336019,32,27.7505264834828,0.0
-3,27.58970004336019,32,27.980458258264434,0.0
-3,27.58970004336019,32,27.94900473766056,0.0
-2,27.58970004336019,32,25.651950819627807,-1.0
-2,27.58970004336019,31,28.77476396546572,0.0
-2,27.58970004336019,31,28.45490755824987,0.0
-2,27.58970004336019,31,28.68698355385108,0.0
-2,27.58970004336019,31,28.84221781781449,0.0
-2,27.58970004336019,31,28.689881054845507,0.0
-1,27.58970004336019,31,28.631498103108044,0.0
-1,27.58970004336019,30,29.20232077834577,0.0
-1,27.58970004336019,30,29.35780139553969,0.0
-1,27.58970004336019,30,29.2726580902234,0.0
-1,27.58970004336019,30,29.24008350675896,0.0
-1,27.58970004336019,30,29.4428888844919,0.0
-1,27.58970004336019,30,29.44242951270102,0.0
0,27.58970004336019,30,28.00866132974052,0.0
0,27.58970004336019,29,27.998617566454577,0.0
0,27.58970004336019,29,29.642300076963004,0.0
0,27.58970004336019,29,29.77022690901726,0.0
0,27.58970004336019,29,29.691308068770383,0.0
0,27.58970004336019,29,29.895299048015687,0.0
0,27.58970004336019,30,28.341951582360288,0.0
1,27.58970004336019,30,28.29856600194315,0.0
1,27.58970004336019,29,28.66514772634881,0.0
1,27.58970004336019,29,28.530064702285536,0.0
1,27.58970004336019,29,28.431862513919626,0.0
1,27.58970004336019,29,28.518508122589186,0.0
1,27.58970004336019,29,28.463879132805225,0.0
1,27.58970004336019,29,28.59233201791093,0.0
2,27.58970004336019,29,26.52167992795417,-1.0
2,27.58970004336019,28,28.77282117364741,0.0
2,27.58970004336019,28,28.940535116242245,0.0
2,27.58970004336019,28,28.888617897592876,0.0
2,27.58970004336019,28,28.85702297123417,0.0
3,27.58970004336019,28,27.74710540971723,0.0
3,27.58970004336019,28,27.636023649988037,0.0
3,27.58970004336019,27,29.18552817494612,0.0
3,27.58970004336019,27,28.79349564134744,0.0
3,27.58970004336019,27,29.31173374627069,0.0
3,27.58970004336019,28,29.34475634326217,0.0
3,27.58970004336019,28,28.13502264979205,0.0
4,27.58970004336019,28,28.21730816028137,0.0
4,27.58970004336019,28,25.69595818584949,-1.0
4,27.58970004336019,27,28.084629858759023,0.0
4,27.58970004336019,27,27.875344586339622,0.0
4,27.58970004336019,27,28.194228796424653,0.0
4,27.58970004336019,27,28.157351168581968,0.0
5,27.58970004336019,27,26.453137271116887,-1.0
5,27.58970004336019,26,29.22287554114285,0.0
5,27.58970004336019,26,29.330007608161974,0.0
5,27.58970004336019,26,29.0773892335306,0.0
5,27.58970004336019,26,29.326144104756807,0.0
6,27.58970004336019,26,27.563652755979103,-1.0
6,27.58970004336019,25,28.645211497198936,0.0
6,27.58970004336019,25,28.527455940061067,0.0
6,27.58970004336019,25,28.36345733005753,0.0
6,27.58970004336019,25,28.585596336317792,0.0
6,27.58970004336019,25,29.05294615543052,0.0
7,27.58970004336019,25,28.86241400488258,0.0
7,27.58970004336019,25,27.36012772397132,-1.0
7,27.58970004336019,24,29.286218362226837,0.0
7,27.58970004336019,24,29.587598933427152,0.0
7,27.58970004336019,25,27.886885473307157,0.0
8,27.58970004336019,25,28.114891828543044,0.0
8,27.58970004336019,25,25.912800339228347,-1.0
8,27.58970004336019,24,28.03183882061609,0.0
8,27.58970004336019,24,28.140514688389032,0.0
8,27.58970004336019,24,27.62794354144031,0.0
9,27.58970004336019,24,27.47051776977562,0.0
9,27.58970004336019,24,27.63593525060263,0.0
9,27.58970004336019,23,28.973623187944447,0.0
9,27.58970004336019,23,28.760265616681387,0.0
9,27.58970004336019,23,29.38798143836981,0.0
9,27.58970004336019,23,29.40778408470204,0.0
10,27.58970004336019,24,27.238773244321493,-1.0
10,27.58970004336019,22,28.63154930557625,0.0
10,27.58970004336019,22,28.568912111699404,0.0
10,27.58970004336019,23,26.976108697616556,-1.0
10,27.58970004336019,22,29.134255065236417,0.0
10,27.58970004336019,22,29.254545880622278,0.0
11,27.58970004336019,23,25.09395456055971,-2.0
11,27.58970004336019,22,28.275622350786065,0.0
11,27.58970004336019,22,28.26408658374797,0.0
11,27.58970004336019,22,28.24693414682949,0.0
12,27.58970004336019,22,28.084735939161305,0.0
12,27.58970004336019,22,26.18207766178142,-1.0
12,27.58970004336019,21,28.73384567908656,0.0
12,27.58970004336019,21,28.62021117190489,0.0
12,27.58970004336019,21,28.84264331525928,0.0
12,27.58970004336019,21,28.853106755015865,0.0
13,27.58970004336019,21,27.573632212637264,0.0
13,27.58970004336019,20,28.54886142206476,0.0
13,27.58970004336019,20,28.42531752453951,0.0
13,27.58970004336019,20,28.574406885714744,0.0
13,27.58970004336019,20,28.86700520405761,0.0
13,27.58970004336019,20,28.743291082182587,0.0
13,27.58970004336019,20,28.56058865974306,0.0
14,27.58970004336019,20,26.9275484234985,0.0
14,27.58970004336019,20,27.596829041825416,0.0
14,27.58970004336019,20,27.694762260941005,0.0
14,27.58970004336019,20,27.625485841816698,0.0
14,27.58970004336019,20,26.41142361742068,0.0
14,27.58970004336019,20,27.77478160901133,0.0
15,27.58970004336019,20,25.32321477097525,-1.0
15,27.58970004336019,19,29.094613013867075,0.0
15,27.58970004336019,19,28.977855965904997,0.0
15,27.58970004336019,19,28.41970884550711,0.0
15,27.58970004336019,19,27.837614744784567,0.0
16,27.58970004336019,19,27.40583980901556,-1.0
16,27.58970004336019,18,28.608399131564376,0.0
16,27.58970004336019,18,28.45876135495819,0.0
16,27.58970004336019,18,28.45151011416524,0.0
16,27.58970004336019,18,28.42954732853889,0.0
16,27.58970004336019,18,28.720006695974117,0.0
17,27.58970004336019,18,28.639883947884897,0.0
17,27.58970004336019,18,27.54313437743645,0.0
17,27.58970004336019,18,27.594806354362568,0.0
17,27.58970004336019,18,27.80608738335043,0.0
17,27.58970004336019,18,27.492124401340064,-1.0
18,27.58970004336019,18,26.0346706867008,-2.0
18,27.58970004336019,17,27.637629961358044,0.0
18,27.58970004336019,17,27.497674579105308,0.0
18,27.58970004336019,17,27.6004429055626,0.0
19,27.58970004336019,17,26.33031615176934,-1.0
19,27.58970004336019,16,28.133259416065528,0.0
19,27.58970004336019,16,28.131513662955108,0.0
19,27.58970004336019,16,28.221885951751965,0.0
19,27.58970004336019,16,28.52718266033407,0.0
19,27.58970004336019,16,28.4916701056236,0.0
20,27.58970004336019,16,28.413093715143404,0.0
20,27.58970004336019,15,28.67138854736622,0.0
20,27.58970004336019,15,28.63587120348437,0.0
20,27.58970004336019,15,28.839527826311617,0.0
20,27.58970004336019,15,29.03300018657834,0.0
20,27.58970004336019,15,29.11698657598469,0.0
20,27.58970004336019,16,29.224211221871727,0.0
21,27.58970004336019,16,25.642511665550515,-1.0
21,27.58970004336019,15,28.15777672602956,0.0
21,27.58970004336019,15,27.89397974950343,0.0
21,27.58970004336019,15,28.17616447790348,0.0
21,27.58970004336019,15,27.9418061882482,0.0
22,27.58970004336019,15,26.560516190749304,-1.0
22,27.58970004336019,14,28.451800173371893,0.0
22,27.58970004336019,14,28.637471968211365,0.0
22,27.58970004336019,14,28.36014542430071,0.0
22,27.58970004336019,14,28.5117662662964,0.0
22,27.58970004336019,14,28.818398959076504,0.0
23,27.58970004336019,14,28.73230107954561,0.0
23,27.58970004336019,14,28.25920386597629,0.0
23,27.58970004336019,14,28.228772788023846,0.0
23,27.58970004336019,14,28.28966175234602,0.0
23,27.58970004336019,14,27.98133963287598,0.0
23,27.58970004336019,14,27.852294471315084,0.0
23,27.58970004336019,14,27.850312315026,0.0
24,27.58970004336019,14,26.533582319298414,-4.0
-35,28.381512503836436,13,12.195244664138896,1.0
-32,28.381512503836436,51,29.971071635721287,0.0
-32,28.381512503836436,51,30.211504195944947,0.0
-31,28.381512503836436,51,29.065230932894856,0.0
-31,28.381512503836436,51,28.99622686499492,0.0
-31,28.381512503836436,51,29.37276675033036,0.0
-31,28.381512503836436,51,29.634866794510124,0.0
-31,28.381512503836436,51,29.569985920335547,0.0
-31,28.381512503836436,51,29.6278921207386,0.0
-31,28.381512503836436,51,29.59677038760224,0.0
-30,28.381512503836436,51,29.06753195932962,0.0
-30,28.381512503836436,50,29.470133975160813,0.0
-30,28.381512503836436,50,29.603433958579046,0.0
-30,28.381512503836436,50,29.63683971807407,0.0
-30,28.381512503836436,50,29.69037628309572,0.0
-30,28.381512503836436,50,29.951160808412556,0.0
-30,28.381512503836436,50,29.86634903917262,0.0
-29,28.381512503836436,50,28.490309228459417,0.0
-29,28.381512503836436,50,28.644189353675387,0.0
-29,28.381512503836436,50,28.61222611789414,0.0
-29,28.381512503836436,50,28.47452939422365,0.0
-29,28.381512503836436,49,29.71094401686876,0.0
-29,28.381512503836436,50,30.212630915530376,0.0
-28,28.381512503836436,50,28.75509081628183,0.0
-28,28.381512503836436,50,27.89941901686704,-1.0
-28,28.381512503836436,49,29.183697928117034,0.0
-28,28.381512503836436,49,29.00847389203237,0.0
-28,28.381512503836436,49,28.98250379061088,0.0
-28,28.381512503836436,49,28.6763279379918,0.0
-27,28.381512503836436,49,28.72354877043416,0.0
-27,28.381512503836436,48,29.534023293205664,0.0
-27,28.381512503836436,48,29.660058634261983,0.0
-27,28.381512503836436,48,29.397178052100934,0.0
-27,28.381512503836436,48,29.56765916617475,0.0
-27,28.381512503836436,48,29.442236583591296,0.0
-27,28.381512503836436,48,29.543149129005982,0.0
-26,28.381512503836436,48,28.33776908281664,0.0
-26,28.381512503836436,48,28.47116526600994,0.0
-26,28.381512503836436,47,28.459466131725748,0.0
-26,28.381512503836436,48,28.697315077430424,0.0
-26,28.381512503836436,47,28.622891040199956,0.0
-26,28.381512503836436,47,28.83460494233001,0.0
-26,28.381512503836436,47,28.80889700215996,0.0
-25,28.381512503836436,47,27.955483401221727,-1.0
-25,28.381512503836436,47,27.76234493696092,-1.0
-25,28.381512503836436,47,28.001304536428883,-1.0
-24,28.381512503836436,47,26.5074750365218,-2.0
-24,28.381512503836436,46,27.867262982740264,-1.0
-23,28.381512503836436,46,27.935953969017483,-1.0
-23,28.381512503836436,45,29.860547334270493,0.0
-23,28.381512503836436,46,29.706655976640107,0.0
-23,28.381512503836436,46,26.96577210437165,-1.0
-23,28.381512503836436,45,29.03376170307973,0.0
-22,28.381512503836436,45,29.30974499289281,0.0
-22,28.381512503836436,45,28.144779788849384,-1.0
-22,28.381512503836436,45,27.92864910527542,-1.0
-21,28.381512503836436,45,27.74621014750961,-1.0
-21,28.381512503836436,44,29.03769340613961,0.0
-21,28.381512503836436,44,28.932568359573764,0.0
-21,28.381512503836436,44,28.771673596663824,0.0
-21,28.381512503836436,44,28.69438302845687,0.0
-21,28.381512503836436,44,28.674917925340075,0.0
-21,28.381512503836436,44,28.86060001897857,0.0
-20,28.381512503836436,44,27.725103630205552,-1.0
-20,28.381512503836436,43,29.261505614805827,0.0
-20,28.381512503836436,43,28.95497036700013,0.0
-20,28.381512503836436,43,29.20795906101064,0.0
-20,28.381512503836436,43,29.29038238152668,0.0
-20,28.381512503836436,43,29.28063813313197,0.0
-19,28.381512503836436,43,28.944936564489943,0.0
-19,28.381512503836436,43,28.091844393822957,-1.0
-19,28.381512503836436,43,27.919223624934176,-1.0
-18,28.381512503836436,43,27.720019761919986,-2.0
-18,28.381512503836436,42,29.368695179624574,0.0
-18,28.381512503836436,42,29.073599249427797,0.0
-18,28.381512503836436,42,28.81916438511052,0.0
-18,28.381512503836436,42,29.025963830515032,0.0
-17,28.381512503836436,42,29.103091780872735,0.0
-17,28.381512503836436,42,28.480753835477746,0.0
-17,28.381512503836436,41,28.817082685979123,0.0
-17,28.381512503836436,41,28.80296087301384,0.0
-17,28.381512503836436,41,28.683614870987213,0.0
-17,28.381512503836436,41,28.76987167837011,0.0
-17,28.381512503836436,41,28.613659678735893,0.0
-17,28.381512503836436,41,28.80575281516796,0.0
-16,28.381512503836436,41,27.417925758779788,-1.0
-16,28.381512503836436,41,27.35134817212925,-1.0
-16,28.381512503836436,40,30.08233941187364,0.0
-16,28.381512503836436,40,30.106950384226963,0.0
-15,28.381512503836436,40,29.399136704706542,0.0
-15,28.381512503836436,40,29.267065933189517,0.0
-15,28.381512503836436,40,28.58533475439814,0.0
-15,28.381512503836436,40,29.199081092148568,0.0
-15,28.381512503836436,40,29.647104920678537,0.0
-15,28.381512503836436,40,29.810997687210303,0.0
-15,28.381512503836436,40,29.55734447602937,0.0
-14,28.381512503836436,40,29.576963435121183,0.0
-14,28.381512503836436,39,29.270962438720154,0.0
-14,28.381512503836436,39,29.311671984125013,0.0
-14,28.381512503836436,39,29.314357198058744,0.0
-14,28.381512503836436,39,29.25330563172912,0.0
-14,28.381512503836436,39,29.199983405605032,0.0
-14,28.381512503836436,39,29.123308351901,0.0
-13,28.381512503836436,39,28.03940875648633,-1.0
-13,28.381512503836436,38,29.656241828668517,0.0
-13,28.381512503836436,38,29.875758139987887,0.0
-13,28.381512503836436,38,29.7815445914704,0.0
-13,28.381512503836436,38,30.03162448735757,0.0
-12,28.381512503836436,38,28.920712924332165,0.0
-12,28.381512503836436,38,28.44524605043498,0.0
-12,28.381512503836436,38,28.69646728161043,0.0
-12,28.381512503836436,38,28.41335185183492,0.0
-12,28.381512503836436,38,28.36374488394796,0.0
-12,28.381512503836436,38,28.575301980739056,0.0
-11,28.381512503836436,38,28.56286058291451,0.0
-11,28.381512503836436,38,27.056895492750627,-1.0
-11,28.381512503836436,37,29.355207278052504,0.0
-11,28.381512503836436,37,29.354571120377443,0.0
-11,28.381512503836436,37,29.46292451822034,0.0
-11,28.381512503836436,37,29.44659126641615,0.0
-10,28.381512503836436,37,27.40490945090844,-1.0
-10,28.381512503836436,36,29.05188966881101,0.0
-10,28.381512503836436,36,29.06251972096026,0.0
-10,28.381512503836436,36,29.474218993529146,0.0
-10,28.381512503836436,36,29.19437130124985,0.0
-10,28.381512503836436,36,29.445526366173745,0.0
-9,28.381512503836436,36,29.301380085231933,0.0
-9,28.381512503836436,36,28.278127385608457,0.0
-9,28.381512503836436,36,28.15250632821505,0.0
-9,28.381512503836436,36,28.451066280609325,0.0
-9,28.381512503836436,36,28.643706232885712,0.0
-8,28.381512503836436,36,28.592803007435062,0.0
-8,28.381512503836436,36,27.415478050512725,-1.0
-8,28.381512503836436,35,28.597517075633128,0.0
-8,28.381512503836436,35,28.740966555016712,0.0
-8,28.381512503836436,35,28.570279191325383,0.0
-8,28.381512503836436,35,28.58803908878059,0.0
-7,28.381512503836436,35,28.71087350881789,0.0
-7,28.381512503836436,35,26.848653831657984,-1.0
-7,28.381512503836436,34,28.657491396316523,0.0
-7,28.381512503836436,34,28.78084974684576,0.0
-7,28.381512503836436,34,28.64815960371486,0.0
-7,28.381512503836436,34,28.6947353917754,0.0
-6,28.381512503836436,34,27.18711969879803,-1.0
-6,28.381512503836436,33,28.970271303963628,0.0
-6,28.381512503836436,33,29.196020513803525,0.0
-6,28.381512503836436,34,26.941546283146454,-1.0
-5,28.381512503836436,34,25.056223281136543,-2.0
-5,28.381512503836436,33,27.81465828361324,-1.0
-4,28.381512503836436,33,28.208482411045665,-1.0
-4,28.381512503836436,32,29.21725328020429,0.0
-4,28.381512503836436,32,29.347224456585543,0.0
-4,28.381512503836436,32,29.385117551433854,0.0
-4,28.381512503836436,32,29.229137143733688,0.0
-3,28.381512503836436,33,27.31294754145353,-1.0
-3,28.381512503836436,32,27.803940751203697,-1.0
-3,28.381512503836436,32,28.474400442175707,0.0
-3,28.381512503836436,32,28.203840398532197,0.0
-2,28.381512503836436,32,28.2014821134157,-2.0
-2,28.381512503836436,31,28.416446413854366,0.0
-2,28.381512503836436,31,28.25874660821487,-1.0
-2,28.381512503836436,31,30.043053184390395,0.0
-1,28.381512503836436,31,26.86298838166799,-1.0
-1,28.381512503836436,30,29.08885526963973,0.0
-1,28.381512503836436,30,29.17152198480479,0.0
-1,28.381512503836436,30,29.04134052431576,0.0
-1,28.381512503836436,30,29.03524433652701,0.0
-1,28.381512503836436,30,28.97296844056949,0.0
0,28.381512503836436,30,28.914316745246083,0.0
0,28.381512503836436,29,29.747188487293897,0.0
0,28.381512503836436,29,29.676864014861167,0.0
0,28.381512503836436,29,29.53909245047969,0.0
0,28.381512503836436,29,29.469583873582717,0.0
0,28.381512503836436,29,29.45043046187976,0.0
0,28.381512503836436,29,29.54573303296621,0.0
1,28.381512503836436,29,28.452184953214143,0.0
1,28.381512503836436,29,28.39639191756681,0.0
1,28.381512503836436,29,28.547326691698643,0.0
1,28.381512503836436,29,28.45641829854698,0.0
1,28.381512503836436,29,28.54923559463618,0.0
1,28.381512503836436,29,28.76265753348622,0.0
2,28.381512503836436,29,27.50504703510285,-1.0
2,28.381512503836436,28,28.64093376059449,0.0
2,28.381512503836436,28,28.83408896672733,0.0
2,28.381512503836436,28,28.771338950137547,0.0
2,28.381512503836436,28,28.874597846659604,0.0
2,28.381512503836436,28,28.79604313370541,0.0
3,28.381512503836436,28,28.91367497722127,0.0
3,28.381512503836436,27,29.1794261657562,0.0
3,28.381512503836436,27,29.010550741242355,0.0
3,28.381512503836436,27,29.00979379867677,0.0
3,28.381512503836436,27,29.307430209362288,0.0
3,28.381512503836436,27,29.36453928524773,0.0
3,28.381512503836436,27,29.461615131834986,0.0
4,28.381512503836436,27,28.17241536687723,-1.0
4,28.381512503836436,27,27.903944939191057,-1.0
4,28.381512503836436,27,28.10747108579494,-1.0
5,28.381512503836436,27,26.58782961928018,-1.0
5,28.381512503836436,26,28.35486818916641,0.0
5,28.381512503836436,26,28.855931066674245,0.0
5,28.381512503836436,26,28.783031786363992,0.0
5,28.381512503836436,26,29.05683168668188,0.0
6,28.381512503836436,26,28.104845297546547,-1.0
6,28.381512503836436,25,28.554259958410235,0.0
6,28.381512503836436,25,28.53586168314189,0.0
6,28.381512503836436,25,28.677346456997668,0.0
6,28.381512503836436,25,28.4299756347796,0.0
7,28.381512503836436,25,28.64159911254496,0.0
7,28.381512503836436,25,27.495007791114624,-1.0
7,28.381512503836436,24,29.207914392026687,0.0
7,28.381512503836436,24,29.112531249764487,0.0
8,28.381512503836436,25,28.160389920838952,-1.0
8,28.381512503836436,25,25.868700868546085,-2.0
8,28.381512503836436,24,28.6354776277488,0.0
8,28.381512503836436,24,28.628398273000457,0.0
8,28.381512503836436,24,28.573514208298256,0.0
9,28.381512503836436,24,28.663720790611364,0.0
9,28.381512503836436,23,28.87772408641372,0.0
9,28.381512503836436,23,28.98617070234014,0.0
9,28.381512503836436,23,29.189607738286256,0.0
9,28.381512503836436,23,29.396299708848154,0.0
9,28.381512503836436,23,29.2581662001624,0.0
9,28.381512503836436,23,29.31909526803058,0.0
10,28.381512503836436,24,23.313289228827983,-2.0
10,28.381512503836436,22,28.64558630410334,0.0
10,28.381512503836436,22,28.486475557760983,0.0
10,28.381512503836436,22,28.56053645891675,0.0
11,28.381512503836436,22,28.950682906419026,0.0
11,28.381512503836436,23,25.107346567378848,-3.0
11,28.381512503836436,22,27.720862242330547,-1.0
12,28.381512503836436,22,26.197916783607774,-1.0
12,28.381512503836436,21,28.67313076567666,0.0
12,28.381512503836436,21,28.8409905722975,0.0
12,28.381512503836436,21,29.21821415563131,0.0
12,28.381512503836436,21,29.009789731943314,0.0
14,28.381512503836436,21,27.98286672185528,-1.0
14,28.381512503836436,19,9.477027739754403,0.0
14,28.381512503836436,19,29.36452085633315,0.0
14,28.381512503836436,19,29.155012671759728,0.0
14,28.381512503836436,19,29.05738245259178,0.0
15,28.381512503836436,20,25.247886589344084,-2.0
15,28.381512503836436,19,28.44851272688834,0.0
15,28.381512503836436,19,28.606142142496523,0.0
15,28.381512503836436,19,28.783293872765945,0.0
16,28.381512503836436,19,28.91659823352331,0.0
16,28.381512503836436,19,27.09334495520377,-1.0
16,28.381512503836436,18,28.806962769032367,0.0
16,28.381512503836436,18,28.671682720840977,0.0
16,28.381512503836436,18,28.54602844026155,0.0
16,28.381512503836436,18,28.728935055916843,0.0
17,28.381512503836436,19,25.18433811620609,-2.0
17,28.381512503836436,17,29.132174274355123,0.0
17,28.381512503836436,18,29.220178354146512,0.0
18,28.381512503836436,18,27.915427084109574,-2.0
18,28.381512503836436,17,27.567899441341453,-1.0
18,28.381512503836436,17,27.87185210185263,-1.0
19,28.381512503836436,17,26.71864789056297,-2.0
19,28.381512503836436,16,28.03937224126208,-1.0
19,28.381512503836436,16,28.41252914493414,0.0
19,28.381512503836436,16,28.447654104139232,0.0
20,28.381512503836436,16,26.874993280520165,-1.0
20,28.381512503836436,15,28.591601527521483,0.0
20,28.381512503836436,15,28.81272745846753,0.0
20,28.381512503836436,15,28.729466353259568,0.0
20,28.381512503836436,15,28.710585302273643,0.0
21,28.381512503836436,15,28.15119052509409,-1.0
21,28.381512503836436,15,27.79756539691391,-1.0
21,28.381512503836436,15,27.9496169225596,-1.0
22,28.381512503836436,15,26.480541265851286,-2.0
22,28.381512503836436,14,28.65862107825589,0.0
22,28.381512503836436,14,28.728226777529077,0.0
22,28.381512503836436,14,28.849327250390218,0.0
22,28.381512503836436,14,28.631357833909146,0.0
23,28.381512503836436,14,27.329347097958085,-2.0
24,28.381512503836436,14,27.67428437829929,-1.0
25,28.381512503836436,13,9.37723104662686,-2.0
37,28.381512503836436,51,6.722600397914491,-6.0
-32,29.05098040014257,51,11.597925742522108,0.0
-32,29.05098040014257,51,30.289413797435277,0.0
-32,29.05098040014257,51,30.069055425444677,0.0
-31,29.05098040014257,51,9.988976950591931,0.0
-31,29.05098040014257,51,29.47182929301105,0.0
-31,29.05098040014257,51,29.43034515468039,0.0
-31,29.05098040014257,51,29.67384080780408,0.0
-31,29.05098040014257,51,29.585678487604905,0.0
-30,29.05098040014257,51,29.912909721887186,0.0
-30,29.05098040014257,50,29.730866102795403,0.0
-30,29.05098040014257,50,29.56995545568793,0.0
-30,29.05098040014257,50,29.81065460282204,0.0
-30,29.05098040014257,50,29.830271870481283,0.0
-30,29.05098040014257,50,29.78121444080019,0.0
-30,29.05098040014257,50,29.756203624067915,0.0
-29,29.05098040014257,50,28.76037698372441,-1.0
-29,29.05098040014257,50,28.982000976083317,0.0
-29,29.05098040014257,50,28.80895747899564,-1.0
-29,29.05098040014257,50,29.052174121692783,0.0
-28,29.05098040014257,50,28.667636713621437,-2.0
-28,29.05098040014257,49,30.256659010954905,0.0
-28,29.05098040014257,49,29.18315083068652,0.0
-28,29.05098040014257,49,29.328728385072544,0.0
-27,29.05098040014257,49,28.70436045952487,-1.0
-27,29.05098040014257,48,29.396307250867764,0.0
-27,29.05098040014257,48,29.544723636551467,0.0
-27,29.05098040014257,48,29.59314301368985,0.0
-27,29.05098040014257,48,29.72904335551995,0.0
-27,29.05098040014257,48,29.615872531638963,0.0
-26,29.05098040014257,48,29.71681914902951,0.0
-26,29.05098040014257,47,28.957232406198315,0.0
-26,29.05098040014257,47,29.02976427466477,0.0
-26,29.05098040014257,47,29.0097907286912,-1.0
-25,29.05098040014257,47,29.671065661563503,0.0
-25,29.05098040014257,47,28.094996206278267,-1.0
