Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s)
20250723_135414_555,-65,NO_RADIO,32,0,6.909324722290037,-96.25521850585938,0.22407031059265137,0.10237669944763184
20250723_135414_886,-65,NO_RADIO,32,0,6.638736664981366,-96.29843139648438,0.17358756065368652,0.15634918212890625
20250723_135415_217,-65,NO_RADIO,32,0,6.952752631141735,-96.04537200927734,0.17018389701843262,0.10207867622375488
20250723_135415_490,-65,NO_RADIO,32,0,7.0707430363992785,-96.12810516357422,0.16755914688110352,0.15865707397460938
20250723_135415_818,-65,NO_RADIO,32,0,6.721564294757769,-96.29843139648438,0.174896240234375,0.1020205020904541
20250723_135416_096,-65,NO_RADIO,32,0,7.16714763650333,-96.03931198120118,0.17608189582824707,0.1583235263824463
20250723_135416_432,-65,NO_RADIO,32,0,7.0576157651758535,-96.29843139648438,0.17369914054870605,0.10194778442382812
20250723_135416_709,-65,NO_RADIO,32,0,7.152751597471763,-96.03931198120118,0.16469717025756836,0.15843653678894043
20250723_135417_033,-65,NO_RADIO,32,0,7.151886322468542,-96.12810516357422,0.1697070598602295,0.10203170776367188
20250723_135417_306,-65,NO_RADIO,32,0,7.131211001743097,-95.9241714477539,0.17163991928100586,0.15837407112121582
20250723_135417_638,-65,NO_RADIO,32,0,7.043905321298084,-96.12396850585938,0.16953659057617188,0.10202980041503906
20250723_135417_910,-65,NO_RADIO,32,0,6.970696591124849,-96.29843139648438,0.16878604888916016,0.15840601921081543
20250723_135418_239,-64,NO_RADIO,32,0,6.620212979901822,-96.25521850585938,0.16324305534362793,0.10198283195495605
20250723_135418_506,-64,NO_RADIO,32,0,7.070055758634567,-96.04537200927734,0.16263413429260254,0.15830373764038086
20250723_135418_828,-64,63,63,45.0,7.226973554229247,-95.9241714477539,0.24573469161987305,0.10200905799865723
20250723_135419_177,-64,63,63,45.0,7.931847999423908,-95.15899658203125,0.23173832893371582,0.1582484245300293
20250723_135419_568,-64,63,63,45.0,7.921078312537134,-95.15899658203125,0.23285865783691406,0.10195040702819824
20250723_135419_904,-64,63,63,45.0,7.817094260171871,-95.15899658203125,0.23242449760437012,0.15833830833435059
20250723_135420_296,-64,63,63,45.0,7.838362813519623,-95.15899658203125,0.23043346405029297,0.10199379920959473
20250723_135420_630,-64,63,63,45.0,7.76748718208934,-95.4295696258545,0.2336266040802002,0.15838861465454102
