Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s)
20250723_135554_309,-40,59,59,39.2,19.51628774326832,-83.32039413452148,0.2307941913604736,0.1020941734313964
20250723_135554_643,-40,59,59,39.2,18.86131800784825,-83.88284835815429,0.2330348491668701,0.1583409309387207
20250723_135555_036,-40,58,58,37.7,18.872770714326705,-83.85813903808594,0.2313714027404785,0.1020400524139404
20250723_135555_371,-40,58,58,37.7,20.253579146874472,-82.46539840698242,0.2338085174560547,0.1583490371704101
20250723_135555_764,-40,58,58,37.7,20.438794804127014,-82.4513168334961,0.2595028877258301,0.1019861698150634
20250723_135556_127,-40,58,58,37.7,20.20085362266913,-82.62673950195312,0.232532262802124,0.1583573818206787
20250723_135556_519,-40,58,58,37.7,20.094160719492777,-82.67352027893067,0.2310376167297363,0.1020069122314453
20250723_135556_853,-40,58,58,37.7,20.453148596599902,-82.37454528808594,0.2305207252502441,0.1583979129791259
20250723_135557_243,-40,58,58,37.7,20.42514649126123,-82.42213821411133,0.2312581539154052,0.1020169258117675
20250723_135557_578,-40,58,58,37.7,20.67192333059198,-82.15815200805665,0.2307202816009521,0.1583015918731689
20250723_135557_968,-40,58,58,37.7,20.6711808909821,-82.07894477844238,0.2310953140258789,0.1020247936248779
20250723_135558_303,-39,58,58,37.7,19.427796884862403,-83.1915054321289,0.2339766025543213,0.1583878993988037
20250723_135558_696,-39,58,58,37.7,19.532601348210648,-83.23171920776367,0.2309417724609375,0.1020009517669677
20250723_135559_031,-39,58,58,37.7,19.286829340706504,-83.44680976867676,0.2332861423492431,0.158376932144165
20250723_135559_424,-39,58,58,37.7,19.39184795604197,-83.37144470214844,0.2336759567260742,0.101966381072998
20250723_135559_760,-39,58,58,37.7,19.25549101434055,-83.37056121826171,0.2317900657653808,0.1584501266479492
20250723_135600_152,-39,58,58,37.7,19.40831354554849,-83.34794578552246,0.23097825050354,0.1019239425659179
20250723_135600_486,-39,58,58,37.7,19.180180619623545,-83.48037910461426,0.229863166809082,0.1583802700042724
20250723_135600_876,-39,58,58,37.7,19.36384381771485,-83.48037910461426,0.2608170509338379,0.1020481586456298
20250723_135601_240,-39,58,58,37.7,19.427998653515303,-83.3736644744873,0.2298109531402588,0.1585474014282226
20250723_135601_630,-39,58,58,37.7,19.34821943482777,-83.43533439636231,0.2296733856201172,0.1020741462707519
20250723_135601_963,-39,58,58,37.7,19.40490702828532,-83.18513488769531,0.2325060367584228,0.1584062576293945
20250723_135602_355,-38,58,58,37.7,19.559086498765254,-83.06591796875,0.2299931049346923,0.1021580696105957
20250723_135602_688,-38,58,58,37.7,17.561504124039615,-85.15900421142578,0.2308738231658935,0.1583695411682129
20250723_135603_079,-38,57,57,36.3,17.410866586151556,-85.30854034423828,0.2311601638793945,0.1020231246948242
20250723_135603_413,-38,57,57,36.3,18.74237991371112,-84.03914642333984,0.2306296825408935,0.1583814620971679
20250723_135603_804,-38,57,57,36.3,18.91184294691874,-83.74089050292969,0.2313950061798095,0.1020929813385009
20250723_135604_139,-38,57,57,36.3,18.557997467551544,-84.23234062194824,0.2310013771057129,0.1583034992218017
20250723_135604_529,-38,57,57,36.3,18.659822622237485,-84.01957664489746,0.2303798198699951,0.1019778251647949
20250723_135604_863,-38,57,57,36.3,18.692111884935457,-84.0738754272461,0.2336275577545166,0.158240795135498
20250723_135605_256,-38,57,57,36.3,18.725963754654032,-84.08690643310547,0.2319691181182861,0.1019735336303711
20250723_135605_591,-38,57,57,36.3,18.687972372087515,-83.91797637939453,0.2310471534729004,0.158311128616333
20250723_135605_982,-38,57,57,36.3,18.95275143634801,-83.74547119140625,0.234548807144165,0.1019966602325439
20250723_135606_320,-37,57,57,36.3,17.37181962406474,-85.29008827209472,0.2333629131317138,0.1583962440490722
20250723_135606_713,-37,57,57,36.3,17.406445394729815,-85.42044639587402,0.2322983741760254,0.1019732952117919
20250723_135607_048,-37,56,56,34.8,20.11823256046817,-82.53576889038087,0.232170820236206,0.1582903861999511
20250723_135607_440,-37,56,56,34.8,20.009849745625036,-82.7400894165039,0.2325890064239502,0.1020221710205078
20250723_135607_776,-37,56,56,34.8,19.983022032008066,-82.78627014160156,0.2316181659698486,0.158318281173706
20250723_135608_167,-37,56,56,34.8,20.10374082193725,-82.70957946777344,0.2323610782623291,0.1019389629364013
20250723_135608_503,-37,56,56,34.8,19.69161402160971,-83.09739570617675,0.2311317920684814,0.1583211421966552
20250723_135608_893,-37,56,56,34.8,19.72264613444048,-83.02996215820312,0.2306926250457763,0.1019124984741211
