Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),TX Beam Index,TX Beam Angle,Adjustment Method,Beams Checked in Search,SNR (dB),Offset Error,Beam Offset History
20250713_201727_223,-90,NO_RADIO,32,0,6.974176101684577,-95.6165771484375,-95.6165771484375,0.10659170150756836,0.19555163383483887,32,,,,CenterFallback,1,,,[]
20250713_201727_529,-90,NO_RADIO,32,0,7.11308683362887,-95.4705810546875,-95.4705810546875,0.10176944732666016,0.19598865509033203,32,,,,CenterFallback,1,,,[]
20250713_201727_828,-90,13,13,-27.6,7.05575840579715,-82.75735473632812,-82.75735473632812,0.12957763671875,0.29793357849121094,13,13,13,27.6,OffsetCorrected,2,20.378407028314285,0,[0]
20250713_201728_257,-90,NO_RADIO,13,-27.6,20.215640228399607,-82.84274291992188,-82.84274291992188,0.06733083724975586,0.14423847198486328,13,,,,CenterFallback,1,,,[0]
20250713_201728_469,-90,13,13,-27.6,21.422376515448832,-81.695849609375,-81.695849609375,0.1047666072845459,0.21484899520874023,13,13,13,27.6,YOLO,1,21.422376515448832,0,"[0, 0]"
20250713_201728_790,-90,13,13,-27.6,21.75154703181687,-81.17940330505371,-81.17940330505371,0.10123419761657715,0.12132096290588379,13,13,13,27.6,YOLO,1,21.75154703181687,0,"[0, 0, 0]"
20250713_201729_014,-90,14,14,-26.1,21.741208386439325,-81.14321327209473,-81.14321327209473,0.09824824333190918,0.18557310104370117,14,14,14,26.1,YOLO,1,21.741208386439325,0,"[0, 0, 0, 0]"
20250713_201729_299,-90,15,15,-24.7,22.169234794350402,-80.71608848571778,-80.71608848571778,0.09997344017028809,0.1359560489654541,15,15,15,24.7,YOLO,1,22.169234794350402,0,"[0, 0, 0, 0, 0]"
20250713_201729_537,-90,15,15,-24.7,22.9520737057603,-79.84249572753906,-79.84249572753906,0.10052323341369629,0.21946358680725098,15,15,15,24.7,YOLO,1,22.9520737057603,0,"[0, 0, 0, 0, 0, 0]"
20250713_201729_858,-90,17,17,-21.8,23.23143597576623,-79.47653884887696,-79.47653884887696,0.10130882263183594,0.17713212966918945,17,17,17,21.8,YOLO,1,23.23143597576623,0,"[0, 0, 0, 0, 0, 0, 0]"
20250713_201730_138,-90,17,17,-21.8,16.77708466422301,-85.99243927001953,-85.99243927001953,0.09887218475341797,0.1757497787475586,17,17,17,21.8,YOLO,1,16.77708466422301,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201730_413,-90,17,17,-21.8,17.208181394194966,-85.3326358795166,-85.3326358795166,0.10036110877990723,0.1383659839630127,17,17,17,21.8,YOLO,1,17.208181394194966,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201730_653,-90,17,17,-21.8,18.09897987546252,-84.5661376953125,-84.5661376953125,0.10236406326293945,0.23151302337646484,17,17,17,21.8,YOLO,1,18.09897987546252,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201730_988,-90,17,17,-21.8,18.258175663992887,-84.40592079162597,-84.40592079162597,0.10387778282165527,0.13300538063049316,17,17,17,21.8,YOLO,1,18.258175663992887,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201731_226,-90,17,17,-21.8,19.59712733440226,-83.00965194702148,-83.00965194702148,0.1008598804473877,0.16628789901733398,17,17,17,21.8,YOLO,1,19.59712733440226,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201731_495,-90,18,18,-20.3,20.00382316026655,-82.53604240417481,-82.53604240417481,0.09919261932373047,0.11979174613952637,18,18,18,20.3,YOLO,1,20.00382316026655,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201731_715,-90,18,18,-20.3,18.6895711065833,-83.771000289917,-83.771000289917,0.09869885444641113,0.20172548294067383,18,18,18,20.3,YOLO,1,18.6895711065833,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201732_017,-90,18,18,-20.3,19.315797734932744,-83.31984901428223,-83.31984901428223,0.10017609596252441,0.11614131927490234,18,18,18,20.3,YOLO,1,19.315797734932744,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201732_234,-90,18,18,-20.3,20.589793650504745,-82.00043182373047,-82.00043182373047,0.13027119636535645,0.1639096736907959,18,18,18,20.3,YOLO,1,20.589793650504745,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201732_530,-90,18,18,-20.3,20.5366082940092,-82.11965370178223,-82.11965370178223,0.10045671463012695,0.16470956802368164,18,18,18,20.3,YOLO,1,20.5366082940092,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201732_796,-90,18,18,-20.3,22.06362657850609,-80.31556434631348,-80.31556434631348,0.10136651992797852,0.18433070182800293,18,18,18,20.3,YOLO,1,22.06362657850609,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201733_083,-90,19,19,-18.9,22.35769375117468,-80.17032890319824,-80.17032890319824,0.10073375701904297,0.10701751708984375,19,19,19,18.9,YOLO,1,22.35769375117468,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201733_292,-90,19,19,-18.9,20.61224144469395,-81.81284217834472,-81.81284217834472,0.10178065299987793,0.17343878746032715,19,19,19,18.9,YOLO,1,20.61224144469395,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201733_568,-90,19,19,-18.9,21.04482230811678,-81.45465507507325,-81.45465507507325,0.10027813911437988,0.13520383834838867,19,19,19,18.9,YOLO,1,21.04482230811678,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201733_805,-90,20,20,-17.4,20.430114353016762,-82.10714645385742,-82.10714645385742,0.10084271430969238,0.3480808734893799,20,20,20,17.4,YOLO,1,20.430114353016762,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201734_255,-90,21,21,-16.0,20.58992520758345,-81.94931564331054,-81.94931564331054,0.10181498527526855,0.10800790786743164,21,21,21,16.0,YOLO,1,20.58992520758345,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201734_466,-90,21,21,-16.0,21.649425231220917,-80.74870300292969,-80.74870300292969,0.09866881370544434,0.22739934921264648,21,21,21,16.0,YOLO,1,21.649425231220917,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201734_794,-90,22,22,-14.5,21.74861584822648,-80.73535232543945,-80.73535232543945,0.10129427909851074,0.11805009841918945,22,22,22,14.5,YOLO,1,21.74861584822648,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201735_014,-90,22,22,-14.5,17.574829838396653,-84.79916648864746,-84.79916648864746,0.09900641441345215,0.16313409805297852,22,22,22,14.5,YOLO,1,17.574829838396653,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201735_277,-90,23,23,-13.1,17.271830607659382,-85.1113338470459,-85.1113338470459,0.10010647773742676,0.10807085037231445,23,23,23,13.1,YOLO,1,17.271830607659382,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201735_487,-90,22,22,-14.5,18.156051592210744,-84.47386169433594,-84.47386169433594,0.09975886344909668,0.18327116966247559,22,22,22,14.5,YOLO,1,18.156051592210744,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201735_771,-90,22,22,-14.5,18.36951506744427,-84.03488998413086,-84.03488998413086,0.10167479515075684,0.16190242767333984,22,22,22,14.5,YOLO,1,18.36951506744427,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201736_036,-90,22,22,-14.5,21.265112074162516,-81.3113395690918,-81.3113395690918,0.09940099716186523,0.1616814136505127,22,22,22,14.5,YOLO,1,21.265112074162516,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201736_298,-90,22,22,-14.5,21.57655818805003,-80.84783935546875,-80.84783935546875,0.10230135917663574,0.1272294521331787,22,22,22,14.5,YOLO,1,21.57655818805003,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201736_529,-90,23,23,-13.1,22.578149943629995,-80.0145492553711,-80.0145492553711,0.10110354423522949,0.34531068801879883,23,23,23,13.1,YOLO,1,22.578149943629995,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201736_976,-90,23,23,-13.1,22.602858891176595,-80.0145492553711,-80.0145492553711,0.10125327110290527,0.10744214057922363,23,23,23,13.1,YOLO,1,22.602858891176595,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201737_186,-90,24,24,-11.6,20.354565995212354,-82.13361434936523,-82.13361434936523,0.13276171684265137,0.19380903244018555,24,24,24,11.6,YOLO,1,20.354565995212354,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201737_514,-90,24,24,-11.6,20.93187039264039,-81.5199966430664,-81.5199966430664,0.1031339168548584,0.10725140571594238,24,24,24,11.6,YOLO,1,20.93187039264039,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201737_725,-90,25,25,-10.2,22.802428261547576,-79.69913711547852,-79.69913711547852,0.10341310501098633,0.16358304023742676,25,25,25,10.2,YOLO,1,22.802428261547576,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201737_994,-90,26,26,-8.7,23.07780041353952,-79.44187278747559,-79.44187278747559,0.10551214218139648,0.10707545280456543,26,26,26,8.7,YOLO,1,23.07780041353952,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201738_207,-90,27,27,-7.3,14.992956795024753,-87.33317565917969,-87.33317565917969,0.1024162769317627,0.1640796661376953,27,27,27,7.3,YOLO,1,14.992956795024753,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201738_476,-90,27,27,-7.3,15.583430542580672,-86.75577087402344,-86.75577087402344,0.10105395317077637,0.15839934349060059,27,27,27,7.3,YOLO,1,15.583430542580672,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201738_736,-90,27,27,-7.3,18.10209127567225,-84.3216396331787,-84.3216396331787,0.10076093673706055,0.18533587455749512,27,27,27,7.3,YOLO,1,18.10209127567225,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201739_023,-90,27,27,-7.3,18.65259572597313,-83.83099365234375,-83.83099365234375,0.10129809379577637,0.12512874603271484,27,27,27,7.3,YOLO,1,18.65259572597313,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201739_251,-90,27,27,-7.3,21.320642636844312,-81.11573143005371,-81.11573143005371,0.10244584083557129,0.16369891166687012,27,27,27,7.3,YOLO,1,21.320642636844312,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20250713_201739_518,-90,27,27,-7.3,21.446199464265533,-81.09124755859375,-81.09124755859375,0.1025395393371582,0.11297416687011719,27,27,27,7.3,YOLO,1,21.446199464265533,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
