Timestamp,Boresight,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),Beam Sweep Time (s)
20251222_152025_361,-32,52,29.0,30,2.9,20.519559130319703,7.904279708862305
20251222_152033_266,-30,53,30.5,30,2.9,17.71882403629563,7.904409646987915
20251222_152041_172,-28,49,24.7,30,2.9,20.96793267030479,7.904584169387817
20251222_152049_078,-26,49,24.7,30,2.9,20.44512953106704,7.904617786407471
20251222_152056_983,-24,47,21.8,30,2.9,20.315128730587347,7.902623176574707
20251222_152104_887,-22,46,20.3,30,2.9,19.421417513579957,7.902596712112427
20251222_152112_791,-20,44,17.4,30,2.9,20.520686524092326,7.904374599456787
20251222_152120_697,-18,1,-45.0,25,10.2,7.288572130458164,7.959235191345215
20251222_152128_657,-16,39,10.2,30,2.9,20.78258055289564,7.90805983543396
20251222_152136_566,-14,42,14.5,30,2.9,17.535783208053545,7.902398586273193
20251222_152144_470,-12,40,11.6,30,2.9,18.92511560304142,7.900760889053345
20251222_152152_372,-10,37,7.3,30,2.9,20.877156034448905,7.904419660568237
20251222_152200_277,-8,36,5.8,30,2.9,20.5481701198228,7.90454888343811
20251222_152208_183,-6,36,5.8,31,1.5,18.209981341723847,7.902450799942017
20251222_152216_087,-4,34,2.9,30,2.9,18.750388632861856,7.902495622634888
20251222_152223_991,-2,33,1.5,30,2.9,19.90436622427561,7.912728548049927
20251222_152231_905,0,33,1.5,30,2.9,16.901913874698067,7.902478933334351
20251222_152239_808,2,30,-2.9,30,2.9,20.29998836882308,7.902508020401001
20251222_152247_712,4,30,-2.9,30,2.9,17.45350375623235,7.906643152236938
20251222_152255_620,6,25,-10.2,30,2.9,20.464337562531043,7.906510829925537
20251222_152303_527,8,25,-10.2,30,2.9,20.712706937438085,7.90259575843811
20251222_152311_431,10,25,-10.2,30,2.9,19.04189705269215,7.904474258422852
20251222_152319_337,12,23,-13.1,31,1.5,19.62479114898544,7.902703046798706
20251222_152327_241,14,21,-16.0,31,1.5,20.520866509713684,7.9065260887146
20251222_152335_148,16,20,-17.4,30,2.9,19.430324133484064,7.90674352645874
20251222_152343_056,18,17,-21.8,30,2.9,20.46674802056266,7.904283285140991
20251222_152350_962,20,1,-45.0,31,1.5,8.231572488172986,7.960734367370605
20251222_152358_924,22,15,-24.7,30,2.9,20.41727149025398,7.908619403839111
