Timestamp,Boresight,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),Beam Sweep Time (s)
20251224_140725_793,14,21,-16.0,3,42.1,26.804396780901612,7.930328130722046
20251224_140733_724,15,20,-17.4,24,11.6,26.87088141211214,7.89627742767334
20251224_140741_622,16,20,-17.4,19,18.9,26.248208878659938,7.904398679733276
20251224_140749_527,17,20,-17.4,27,7.3,25.109294962665544,7.9010350704193115
20251224_140757_430,18,18,-20.3,29,4.4,26.152858898622156,7.9155113697052
20251224_140805_347,19,18,-20.3,26,8.7,25.658520616283695,7.912689208984375
20251224_140813_261,20,18,-20.3,4,40.6,24.88557450983278,7.918349742889404
20251224_140821_180,21,16,-23.2,32,0,26.412390811111806,7.900285720825195
20251224_140829_082,22,15,-24.7,4,40.6,26.677037009951732,7.918682098388672
20251224_140837_002,23,16,-23.2,4,40.6,24.536737948262044,7.908145904541016
20251224_140844_911,24,14,-26.1,30,2.9,26.662608909286405,7.904853343963623
20251224_140852_818,25,13,-27.6,5,39.2,26.415817907871826,7.905375242233276
20251224_140900_725,26,13,-27.6,2,43.5,25.90288625117364,7.918478727340698
20251224_140908_644,27,12,-29.0,23,13.1,26.25633404976118,7.918380498886108
20251224_140916_564,28,11,-30.5,10,31.9,26.11647473609871,7.918574810028076
20251224_140924_484,29,9,-33.4,54,-31.9,26.231723268712656,7.91235876083374
20251224_140932_398,30,10,-31.9,36,-5.8,26.439049113979436,7.924072980880737
20251224_140940_323,31,8,-34.8,2,43.5,26.503591294943917,7.9024834632873535
20251224_140948_227,32,8,-34.8,40,-11.6,26.242815717447485,7.915217161178589
20251224_140956_143,33,8,-34.8,16,23.2,25.87884068711682,7.903589248657227
20251224_141004_048,34,8,-34.8,47,-21.8,25.271100414362124,7.912561655044556
20251224_141011_962,35,7,-36.3,33,-1.5,26.01924252270649,7.922992944717407
20251224_141019_886,36,6,-37.7,37,-7.3,25.710167431519707,7.923825740814209
20251224_141027_811,37,3,-42.1,38,-8.7,26.186655419859548,7.920246362686157
20251224_141035_733,38,1,-45.0,61,-42.1,25.415246315047398,7.912293434143066
20251224_141043_646,39,3,-42.1,9,33.4,26.000071597612646,7.917009115219116
20251224_141051_565,40,2,-43.5,13,27.6,25.873090064994287,7.919938802719116
20251224_141059_486,41,1,-45.0,24,11.6,25.506736603318018,7.924687623977661
20251224_141107_412,42,2,-43.5,5,39.2,25.172042356961455,7.920649766921997
20251224_141115_334,43,2,-43.5,2,43.5,24.247538080256007,7.922250270843506
20251224_141123_257,43,1,-45.0,40,-11.6,24.38066248853808,7.925704002380371
20251224_141131_184,44,1,-45.0,16,23.2,23.58668426478073,7.92704701423645
20251224_141139_112,45,2,-43.5,51,-27.6,21.288733402073177,7.924460172653198
20251224_141147_038,46,1,-45.0,30,2.9,21.425450200773724,7.920354843139648
