Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250720_233444_953,-32,NO_RADIO,51,27.6,20.05073723451256,0.0909767150878906,0.0042738914489746,51,,CenterFallback,1,32,0,,,[]
20250720_233445_051,-32,NO_RADIO,51,27.6,20.05073723451256,0.1013903617858886,0.0043501853942871,51,,CenterFallback,1,32,0,,,[]
20250720_233445_158,-32,NO_RADIO,51,27.6,20.05073723451256,0.0948042869567871,0.0041916370391845,51,,CenterFallback,1,32,0,,,[]
20250720_233445_260,-31,NO_RADIO,51,27.6,20.53557951269317,0.0924775600433349,0.0043256282806396,51,,CenterFallback,1,32,0,,,[]
20250720_233445_360,-31,NO_RADIO,51,27.6,20.53557951269317,0.0960204601287841,0.0046498775482177,51,,CenterFallback,1,32,0,,,[]
20250720_233445_462,-30,NO_RADIO,51,27.6,19.539869176009503,0.0983600616455078,0.004756212234497,51,,CenterFallback,1,32,0,,,[]
20250720_233445_569,-30,NO_RADIO,51,27.6,19.539869176009503,0.0956180095672607,0.0044696331024169,51,,CenterFallback,1,32,0,,,[]
20250720_233445_672,-29,51,51,27.6,18.956136952667435,0.0962691307067871,0.0043694972991943,51,51.0,YOLO,1,32,0,18.956136952667435,0.0,[]
20250720_233445_775,-29,51,51,27.6,18.956136952667435,0.1013197898864746,0.0044589042663574,51,51.0,YOLO,1,32,0,18.956136952667435,0.0,[]
20250720_233445_884,-29,50,50,26.1,19.98581286382988,0.0892841815948486,0.0044589042663574,50,50.0,YOLO,1,32,0,19.98581286382988,0.0,[]
20250720_233445_981,-28,50,50,26.1,19.579450919391192,0.0965805053710937,0.0044317245483398,50,50.0,YOLO,1,32,0,19.579450919391192,0.0,[]
