Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History,Received Jetson inference Time,Set TX Beam Time (s),Set RX Beam Time (s),Stabilize Beam Time (s),Measure SNR Time (s)
20250724_015840_387,-64,NO_RADIO,32,0,6.828581771850594,-96.75601196289062,-96.75601196289062,0.1341252326965332,0.10261774063110352,32,,CenterFallback,1,32,0,,,[],0.13369393348693848,0.05053830146789551,0.050511837005615234,0.0004634857177734375,0.001065969467163086
20250724_015840_628,-63,NO_RADIO,32,0,7.112152904475849,-96.3817897796631,-96.3817897796631,0.09991121292114258,0.15645933151245117,32,,CenterFallback,1,32,0,,,[],0.09958529472351074,0.050484418869018555,0.05049753189086914,0.05470609664916992,0.0007195472717285156
20250724_015840_886,-62,NO_RADIO,32,0,7.38778160889315,-96.04537200927734,-96.04537200927734,0.10195517539978027,0.10197305679321289,32,,CenterFallback,1,32,0,,,[],0.10161256790161133,0.05046343803405762,0.050446510314941406,0.0003781318664550781,0.0006580352783203125
20250724_015841_092,-61,NO_RADIO,32,0,7.00326111869424,-96.12810516357422,-96.12810516357422,0.10074567794799805,0.15846729278564453,32,,CenterFallback,1,32,0,,,[],0.10032296180725098,0.05050492286682129,0.05047774314880371,0.0567779541015625,0.0006532669067382812
20250724_015841_353,-61,NO_RADIO,32,0,6.971483835256336,-96.42849044799804,-96.42849044799804,0.1003870964050293,0.10201573371887207,32,,CenterFallback,1,32,0,,,[],0.10005378723144531,0.050469398498535156,0.05046224594116211,0.00039386749267578125,0.0006527900695800781
20250724_015841_557,-60,NO_RADIO,32,0,7.302129138813569,-96.12810516357422,-96.12810516357422,0.10646867752075195,0.15842795372009277,32,,CenterFallback,1,32,0,,,[],0.10615825653076172,0.050496816635131836,0.050450801849365234,0.05675220489501953,0.0006709098815917969
20250724_015841_824,-59,NO_RADIO,32,0,7.261862988495409,-96.04537200927734,-96.04537200927734,0.10416483879089355,0.10198807716369629,32,,CenterFallback,1,32,0,,,[],0.10382413864135742,0.0504755973815918,0.05044102668762207,0.0003986358642578125,0.000637054443359375
20250724_015842_032,-58,NO_RADIO,32,0,7.649604992058443,-95.6165771484375,-95.6165771484375,0.10094976425170898,0.15840411186218262,32,,CenterFallback,1,32,0,,,[],0.10060882568359375,0.050489187240600586,0.0504765510559082,0.05673527717590332,0.0006494522094726562
20250724_015842_293,-57,NO_RADIO,32,0,7.595169159755912,-95.65385437011719,-95.65385437011719,0.10050511360168457,0.1020815372467041,32,,CenterFallback,1,32,0,,,[],0.10016965866088867,0.0504910945892334,0.050470590591430664,0.0004134178161621094,0.0006670951843261719
20250724_015842_497,-56,NO_RADIO,32,0,7.914606844490379,-95.15899658203125,-95.15899658203125,0.10058045387268066,0.15837645530700684,32,,CenterFallback,1,32,0,,,[],0.10026001930236816,0.05046701431274414,0.050444602966308594,0.0567629337310791,0.0006515979766845703
20250724_015842_757,-55,NO_RADIO,32,0,7.970244770661424,-94.96305084228516,-94.96305084228516,0.10215258598327637,0.10201144218444824,32,,CenterFallback,1,32,0,,,[],0.10181546211242676,0.050492048263549805,0.05044889450073242,0.00039505958557128906,0.0006442070007324219
20250724_015842_963,-54,NO_RADIO,32,0,8.240484231861629,-94.45152282714844,-94.45152282714844,0.1013495922088623,0.1584165096282959,32,,CenterFallback,1,32,0,,,[],0.10104036331176758,0.050467729568481445,0.050444841384887695,0.05674862861633301,0.0007047653198242188
20250724_015843_224,-53,NO_RADIO,32,0,8.478393819168161,-94.56656646728516,-94.56656646728516,0.08708858489990234,0.10220909118652344,32,,CenterFallback,1,32,0,,,[],0.08675909042358398,0.05048012733459473,0.05064678192138672,0.0003974437713623047,0.0006358623504638672
20250724_015843_415,-52,NO_RADIO,32,0,8.453720865317507,-94.56656646728516,-94.56656646728516,0.09729146957397461,0.15845584869384766,32,,CenterFallback,1,32,0,,,[],0.09698224067687988,0.05047154426574707,0.05048727989196777,0.05675148963928223,0.0006926059722900391
20250724_015843_673,-51,NO_RADIO,32,0,8.474599648595998,-94.45152282714844,-94.45152282714844,0.10306620597839355,0.10194039344787598,32,,CenterFallback,1,32,0,,,[],0.10275530815124512,0.05040788650512695,0.05045151710510254,0.0004036426544189453,0.0006418228149414062
20250724_015843_879,-50,63,63,45.0,24.680482909362738,-78.5617862701416,-78.5617862701416,0.10139060020446777,0.1582622528076172,63,63,YOLO,1,32,0,24.680482909362738,0,[],0.10098671913146973,0.050452470779418945,0.050435781478881836,0.056729793548583984,0.0006377696990966797
20250724_015844_141,-49,63,63,45.0,25.004636281243435,-78.42330474853516,-78.42330474853516,0.10538244247436523,0.10201621055603027,63,63,YOLO,1,32,0,25.004636281243435,0,[],0.10505342483520508,0.05042743682861328,0.050457000732421875,0.00040984153747558594,0.0007154941558837891
20250724_015844_350,-48,63,63,45.0,24.794781768283656,-78.52648963928223,-78.52648963928223,0.10290670394897461,0.15873932838439941,63,63,YOLO,1,32,0,24.794781768283656,0,[],0.10258841514587402,0.050504446029663086,0.05044412612915039,0.05678606033325195,0.0009958744049072266
20250724_015844_615,-48,63,63,45.0,24.648582348113493,-78.62658042907715,-78.62658042907715,0.10286164283752441,0.10199522972106934,63,63,YOLO,1,32,0,24.648582348113493,0,[],0.10152792930603027,0.0504755973815918,0.05047440528869629,0.0003972053527832031,0.0006442070007324219
20250724_015844_820,-47,NO_RADIO,63,45.0,24.728622891373732,-78.47654228210449,-78.47654228210449,0.10163211822509766,0.1584172248840332,63,,CenterFallback,1,32,0,,,[],0.10129356384277344,0.05046987533569336,0.05047249794006348,0.056726932525634766,0.0006952285766601562
20250724_015845_082,-46,63,63,45.0,24.360144577752806,-78.91241569519043,-78.91241569519043,0.10342693328857422,0.10204291343688965,63,63,YOLO,1,32,0,24.360144577752806,0,[],0.10306882858276367,0.050479888916015625,0.050464630126953125,0.000408172607421875,0.0006840229034423828
20250724_015845_289,-45,NO_RADIO,63,45.0,22.973643695935664,-80.34314498901367,-80.34314498901367,0.10095071792602539,0.15840983390808105,63,,CenterFallback,1,32,0,,,[],0.10062551498413086,0.050467491149902344,0.050492286682128906,0.0567476749420166,0.0006477832794189453
20250724_015845_550,-44,NO_RADIO,63,45.0,22.99246188291319,-80.30939865112305,-80.30939865112305,0.10157060623168945,0.10196995735168457,63,,CenterFallback,1,32,0,,,[],0.10124468803405762,0.05044150352478027,0.05047464370727539,0.00039887428283691406,0.0006213188171386719
20250724_015845_755,-43,NO_RADIO,63,45.0,21.03350662530346,-82.13186798095703,-82.13186798095703,0.10034894943237305,0.1584310531616211,63,,CenterFallback,1,32,0,,,[],0.10003447532653809,0.05050230026245117,0.05045008659362793,0.056734323501586914,0.0006916522979736328
20250724_015846_016,-42,63,63,45.0,21.080089005802805,-82.10293579101562,-82.10293579101562,0.10320734977722168,0.10197806358337402,63,63,YOLO,1,32,0,21.080089005802805,0,[],0.10289263725280762,0.05048727989196777,0.050434112548828125,0.0004012584686279297,0.0006508827209472656
