Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_071731_769,-45,NO_RADIO,32,0,6.587617577283098,0.2579185962677002,0.010276556015014648,32,,CenterFallback,1,32,0,,
20250721_071732_042,-45,NO_RADIO,32,0,6.587617577283098,0.22571778297424316,0.004798412322998047,32,,CenterFallback,1,32,0,,
20250721_071732_276,-45,NO_RADIO,32,0,6.587617577283098,0.09541797637939453,0.0045659542083740234,32,,CenterFallback,1,32,0,,
20250721_071732_377,-45,NO_RADIO,32,0,6.587617577283098,0.0998530387878418,0.004215717315673828,32,,CenterFallback,1,32,0,,
20250721_071732_485,-45,NO_RADIO,32,0,6.587617577283098,0.08999061584472656,0.004093647003173828,32,,CenterFallback,1,32,0,,
20250721_071732_581,-45,NO_RADIO,32,0,6.587617577283098,0.09529352188110352,0.004424571990966797,32,,CenterFallback,1,32,0,,
20250721_071732_684,-45,NO_RADIO,32,0,6.587617577283098,0.09270453453063965,0.004033088684082031,32,,CenterFallback,1,32,0,,
20250721_071732_784,-45,NO_RADIO,32,0,6.587617577283098,0.08240199089050293,0.004358530044555664,32,,CenterFallback,1,32,0,,
20250721_071732_874,-45,NO_RADIO,32,0,6.587617577283098,0.0855708122253418,0.0044977664947509766,32,,CenterFallback,1,32,0,,
20250721_071732_968,-45,NO_RADIO,32,0,6.587617577283098,0.09842610359191895,0.004540205001831055,32,,CenterFallback,1,32,0,,
20250721_071733_074,-45,NO_RADIO,32,0,6.587617577283098,0.08699607849121094,0.0045623779296875,32,,CenterFallback,1,32,0,,
20250721_071733_168,-45,NO_RADIO,32,0,6.587617577283098,0.09681534767150879,0.004586219787597656,32,,CenterFallback,1,32,0,,
20250721_071733_273,-45,NO_RADIO,32,0,6.587617577283098,0.0931394100189209,0.004484653472900391,32,,CenterFallback,1,32,0,,
20250721_071733_374,-45,NO_RADIO,32,0,6.587617577283098,0.09601449966430664,0.004083395004272461,32,,CenterFallback,1,32,0,,
20250721_071733_477,-44,NO_RADIO,32,0,6.977760553676589,0.09945797920227051,0.0043828487396240234,32,,CenterFallback,1,32,0,,
20250721_071733_584,-44,NO_RADIO,32,0,6.977760553676589,0.08974242210388184,0.004173994064331055,32,,CenterFallback,1,32,0,,
20250721_071733_679,-44,NO_RADIO,32,0,6.977760553676589,0.09983634948730469,0.0044786930084228516,32,,CenterFallback,1,32,0,,
20250721_071733_787,-44,NO_RADIO,32,0,6.977760553676589,0.08217668533325195,0.004476785659790039,32,,CenterFallback,1,32,0,,
20250721_071733_876,-44,NO_RADIO,32,0,6.977760553676589,0.08943390846252441,0.004091739654541016,32,,CenterFallback,1,32,0,,
20250721_071733_973,-44,NO_RADIO,32,0,6.977760553676589,0.08759188652038574,0.0042264461517333984,32,,CenterFallback,1,32,0,,
20250721_071734_068,-44,NO_RADIO,32,0,6.977760553676589,0.09479570388793945,0.004383087158203125,32,,CenterFallback,1,32,0,,
20250721_071734_170,-44,NO_RADIO,32,0,6.977760553676589,0.08031415939331055,0.004098415374755859,32,,CenterFallback,1,32,0,,
20250721_071734_257,-44,NO_RADIO,32,0,6.977760553676589,0.08713960647583008,0.004050254821777344,32,,CenterFallback,1,32,0,,
20250721_071734_351,-44,NO_RADIO,32,0,6.977760553676589,0.09029626846313477,0.003757953643798828,32,,CenterFallback,1,32,0,,
20250721_071734_448,-44,NO_RADIO,32,0,6.977760553676589,0.09174633026123047,0.004450321197509766,32,,CenterFallback,1,32,0,,
20250721_071734_547,-44,NO_RADIO,32,0,6.977760553676589,0.09593582153320312,0.0044515132904052734,32,,CenterFallback,1,32,0,,
20250721_071734_651,-44,NO_RADIO,32,0,6.977760553676589,0.08911561965942383,0.004419803619384766,32,,CenterFallback,1,32,0,,
20250721_071734_747,-44,NO_RADIO,32,0,6.977760553676589,0.08931207656860352,0.004414796829223633,32,,CenterFallback,1,32,0,,
20250721_071734_844,-44,NO_RADIO,32,0,6.977760553676589,0.08489274978637695,0.004132747650146484,32,,CenterFallback,1,32,0,,
20250721_071734_936,-44,NO_RADIO,32,0,6.977760553676589,0.08826637268066406,0.004437685012817383,32,,CenterFallback,1,32,0,,
20250721_071735_032,-44,NO_RADIO,32,0,6.977760553676589,0.08808135986328125,0.004433155059814453,32,,CenterFallback,1,32,0,,
20250721_071735_127,-44,NO_RADIO,32,0,6.977760553676589,0.08367085456848145,0.004624128341674805,32,,CenterFallback,1,32,0,,
20250721_071735_219,-44,NO_RADIO,32,0,6.977760553676589,0.09511017799377441,0.004446506500244141,32,,CenterFallback,1,32,0,,
20250721_071735_321,-44,NO_RADIO,32,0,6.977760553676589,0.09641385078430176,0.004075527191162109,32,,CenterFallback,1,32,0,,
20250721_071735_425,-43,NO_RADIO,32,0,6.522047355585215,0.09435296058654785,0.004415035247802734,32,,CenterFallback,1,32,0,,
20250721_071735_527,-43,NO_RADIO,32,0,6.522047355585215,0.09868550300598145,0.0046079158782958984,32,,CenterFallback,1,32,0,,
20250721_071735_633,-43,NO_RADIO,32,0,6.522047355585215,0.10154438018798828,0.004235506057739258,32,,CenterFallback,1,32,0,,
20250721_071735_742,-43,NO_RADIO,32,0,6.522047355585215,0.09149456024169922,0.004460334777832031,32,,CenterFallback,1,32,0,,
20250721_071735_841,-43,NO_RADIO,32,0,6.522047355585215,0.08040356636047363,0.00411534309387207,32,,CenterFallback,1,32,0,,
20250721_071735_928,-43,NO_RADIO,32,0,6.522047355585215,0.08778071403503418,0.004270315170288086,32,,CenterFallback,1,32,0,,
20250721_071736_023,-43,NO_RADIO,32,0,6.522047355585215,0.08860635757446289,0.00406646728515625,32,,CenterFallback,1,32,0,,
20250721_071736_119,-43,NO_RADIO,32,0,6.522047355585215,0.09877157211303711,0.0045795440673828125,32,,CenterFallback,1,32,0,,
20250721_071736_226,-43,NO_RADIO,32,0,6.522047355585215,0.08525371551513672,0.004445552825927734,32,,CenterFallback,1,32,0,,
20250721_071736_319,-43,NO_RADIO,32,0,6.522047355585215,0.08268427848815918,0.00416254997253418,32,,CenterFallback,1,32,0,,
20250721_071736_409,-43,NO_RADIO,32,0,6.522047355585215,0.08771967887878418,0.004526615142822266,32,,CenterFallback,1,32,0,,
20250721_071736_504,-43,NO_RADIO,32,0,6.522047355585215,0.09714341163635254,0.004258632659912109,32,,CenterFallback,1,32,0,,
20250721_071736_609,-43,NO_RADIO,32,0,6.522047355585215,0.07983589172363281,0.004090070724487305,32,,CenterFallback,1,32,0,,
20250721_071736_696,-43,NO_RADIO,32,0,6.522047355585215,0.08460021018981934,0.004335641860961914,32,,CenterFallback,1,32,0,,
20250721_071736_788,-43,NO_RADIO,32,0,6.522047355585215,0.08758306503295898,0.004101753234863281,32,,CenterFallback,1,32,0,,
20250721_071736_882,-43,NO_RADIO,32,0,6.522047355585215,0.09586453437805176,0.00438690185546875,32,,CenterFallback,1,32,0,,
20250721_071736_986,-43,NO_RADIO,32,0,6.522047355585215,0.09351634979248047,0.00445103645324707,32,,CenterFallback,1,32,0,,
20250721_071737_087,-43,NO_RADIO,32,0,6.522047355585215,0.08926939964294434,0.00452876091003418,32,,CenterFallback,1,32,0,,
20250721_071737_182,-43,NO_RADIO,32,0,6.522047355585215,0.09196639060974121,0.00467228889465332,32,,CenterFallback,1,32,0,,
20250721_071737_282,-43,NO_RADIO,32,0,6.522047355585215,0.12007403373718262,0.004085540771484375,32,,CenterFallback,1,32,0,,
20250721_071737_409,-43,NO_RADIO,32,0,6.522047355585215,0.08814764022827148,0.004267454147338867,32,,CenterFallback,1,32,0,,
20250721_071737_505,-42,NO_RADIO,32,0,6.917008681489023,0.09975385665893555,0.004407405853271484,32,,CenterFallback,1,32,0,,
