Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s)
20250723_171748_471,-40,63,63,45.0,11.870336659427906,-90.61467094421388,0.2317454814910888,0.1583867073059082
20250723_171748_862,-39,NO_RADIO,63,45.0,12.229165286308174,-90.39894104003906,0.155724287033081,0.1019785404205322
20250723_171749_121,-37,63,63,45.0,9.411828512798706,-93.11781311035156,0.2285835742950439,0.1583237648010254
20250723_171749_509,-36,NO_RADIO,63,45.0,8.998213121999555,-93.62672424316406,0.156022310256958,0.1019744873046875
20250723_171749_769,-35,NO_RADIO,63,45.0,7.865640797601003,-94.59581756591795,0.1634492874145507,0.1583719253540039
20250723_171750_092,-34,NO_RADIO,63,45.0,7.520069929760524,-94.93123626708984,0.1648883819580078,0.1019976139068603
20250723_171750_360,-33,NO_RADIO,63,45.0,6.642864237687078,-95.76765441894533,0.167964220046997,0.1584439277648925
20250723_171750_688,-31,63,63,45.0,6.067352194878552,-96.29843139648438,0.242884874343872,0.1019630432128906
20250723_171751_034,-30,63,63,45.0,7.374398917713819,-95.32933807373048,0.2304236888885498,0.1582884788513183
20250723_171751_424,-28,62,62,43.5,7.234883391968225,-95.32933807373048,0.2313685417175293,0.1019504070281982
20250723_171751_758,-27,1,1,-45.0,7.5174600525396755,-94.93123626708984,0.2314448356628418,0.1583106517791748
20250723_171752_150,-25,60,60,40.6,7.387065470415834,-95.15899658203124,0.2310233116149902,0.1022295951843261
20250723_171752_484,-24,59,59,39.2,7.21898796515444,-95.15899658203124,0.2304933071136474,0.158358097076416
20250723_171752_874,-23,58,58,37.7,7.347036223522309,-95.22297401428224,0.2309823036193847,0.1023979187011718
20250723_171753_209,-21,57,57,36.3,6.492043346749938,-96.12396850585938,0.2301554679870605,0.1585254669189453
20250723_171753_599,-20,56,56,34.8,6.861135529569921,-95.6538543701172,0.2328660488128662,0.102107286453247
