Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),TX Beam Index,TX Beam Angle,Adjustment Method,Beams Checked in Search,SNR (dB),Offset Error,Beam Offset History
20250714_072719_614,-90,48,48,23.2,7.521178665161145,-95.46879425048829,-95.46879425048829,0.1515803337097168,3.792752504348755,48,45,45,-18.9,NeighborSearch,21,7.7793112882339415,-3,[]
20250714_072723_562,-90,48,48,23.2,6.791296122729818,-93.99395751953125,-93.99395751953125,0.13246631622314453,3.6303982734680176,48,42,42,-14.5,NeighborSearch,21,9.22238655208929,-6,[]
20250714_072727_326,-90,NO_RADIO,48,23.2,6.797573101754196,-96.29843139648438,-96.29843139648438,0.0898139476776123,0.11892127990722656,48,,,,CenterFallback,1,,,[]
20250714_072727_536,-90,43,43,16.0,7.3607663139114266,-95.32933807373047,-95.32933807373047,0.1257784366607666,3.606884002685547,43,53,53,-30.5,NeighborSearch,21,7.943568220669846,10,[]
20250714_072731_270,-90,29,29,-4.4,9.162567758866004,-94.59435501098633,-94.59435501098633,0.1208505630493164,3.826005697250366,29,19,19,18.9,NeighborSearch,21,8.553790896833604,-10,[]
20250714_072735_218,-90,NO_RADIO,29,-4.4,6.664121801637407,-96.29843139648438,-96.29843139648438,0.09472298622131348,0.23688435554504395,29,,,,CenterFallback,1,,,[]
20250714_072735_550,-90,NO_RADIO,29,-4.4,7.063928906394494,-96.29843139648438,-96.29843139648438,0.0892939567565918,0.15072298049926758,29,,,,CenterFallback,1,,,[]
20250714_072735_792,-90,NO_RADIO,29,-4.4,7.117497057426817,-96.03931198120118,-96.03931198120118,0.08130431175231934,0.16550397872924805,29,,,,CenterFallback,1,,,[]
20250714_072736_039,-90,NO_RADIO,29,-4.4,7.321762550569787,-95.65385437011719,-95.65385437011719,0.0786442756652832,0.15624141693115234,29,,,,CenterFallback,1,,,[]
20250714_072736_275,-90,NO_RADIO,29,-4.4,7.322089529043595,-95.76765441894531,-95.76765441894531,0.0766456127166748,0.1806645393371582,29,,,,CenterFallback,1,,,[]
20250714_072736_534,-90,NO_RADIO,29,-4.4,7.319997895918831,-95.65385437011719,-95.65385437011719,0.07669425010681152,0.20998382568359375,29,,,,CenterFallback,1,,,[]
20250714_072736_822,-90,NO_RADIO,29,-4.4,8.069533616774862,-95.15899658203125,-95.15899658203125,0.07770586013793945,0.39331841468811035,29,,,,CenterFallback,1,,,[]
20250714_072737_294,-90,NO_RADIO,29,-4.4,8.195432271863254,-94.93123626708984,-94.93123626708984,0.07657027244567871,0.19426321983337402,29,,,,CenterFallback,1,,,[]
20250714_072737_566,-90,NO_RADIO,29,-4.4,7.153443319395095,-96.04537200927734,-96.04537200927734,0.07622337341308594,0.41109299659729004,29,,,,CenterFallback,1,,,[]
20250714_072738_054,-90,51,51,27.6,7.1530215853898085,-74.0295509338379,-74.0295509338379,0.11497139930725098,0.543569803237915,51,51,51,-27.6,OffsetCorrected,2,29.54694881460169,0,[0]
20250714_072738_714,-90,NO_RADIO,51,27.6,26.921880374642754,-76.65237731933594,-76.65237731933594,0.06598377227783203,0.45026063919067383,51,,,,CenterFallback,1,,,[0]
20250714_072739_231,-90,47,47,21.8,18.22380841588749,-85.11579132080078,-85.11579132080078,0.10501384735107422,0.19984936714172363,47,47,47,-21.8,YOLO,1,18.22380841588749,0,"[0, 0]"
20250714_072739_537,-90,45,45,18.9,17.779385873417482,-85.57594299316406,-85.57594299316406,0.0968008041381836,0.1065835952758789,45,45,45,-18.9,YOLO,1,17.779385873417482,0,"[0, 0, 0]"
20250714_072739_742,-90,44,44,17.4,27.27404125269375,-76.07925300598144,-76.07925300598144,0.09458684921264648,0.1683647632598877,44,44,44,-17.4,YOLO,1,27.27404125269375,0,"[0, 0, 0, 0]"
20250714_072740_006,-90,43,43,16.0,28.889954400318317,-74.53016624450683,-74.53016624450683,0.09495878219604492,0.1428227424621582,43,43,43,-16.0,YOLO,1,28.889954400318317,0,"[0, 0, 0, 0, 0]"
20250714_072740_245,-90,NO_RADIO,43,16.0,25.901436962029123,-77.43909378051758,-77.43909378051758,0.0923910140991211,0.23106908798217773,43,,,,CenterFallback,1,,,"[0, 0, 0, 0, 0]"
20250714_072740_570,-90,40,40,11.6,25.781249898704445,-77.67092704772949,-77.67092704772949,0.09882378578186035,0.10760068893432617,40,40,40,-11.6,YOLO,1,25.781249898704445,0,"[0, 0, 0, 0, 0, 0]"
