Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250720_231726_009,-32,NO_RADIO,51,27.6,20.05073723451256,0.0965244770050048,0.004033088684082,51,,CenterFallback,1,32,0,,,[]
20250720_231726_112,-32,NO_RADIO,51,27.6,20.05073723451256,0.0929510593414306,0.0044474601745605,51,,CenterFallback,1,32,0,,,[]
20250720_231726_213,-32,51,51,27.6,20.05073723451256,0.09381103515625,0.0041627883911132,51,51.0,YOLO,1,32,0,20.05073723451256,0.0,[]
20250720_231726_314,-32,NO_RADIO,51,27.6,20.05073723451256,0.0943694114685058,0.004148244857788,51,,CenterFallback,1,32,0,,,[]
20250720_231726_415,-32,NO_RADIO,51,27.6,20.05073723451256,0.0888221263885498,0.0043964385986328,51,,CenterFallback,1,32,0,,,[]
20250720_231726_511,-32,NO_RADIO,51,27.6,20.05073723451256,0.0931353569030761,0.0040466785430908,51,,CenterFallback,1,32,0,,,[]
20250720_231726_612,-32,NO_RADIO,51,27.6,20.05073723451256,0.0921330451965332,0.0042338371276855,51,,CenterFallback,1,32,0,,,[]
20250720_231726_711,-32,NO_RADIO,51,27.6,20.05073723451256,0.092606782913208,0.0021140575408935,51,,CenterFallback,1,32,0,,,[]
20250720_231726_807,-32,NO_RADIO,51,27.6,20.05073723451256,0.1002194881439209,0.0027847290039062,51,,CenterFallback,1,32,0,,,[]
20250720_231726_912,-32,NO_RADIO,51,27.6,20.05073723451256,0.0901682376861572,0.0021741390228271,51,,CenterFallback,1,32,0,,,[]
20250720_231727_006,-32,NO_RADIO,51,27.6,20.05073723451256,0.0977156162261962,0.0022156238555908,51,,CenterFallback,1,32,0,,,[]
20250720_231727_107,-32,NO_RADIO,51,27.6,20.05073723451256,0.0953693389892578,0.0021982192993164,51,,CenterFallback,1,32,0,,,[]
20250720_231727_206,-32,NO_RADIO,51,27.6,20.05073723451256,0.0861051082611084,0.0021502971649169,51,,CenterFallback,1,32,0,,,[]
20250720_231727_295,-32,NO_RADIO,51,27.6,20.05073723451256,0.0987119674682617,0.0020601749420166,51,,CenterFallback,1,32,0,,,[]
20250720_231727_398,-32,NO_RADIO,51,27.6,20.05073723451256,0.0924453735351562,0.0044231414794921,51,,CenterFallback,1,32,0,,,[]
20250720_231727_498,-32,NO_RADIO,51,27.6,20.05073723451256,0.0891683101654052,0.0044589042663574,51,,CenterFallback,1,32,0,,,[]
20250720_231727_594,-32,NO_RADIO,51,27.6,20.05073723451256,0.092339277267456,0.0042698383331298,51,,CenterFallback,1,32,0,,,[]
20250720_231727_694,-32,NO_RADIO,51,27.6,20.05073723451256,0.0907635688781738,0.0044093132019042,51,,CenterFallback,1,32,0,,,[]
20250720_231727_792,-32,NO_RADIO,51,27.6,20.05073723451256,0.0920085906982421,0.0040423870086669,51,,CenterFallback,1,32,0,,,[]
20250720_231727_891,-32,NO_RADIO,51,27.6,20.05073723451256,0.1008856296539306,0.0044217109680175,51,,CenterFallback,1,32,0,,,[]
20250720_231727_999,-31,NO_RADIO,51,27.6,20.53557951269317,0.1044149398803711,0.0021872520446777,51,,CenterFallback,1,32,0,,,[]
20250720_231728_108,-31,NO_RADIO,51,27.6,20.53557951269317,0.1005020141601562,0.0044803619384765,51,,CenterFallback,1,32,0,,,[]
20250720_231728_216,-31,NO_RADIO,51,27.6,20.53557951269317,0.0933384895324707,0.0040154457092285,51,,CenterFallback,1,32,0,,,[]
20250720_231728_316,-31,NO_RADIO,51,27.6,20.53557951269317,0.0916559696197509,0.0040876865386962,51,,CenterFallback,1,32,0,,,[]
20250720_231728_415,-31,NO_RADIO,51,27.6,20.53557951269317,0.0969297885894775,0.0043871402740478,51,,CenterFallback,1,32,0,,,[]
20250720_231728_520,-31,NO_RADIO,51,27.6,20.53557951269317,0.089367389678955,0.0044417381286621,51,,CenterFallback,1,32,0,,,[]
20250720_231728_616,-31,NO_RADIO,51,27.6,20.53557951269317,0.0897877216339111,0.0044159889221191,51,,CenterFallback,1,32,0,,,[]
20250720_231728_714,-31,NO_RADIO,51,27.6,20.53557951269317,0.0921335220336914,0.0044112205505371,51,,CenterFallback,1,32,0,,,[]
20250720_231728_813,-31,NO_RADIO,51,27.6,20.53557951269317,0.1031489372253418,0.003939151763916,51,,CenterFallback,1,32,0,,,[]
20250720_231728_924,-31,NO_RADIO,51,27.6,20.53557951269317,0.0939173698425293,0.0044450759887695,51,,CenterFallback,1,32,0,,,[]
20250720_231729_026,-31,NO_RADIO,51,27.6,20.53557951269317,0.0904903411865234,0.0044693946838378,51,,CenterFallback,1,32,0,,,[]
20250720_231729_124,-31,NO_RADIO,51,27.6,20.53557951269317,0.0902283191680908,0.0044541358947753,51,,CenterFallback,1,32,0,,,[]
20250720_231729_222,-31,NO_RADIO,51,27.6,20.53557951269317,0.0917360782623291,0.0041368007659912,51,,CenterFallback,1,32,0,,,[]
20250720_231729_320,-31,NO_RADIO,51,27.6,20.53557951269317,0.0938024520874023,0.004084825515747,51,,CenterFallback,1,32,0,,,[]
20250720_231729_421,-31,NO_RADIO,51,27.6,20.53557951269317,0.0935137271881103,0.0043420791625976,51,,CenterFallback,1,32,0,,,[]
20250720_231729_522,-31,NO_RADIO,51,27.6,20.53557951269317,0.0938446521759033,0.0040774345397949,51,,CenterFallback,1,32,0,,,[]
20250720_231729_623,-31,NO_RADIO,51,27.6,20.53557951269317,0.0942859649658203,0.0040407180786132,51,,CenterFallback,1,32,0,,,[]
20250720_231729_724,-31,NO_RADIO,51,27.6,20.53557951269317,0.1003704071044921,0.0042617321014404,51,,CenterFallback,1,32,0,,,[]
20250720_231729_832,-31,NO_RADIO,51,27.6,20.53557951269317,0.1031579971313476,0.0043363571166992,51,,CenterFallback,1,32,0,,,[]
20250720_231729_943,-31,NO_RADIO,51,27.6,20.53557951269317,0.0972383022308349,0.0044836997985839,51,,CenterFallback,1,32,0,,,[]
20250720_231730_046,-30,NO_RADIO,51,27.6,19.539869176009503,0.0891883373260498,0.0041515827178955,51,,CenterFallback,1,32,0,,,[]
20250720_231730_142,-30,NO_RADIO,51,27.6,19.539869176009503,0.0881671905517578,0.0041041374206542,51,,CenterFallback,1,32,0,,,[]
20250720_231730_237,-30,51,51,27.6,19.539869176009503,0.0951619148254394,0.0043880939483642,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_231730_340,-30,50,50,26.1,20.16422311447306,0.0909972190856933,0.0044209957122802,50,50.0,YOLO,1,32,0,20.16422311447306,0.0,[]
20250720_231730_439,-30,51,51,27.6,19.539869176009503,0.0904228687286377,0.004263162612915,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_231730_536,-30,50,50,26.1,20.16422311447306,0.0933039188385009,0.0044193267822265,50,50.0,YOLO,1,32,0,20.16422311447306,0.0,[]
20250720_231730_637,-30,50,50,26.1,20.16422311447306,0.0950331687927246,0.0042653083801269,50,50.0,YOLO,1,32,0,20.16422311447306,0.0,[]
20250720_231730_740,-30,51,51,27.6,19.539869176009503,0.0929532051086425,0.0044174194335937,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_231730_841,-30,51,51,27.6,19.539869176009503,0.1014788150787353,0.0044226646423339,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
20250720_231730_950,-30,51,51,27.6,19.539869176009503,0.0913820266723632,0.0044927597045898,51,51.0,YOLO,1,32,0,19.539869176009503,0.0,[]
