Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_041117_125,-32,NO_RADIO,51,27.6,20.62064472366788,-82.20925903320312,-82.20925903320312,0.0996279716491699,0.1580865383148193,51,,CenterFallback,1,32,0,,
20250721_041117_385,-32,NO_RADIO,51,27.6,20.65739869261017,-82.29081153869629,-82.29081153869629,0.0921218395233154,0.1018354892730712,51,,CenterFallback,1,32,0,,
20250721_041117_580,-32,NO_RADIO,51,27.6,20.580455650199116,-82.27513847351074,-82.27513847351074,0.0944433212280273,0.1580662727355957,51,,CenterFallback,1,32,0,,
20250721_041117_834,-32,NO_RADIO,51,27.6,20.67327050793537,-82.20925903320312,-82.20925903320312,0.0942726135253906,0.1017894744873046,51,,CenterFallback,1,32,0,,
20250721_041118_031,-31,NO_RADIO,51,27.6,20.582273179971267,-82.23431549072265,-82.23431549072265,0.0903520584106445,0.1580629348754882,51,,CenterFallback,1,32,0,,
20250721_041118_281,-31,NO_RADIO,51,27.6,20.566748039106088,-82.22079086303711,-82.22079086303711,0.0886151790618896,0.1017861366271972,51,,CenterFallback,1,32,0,,
20250721_041118_473,-31,51,51,27.6,20.593378886283872,-82.09393310546875,-82.09393310546875,0.0941503047943115,0.1580734252929687,51,51.0,YOLO,1,32,0,20.593378886283872,0.0
20250721_041118_727,-31,51,51,27.6,20.645630177459932,-82.16040802001953,-82.16040802001953,0.0963835716247558,0.1017520427703857,51,51.0,YOLO,1,32,0,20.645630177459932,0.0
20250721_041118_926,-31,51,51,27.6,20.57614827571686,-82.15873718261719,-82.15873718261719,0.0895464420318603,0.1580507755279541,51,51.0,YOLO,1,32,0,20.57614827571686,0.0
20250721_041119_175,-30,51,51,27.6,20.559414111828488,-82.09319190979004,-82.09319190979004,0.0955262184143066,0.1017391681671142,51,51.0,YOLO,1,32,0,20.559414111828488,0.0
20250721_041119_374,-30,50,50,26.1,20.515393774091137,-82.36619567871094,-82.36619567871094,0.0944986343383789,0.1581852436065673,50,50.0,YOLO,1,32,0,20.515393774091137,0.0
