Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250720_204837_998,-45,NO_RADIO,32,0,6.587617577283098,0.11769938468933105,0.009944438934326172,32,,CenterFallback,1,32,0,,,[]
20250720_204838_132,-45,NO_RADIO,32,0,6.587617577283098,0.08819890022277832,0.004236459732055664,32,,CenterFallback,1,32,0,,,[]
20250720_204838_227,-45,NO_RADIO,32,0,6.587617577283098,0.0977628231048584,0.004659891128540039,32,,CenterFallback,1,32,0,,,[]
20250720_204838_333,-45,NO_RADIO,32,0,6.587617577283098,0.08837270736694336,0.004089832305908203,32,,CenterFallback,1,32,0,,,[]
20250720_204838_429,-45,NO_RADIO,32,0,6.587617577283098,0.09362578392028809,0.0042302608489990234,32,,CenterFallback,1,32,0,,,[]
20250720_204838_530,-45,NO_RADIO,32,0,6.587617577283098,0.09481358528137207,0.0044896602630615234,32,,CenterFallback,1,32,0,,,[]
20250720_204838_633,-45,NO_RADIO,32,0,6.587617577283098,0.08667969703674316,0.004067420959472656,32,,CenterFallback,1,32,0,,,[]
20250720_204838_727,-45,NO_RADIO,32,0,6.587617577283098,0.09368324279785156,0.0042192935943603516,32,,CenterFallback,1,32,0,,,[]
20250720_204838_828,-45,NO_RADIO,32,0,6.587617577283098,0.09456205368041992,0.004592418670654297,32,,CenterFallback,1,32,0,,,[]
20250720_204838_930,-45,NO_RADIO,32,0,6.587617577283098,0.09077310562133789,0.004147768020629883,32,,CenterFallback,1,32,0,,,[]
20250720_204839_028,-45,NO_RADIO,32,0,6.587617577283098,0.09412908554077148,0.004108428955078125,32,,CenterFallback,1,32,0,,,[]
20250720_204839_129,-45,NO_RADIO,32,0,6.587617577283098,0.08902859687805176,0.0041959285736083984,32,,CenterFallback,1,32,0,,,[]
20250720_204839_226,-45,NO_RADIO,32,0,6.587617577283098,0.10475611686706543,0.004449367523193359,32,,CenterFallback,1,32,0,,,[]
20250720_204839_338,-45,NO_RADIO,32,0,6.587617577283098,0.0905141830444336,0.004244089126586914,32,,CenterFallback,1,32,0,,,[]
20250720_204839_436,-45,NO_RADIO,32,0,6.587617577283098,0.08744549751281738,0.00413966178894043,32,,CenterFallback,1,32,0,,,[]
20250720_204839_531,-45,NO_RADIO,32,0,6.587617577283098,0.09717321395874023,0.004132986068725586,32,,CenterFallback,1,32,0,,,[]
20250720_204839_635,-45,NO_RADIO,32,0,6.587617577283098,0.09375929832458496,0.004129648208618164,32,,CenterFallback,1,32,0,,,[]
20250720_204839_736,-44,NO_RADIO,32,0,6.977760553676589,0.0890800952911377,0.004014492034912109,32,,CenterFallback,1,32,0,,,[]
