Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error
20250721_074828_411,-32,NO_RADIO,32,0.0,7.790931072012057,0.0947229862213134,0.002662181854248,32,,CenterFallback,1,32,0,,
20250721_074827_747,-32,NO_RADIO,32,0.0,7.790931072012057,0.0874147415161132,0.0021824836730957,32,,CenterFallback,1,32,0,,
20250721_074828_127,-32,NO_RADIO,32,0.0,7.790931072012057,0.0859506130218505,0.0021684169769287,32,,CenterFallback,1,32,0,,
20250721_074827_514,-32,NO_RADIO,32,0.0,7.790931072012057,0.229482889175415,0.0021009445190429,32,,CenterFallback,1,32,0,,
20250721_074828_310,-32,NO_RADIO,32,0.0,7.790931072012057,0.0981357097625732,0.0021030902862548,32,,CenterFallback,1,32,0,,
20250721_074827_838,-32,NO_RADIO,32,0.0,7.790931072012057,0.0869448184967041,0.0020840167999267,32,,CenterFallback,1,32,0,,
20250721_074828_510,-32,NO_RADIO,32,0.0,7.790931072012057,0.0905389785766601,0.0026552677154541,32,,CenterFallback,1,32,0,,
20250721_074828_025,-32,NO_RADIO,32,0.0,7.790931072012057,0.0981793403625488,0.0020864009857177,32,,CenterFallback,1,32,0,,
20250721_074827_928,-32,NO_RADIO,32,0.0,7.790931072012057,0.0942051410675048,0.0022153854370117,32,,CenterFallback,1,32,0,,
20250721_074828_216,-32,NO_RADIO,32,0.0,7.790931072012057,0.0901029109954834,0.002087116241455,32,,CenterFallback,1,32,0,,
20250721_074828_605,-31,NO_RADIO,32,0.0,7.87817690350245,0.0891942977905273,0.0027930736541748,32,,CenterFallback,1,32,0,,
20250721_074828_699,-31,NO_RADIO,32,0.0,7.87817690350245,0.094383955001831,0.0021235942840576,32,,CenterFallback,1,32,0,,
20250721_074829_396,-31,NO_RADIO,51,27.6,20.53557951269317,0.0835428237915039,0.0040583610534667,51,,CenterFallback,1,32,0,,
20250721_074829_097,-31,NO_RADIO,51,27.6,20.53557951269317,0.0899085998535156,0.0044021606445312,51,,CenterFallback,1,32,0,,
20250721_074828_897,-31,NO_RADIO,32,0.0,7.87817690350245,0.0915513038635253,0.0017971992492675,32,,CenterFallback,1,32,0,,
20250721_074828_992,-31,51,51,27.6,20.53557951269317,0.0972480773925781,0.004373550415039,51,51.0,YOLO,1,32,0,20.53557951269317,0.0
20250721_074829_294,-31,NO_RADIO,51,27.6,20.53557951269317,0.095505952835083,0.0040926933288574,51,,CenterFallback,1,32,0,,
20250721_074829_487,-31,NO_RADIO,51,27.6,20.53557951269317,0.0864453315734863,0.0039563179016113,51,,CenterFallback,1,32,0,,
20250721_074829_194,-31,NO_RADIO,51,27.6,20.53557951269317,0.0922462940216064,0.0044512748718261,51,,CenterFallback,1,32,0,,
20250721_074828_796,-31,NO_RADIO,32,0.0,7.87817690350245,0.0973513126373291,0.0021069049835205,32,,CenterFallback,1,32,0,,
20250721_074830_460,-30,50,50,26.1,20.16422311447306,0.0893304347991943,0.0039646625518798,50,50.0,YOLO,1,32,0,20.16422311447306,0.0
20250721_074829_785,-30,51,51,27.6,19.539869176009503,0.0913429260253906,0.0028662681579589,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_074829_580,-30,NO_RADIO,51,27.6,19.539869176009503,0.0988898277282714,0.0044710636138916,51,,CenterFallback,1,32,0,,
20250721_074830_173,-30,50,50,26.1,20.16422311447306,0.0886328220367431,0.0021030902862548,50,50.0,YOLO,1,32,0,20.16422311447306,0.0
20250721_074830_367,-30,51,51,27.6,19.539869176009503,0.09000825881958,0.0021932125091552,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_074830_085,-30,50,50,26.1,20.16422311447306,0.08500337600708,0.0020091533660888,50,50.0,YOLO,1,32,0,20.16422311447306,0.0
20250721_074829_881,-30,51,51,27.6,19.539869176009503,0.108705997467041,0.0020668506622314,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
20250721_074830_265,-30,51,51,27.6,19.539869176009503,0.0961115360260009,0.0025615692138671,51,51.0,YOLO,1,32,0,19.539869176009503,0.0
