Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250720_114827_886,-32,NO_RADIO,13,-27.6,7.2187526689872925,-95.22297401428224,-95.22297401428224,0.0915393829345703,0.1582753658294677,13,,CenterFallback,1,32,0.0,,,[]
20250720_114828_138,-32,NO_RADIO,13,-27.6,7.351790375549058,-95.46879425048829,-95.46879425048829,0.0912075042724609,0.1017849445343017,13,,CenterFallback,1,32,0.0,,,[]
20250720_114828_332,-32,NO_RADIO,13,-27.6,7.225995216512246,-95.60927734375,-95.60927734375,0.0965805053710937,0.1580841541290283,13,,CenterFallback,1,32,0.0,,,[]
20250720_114828_588,-32,NO_RADIO,13,-27.6,7.265288619176886,-95.32933807373048,-95.32933807373048,0.096689224243164,0.1018083095550537,13,,CenterFallback,1,32,0.0,,,[]
20250720_114828_788,-31,NO_RADIO,13,-27.6,7.220540927274698,-95.43484497070312,-95.43484497070312,0.0892891883850097,0.1581218242645263,13,,CenterFallback,1,32,0.0,,,[]
20250720_114829_037,-31,NO_RADIO,13,-27.6,6.655434862859181,-95.76765441894533,-95.76765441894533,0.0910921096801757,0.1017518043518066,13,,CenterFallback,1,32,0.0,,,[]
20250720_114829_231,-31,NO_RADIO,13,-27.6,6.899810641026562,-95.4705810546875,-95.4705810546875,0.0963575839996337,0.1581707000732422,13,,CenterFallback,1,32,0.0,,,[]
20250720_114829_487,-31,NO_RADIO,13,-27.6,7.230589552305844,-95.43484497070312,-95.43484497070312,0.0877542495727539,0.1016685962677002,13,,CenterFallback,1,32,0.0,,,[]
20250720_114829_678,-30,NO_RADIO,13,-27.6,7.351235558422715,-95.32933807373048,-95.32933807373048,0.0977814197540283,0.1580212116241455,13,,CenterFallback,1,32,0.0,,,[]
20250720_114829_935,-30,NO_RADIO,13,-27.6,6.844936112700154,-95.6538543701172,-95.6538543701172,0.0921840667724609,0.1017155647277832,13,,CenterFallback,1,32,0.0,,,[]
20250720_114830_131,-30,51,51,27.6,24.453601122554176,-78.3282600402832,-78.3282600402832,0.0959181785583496,0.1581666469573974,51,51.0,YOLO,1,32,0.0,24.453601122554176,0.0,[]
20250720_114830_386,-30,51,51,27.6,24.545868283330364,-78.33575668334962,-78.33575668334962,0.0996503829956054,0.1017072200775146,51,51.0,YOLO,1,32,0.0,24.545868283330364,0.0,[]
20250720_114830_589,-30,51,51,27.6,24.69503676982561,-78.20812797546387,-78.20812797546387,0.0951166152954101,0.1580903530120849,51,51.0,YOLO,1,32,0.0,24.69503676982561,0.0,[]
20250720_114830_844,-29,51,51,27.6,24.60804315939629,-78.35425567626953,-78.35425567626953,0.097299575805664,0.1017227172851562,51,51.0,YOLO,1,32,0.0,24.60804315939629,0.0,[]
20250720_114831_044,-29,50,50,26.1,25.24722106423684,-77.66696968078614,-77.66696968078614,0.0988929271697998,0.1580953598022461,50,50.0,YOLO,1,32,0.0,25.24722106423684,0.0,[]
20250720_114831_302,-29,50,50,26.1,25.060281775225747,-77.7580509185791,-77.7580509185791,0.091332197189331,0.1017775535583496,50,50.0,YOLO,1,32,0.0,25.060281775225747,0.0,[]
20250720_114831_497,-29,50,50,26.1,24.92735511592339,-77.89590644836426,-77.89590644836426,0.100224494934082,0.1580595970153808,50,50.0,YOLO,1,32,0.0,24.92735511592339,0.0,[]
20250720_114831_757,-28,50,50,26.1,25.04120875085941,-77.85945091247558,-77.85945091247558,0.0970301628112793,0.101675271987915,50,50.0,YOLO,1,32,0.0,25.04120875085941,0.0,[]
20250720_114831_957,-28,50,50,26.1,24.450496597671236,-78.3282600402832,-78.3282600402832,0.0976536273956298,0.1580836772918701,50,50.0,YOLO,1,32,0.0,24.450496597671236,0.0,[]
20250720_114832_214,-28,50,50,26.1,24.36091945864389,-78.49465827941894,-78.49465827941894,0.0986280441284179,0.1017413139343261,50,50.0,YOLO,1,32,0.0,24.36091945864389,0.0,[]
20250720_114832_416,-28,50,50,26.1,23.848596574153405,-78.94069480895996,-78.94069480895996,0.1019775867462158,0.1581466197967529,50,50.0,YOLO,1,32,0.0,23.848596574153405,0.0,[]
20250720_114832_678,-28,50,50,26.1,23.979127101746457,-78.96037292480469,-78.96037292480469,0.1007840633392334,0.1016938686370849,50,50.0,YOLO,1,32,0.0,23.979127101746457,0.0,[]
20250720_114832_881,-27,50,50,26.1,22.98243037227647,-79.78386840820312,-79.78386840820312,0.1016402244567871,0.1581552028656005,50,50.0,YOLO,1,32,0.0,22.98243037227647,0.0,[]
20250720_114833_143,-27,49,49,24.7,23.00870622921815,-79.79609069824218,-79.79609069824218,0.1017978191375732,0.1017765998840332,49,49.0,YOLO,1,32,0.0,23.00870622921815,0.0,[]
20250720_114833_348,-27,49,49,24.7,24.121837312484782,-78.65376663208008,-78.65376663208008,0.0991904735565185,0.1582796573638916,49,49.0,YOLO,1,32,0.0,24.121837312484782,0.0,[]
20250720_114833_607,-27,49,49,24.7,24.16872389689358,-78.60758323669434,-78.60758323669434,0.0977497100830078,0.101717472076416,49,49.0,YOLO,1,32,0.0,24.16872389689358,0.0,[]
20250720_114833_807,-26,49,49,24.7,23.435169821275068,-79.3840892791748,-79.3840892791748,0.0971298217773437,0.1581537723541259,49,49.0,YOLO,1,32,0.0,23.435169821275068,0.0,[]
20250720_114834_064,-26,48,48,23.2,23.4537792741515,-79.32505378723144,-79.32505378723144,0.1013691425323486,0.1019051074981689,48,48.0,YOLO,1,32,0.0,23.4537792741515,0.0,[]
20250720_114834_269,-26,48,48,23.2,24.686732793963472,-78.18265991210937,-78.18265991210937,0.0910651683807373,0.1580212116241455,48,48.0,YOLO,1,32,0.0,24.686732793963472,0.0,[]
20250720_114834_520,-26,48,48,23.2,24.698037910488893,-78.23013114929199,-78.23013114929199,0.0976150035858154,0.1017093658447265,48,48.0,YOLO,1,32,0.0,24.698037910488893,0.0,[]
20250720_114834_720,-25,48,48,23.2,24.397889055449085,-78.39784469604493,-78.39784469604493,0.0985059738159179,0.1581518650054931,48,48.0,YOLO,1,32,0.0,24.397889055449085,0.0,[]
