Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,SNR (dB),YOLO Time (s),Beam Sweep Time (s)
20250722_124103_038,-32,NO_RADIO,32,0.0,7.790931072012057,0.130075454711914,0.0352547168731689
20250722_124103_204,-32,NO_RADIO,32,0.0,7.790931072012057,0.1280970573425293,0.0404121875762939
20250722_124103_711,-31,NO_RADIO,32,0.0,7.87817690350245,0.1308434009552002,0.0347394943237304
20250722_124103_878,-31,NO_RADIO,32,0.0,7.87817690350245,0.1405746936798095,0.0459876060485839
20250722_124104_247,-30,31,31,-1.5,7.371754472365893,0.1695008277893066,0.0377471446990966
20250722_124104_066,-30,NO_RADIO,32,0.0,7.37175304663414,0.1378555297851562,0.0414416790008544
20250722_124104_644,-29,31,31,-1.5,7.171593509006385,0.1549310684204101,0.0348598957061767
20250722_124104_835,-29,31,31,-1.5,7.171593509006385,0.1539723873138427,0.0349905490875244
20250722_124105_025,-28,31,31,-1.5,7.171183040443779,0.1574466228485107,0.038447618484497
20250722_124105_222,-28,30,30,-2.9,6.967181217315201,0.1586835384368896,0.0351524353027343
20250722_124105_806,-27,29,29,-4.4,7.170775669147403,0.1575446128845214,0.0539696216583251
20250722_124105_610,-27,30,30,-2.9,6.961432666855004,0.1527094841003418,0.0417792797088623
20250722_124106_214,-26,28,28,-5.8,6.509768319385074,0.1498186588287353,0.0360760688781738
20250722_124106_019,-26,29,29,-4.4,7.014679619490167,0.1576814651489257,0.0357980728149414
20250722_124106_782,-25,27,27,-7.3,7.014744699652482,0.1558680534362793,0.0382797718048095
20250722_124106_593,-25,28,28,-5.8,6.907506908042805,0.1536512374877929,0.0350382328033447
20250722_124107_367,-24,26,26,-8.7,6.568678064287269,0.1490283012390136,0.037064790725708
20250722_124107_171,-24,27,27,-7.3,6.568678517220917,0.159391164779663,0.035114049911499
20250722_124107_554,-23,26,26,-8.7,6.961241762591058,0.1485600471496582,0.0375821590423584
20250722_124107_742,-23,26,26,-8.7,6.961241762591058,0.1536087989807129,0.0414152145385742
20250722_124107_938,-22,26,26,-8.7,6.961241762591058,0.1605081558227539,0.0373327732086181
20250722_124108_137,-22,25,25,-10.2,7.01454264277065,0.143028974533081,0.0366413593292236
20250722_124108_893,-21,24,24,-11.6,7.370404447504001,0.1606068611145019,0.0370309352874755
20250722_124108_701,-21,24,24,-11.6,7.370404447504001,0.1560392379760742,0.0348396301269531
